,L,A,Y
326,0,1,1
4039,0,0,1
296,1,0,0
2217,1,0,1
4906,0,1,1
2289,0,1,1
5293,0,1,0
1327,0,1,0
1137,0,1,0
212,0,1,0
2511,0,1,1
2458,1,1,1
1691,0,1,1
1786,0,0,1
5791,1,0,0
107,1,0,1
6999,0,1,0
4227,1,0,1
3790,0,0,1
2775,0,1,1
108,1,0,0
3192,0,0,0
3826,1,1,0
7574,0,1,0
647,0,1,1
2616,0,0,0
6445,1,0,1
109,0,0,1
6272,1,0,0
1233,1,1,0
6241,0,1,1
3039,1,0,0
2308,0,0,1
5893,1,0,0
6410,1,0,0
4875,1,1,0
4624,0,1,1
2577,0,0,1
1560,1,1,0
4640,1,0,0
6442,0,1,1
4396,1,1,0
813,0,1,1
6958,1,1,0
3377,0,0,0
5174,1,0,0
6455,0,1,1
2826,0,1,0
4931,0,1,0
2628,1,0,1
3399,1,1,0
6217,1,0,1
1876,1,1,1
4666,1,0,1
5988,0,0,1
1639,0,1,1
4716,0,0,1
7533,1,1,0
6973,0,1,0
7059,0,1,1
2933,0,0,1
5242,0,1,0
1149,1,1,0
5761,1,1,0
7560,1,1,0
5612,1,1,0
151,1,0,0
6546,1,0,0
2199,1,0,1
152,1,1,1
6810,0,0,0
6812,0,0,1
2976,1,0,0
6818,0,1,0
2982,1,1,0
1447,0,0,1
3502,0,0,1
3763,0,0,0
3766,1,0,0
2492,1,0,0
3024,0,1,0
2265,0,1,1
2267,1,0,1
7141,0,1,0
2790,1,0,0
485,1,0,1
6380,0,1,1
3056,1,0,0
4850,1,0,0
1268,0,0,0
2037,1,0,0
4180,0,0,0
252,1,1,0
6001,1,0,1
111,1,1,0
5961,0,1,0
1621,1,1,0
112,0,1,0
2699,1,0,0
3342,0,0,0
2755,0,1,0
4502,1,0,1
3095,0,1,0
1571,0,1,0
3876,1,0,0
504,0,0,0
6955,1,0,1
4270,1,0,0
2352,0,0,1
2995,1,1,0
4536,0,0,0
5687,0,0,0
5969,0,1,0
7488,0,0,0
706,1,1,0
4036,0,1,0
7457,0,0,0
2897,0,0,0
3667,1,0,0
982,1,1,0
1497,1,0,1
7385,1,0,0
574,0,1,0
2526,0,1,1
5216,0,0,1
5734,0,0,0
232,0,1,0
3184,0,1,1
3058,0,1,0
1534,1,0,1
6648,0,1,1
6782,0,1,1
6792,1,1,1
2571,1,0,0
5644,1,0,1
398,1,0,0
4754,0,1,1
6296,0,1,0
5402,0,0,0
3614,0,0,1
3108,0,0,1
6695,0,1,0
3240,1,0,1
427,0,0,0
1838,0,1,0
2488,1,1,0
7179,1,0,1
1348,0,0,0
4809,0,0,0
2262,0,0,0
6108,0,0,0
6369,0,0,1
5090,0,1,0
2151,0,0,0
380,1,0,1
5866,1,1,0
2031,0,0,0
6391,0,0,0
3961,1,1,0
763,0,1,0
7548,0,0,0
114,1,1,1
2848,1,0,0
5817,0,1,0
3251,1,0,1
7061,0,0,1
115,1,0,1
5653,0,0,0
116,0,1,1
5430,0,1,0
6566,0,1,1
1624,1,0,0
4701,1,1,1
4511,1,1,0
117,0,0,1
3800,1,1,0
1412,0,0,1
1750,0,0,1
118,1,0,0
119,0,1,0
7260,0,1,1
3997,0,0,0
446,1,0,0
3341,0,1,0
120,0,0,0
2144,0,0,0
2641,1,1,0
5570,1,0,1
2276,0,0,1
5078,1,1,1
6888,1,1,1
442,0,1,1
121,0,0,1
2337,0,1,1
3330,0,0,0
2948,0,1,1
5270,1,0,0
518,0,0,1
4033,1,1,0
6905,1,0,0
4941,0,1,1
122,0,1,0
6486,0,1,1
3173,1,1,1
5126,0,0,1
4945,0,0,1
5580,0,0,1
4426,0,0,1
5835,1,1,1
4684,0,0,0
5773,0,0,0
4847,0,0,0
7280,1,1,0
4145,0,1,0
2386,0,1,0
2358,0,0,1
3748,0,0,0
6428,0,1,1
1853,0,1,1
123,0,1,0
5864,0,1,0
6576,1,1,0
5890,1,0,0
1741,0,0,1
124,1,0,0
5194,1,1,0
2988,1,0,0
4362,0,0,1
125,1,0,1
2991,1,0,0
7615,0,1,1
6562,1,0,0
5718,0,0,1
6577,0,0,1
700,1,1,0
3119,0,0,1
127,1,0,1
128,0,1,0
129,0,1,0
1126,0,0,0
7199,1,0,0
4994,0,1,0
5457,0,1,0
4371,0,0,1
6716,0,1,1
5732,1,0,1
166,0,0,0
4710,0,0,0
1833,0,0,0
5867,1,1,1
5929,0,1,1
2451,1,1,0
132,1,1,0
133,1,1,0
4705,1,0,1
5787,1,0,1
1734,0,1,1
585,1,0,1
684,0,1,0
5265,0,0,0
3891,1,0,0
724,1,0,1
4149,1,1,1
4505,1,0,0
6395,0,1,0
1918,1,1,0
134,0,1,0
135,1,1,0
3042,0,0,0
894,1,0,1
1988,1,0,0
3269,1,0,1
5526,1,1,1
887,1,0,0
1304,1,0,1
5977,1,1,1
136,1,0,1
2373,1,0,0
6857,0,1,1
2186,0,1,0
5111,1,0,1
499,1,1,1
4365,0,1,1
271,0,1,0
5392,0,1,0
657,1,1,1
4563,1,0,1
468,0,1,0
6037,1,0,1
2361,0,1,0
4883,0,1,0
2846,1,0,1
2466,0,1,1
3504,0,0,0
2290,0,1,1
6388,1,1,1
5944,0,0,0
7284,1,1,0
2238,1,1,1
137,1,1,1
138,0,0,0
473,0,1,1
2603,1,0,0
2133,0,0,1
139,1,0,0
3315,0,0,0
6664,1,1,0
5449,0,0,0
7274,0,0,0
6800,0,0,0
2675,1,1,0
2645,1,1,1
5463,0,1,1
2617,1,1,0
7029,0,0,1
140,1,1,1
4839,0,0,0
5543,0,1,0
435,0,0,0
6638,0,1,1
6738,1,0,1
341,0,0,0
7190,1,1,0
2840,1,1,1
3641,0,0,0
141,0,0,0
2369,1,0,1
3446,0,0,1
142,0,0,0
6809,1,0,1
4100,1,1,0
2541,0,0,0
143,1,0,0
144,0,1,1
3098,1,1,1
2555,1,1,0
6511,0,1,0
145,1,0,1
3133,1,0,1
5759,1,1,0
146,1,1,0
6873,0,0,1
3555,0,1,1
2759,1,1,1
147,1,1,0
7336,1,1,0
6946,1,1,0
6767,1,1,1
148,0,0,0
4778,1,0,0
1879,1,1,1
5443,1,1,0
3590,1,0,0
5640,1,0,0
2377,0,0,0
1804,1,0,0
2627,0,1,0
7126,1,0,1
3223,0,1,1
1054,0,1,0
1043,0,1,0
1254,0,0,1
2669,1,0,1
6200,1,1,0
2300,1,1,1
150,0,0,0
5712,1,1,0
4315,1,0,0
1934,1,1,1
153,0,0,1
4392,1,0,0
6041,0,1,0
4543,1,0,0
154,1,0,1
155,0,0,1
5624,1,1,0
6192,0,1,1
5792,1,1,1
2974,1,1,1
156,1,1,0
2548,1,0,1
157,1,1,0
5062,0,0,0
158,1,0,0
2232,1,1,1
346,1,0,1
670,0,1,0
159,1,1,0
7416,1,0,0
7367,1,1,1
7403,0,0,0
5466,1,0,0
1902,1,1,1
399,1,0,0
160,0,0,0
4880,1,1,0
958,1,1,0
161,1,1,1
289,1,1,0
2629,0,1,1
2150,1,1,1
6919,1,0,0
2792,0,1,0
2634,0,0,1
4254,1,1,1
3888,0,1,1
5128,0,0,0
5746,0,1,1
5706,0,1,1
5278,1,1,0
162,1,0,0
163,0,1,1
4708,0,0,1
164,0,1,0
2304,0,1,0
7587,1,1,1
972,0,1,0
2624,0,1,0
165,1,0,0
5168,0,0,1
7024,0,1,0
3842,0,0,1
3588,1,0,0
4691,0,0,1
2516,0,0,1
1143,1,0,0
2811,0,0,0
4901,1,0,1
5889,0,0,0
3906,1,1,0
2691,0,1,0
5668,1,1,0
2470,1,1,0
6256,1,1,1
5377,0,0,0
7534,1,0,1
5968,0,1,0
3346,0,0,1
2387,1,0,0
2126,0,1,1
4356,1,1,0
4933,1,0,0
3714,1,1,0
3661,1,1,0
169,1,1,0
4305,0,0,0
6178,1,1,0
7583,0,1,0
2735,1,1,0
3772,1,0,0
4031,0,0,0
170,0,1,1
171,1,0,1
2754,1,1,0
374,0,0,0
6232,1,0,0
1545,0,0,1
172,0,1,1
4617,0,1,1
173,0,0,1
4882,0,0,1
174,0,1,0
7162,0,0,0
1954,0,1,0
776,0,0,1
1610,0,0,0
5074,0,1,0
175,1,1,0
5153,1,1,0
3666,1,1,0
4835,0,0,0
7118,1,1,0
7415,1,0,0
491,1,1,0
1773,1,1,0
6590,1,1,1
6061,1,1,0
176,0,1,0
6385,1,0,1
436,1,1,0
7329,1,1,0
6769,0,0,1
1145,0,1,1
2366,0,0,1
178,0,0,1
5220,0,1,1
2694,0,1,0
4393,0,0,0
7498,0,1,0
7123,1,1,1
854,0,0,1
7608,1,0,1
4122,1,0,0
6003,0,0,0
179,0,1,0
4512,1,0,0
2880,1,0,0
6965,0,1,0
6936,0,0,1
1309,0,1,0
285,1,1,1
180,1,0,1
181,0,1,0
3009,0,1,0
7531,1,1,0
1557,0,0,0
5831,1,1,0
182,1,1,1
6524,1,0,0
183,0,1,0
3969,0,0,0
6341,0,1,1
4428,1,0,0
4937,0,1,0
2747,0,0,0
1180,0,1,0
6941,0,1,0
184,0,0,0
3142,1,0,0
914,0,1,0
3932,0,0,0
3680,0,1,0
4998,1,1,1
3497,0,0,0
368,0,1,0
6586,1,0,0
185,1,1,0
3732,0,1,1
1295,0,1,0
186,0,0,1
6704,0,0,0
1221,0,1,0
997,0,1,0
4480,1,1,0
2519,1,1,1
2891,0,1,1
7122,0,0,0
723,1,0,0
4116,1,1,0
6074,0,0,1
3678,0,1,0
6175,1,0,1
999,1,1,1
5359,0,0,0
7088,0,1,0
5745,0,1,0
2996,0,1,0
6069,0,0,1
1848,1,1,0
6047,1,1,0
3259,0,1,1
1468,1,0,0
3389,0,0,1
5758,0,1,0
188,0,0,1
6054,0,0,1
4206,0,1,0
189,1,1,1
190,0,1,0
5058,1,0,0
6123,1,0,0
860,0,1,0
6085,0,1,0
191,1,1,1
2083,1,0,0
6891,1,1,1
192,0,0,1
612,0,1,1
5604,0,1,0
1549,0,1,1
2229,0,1,1
193,1,1,1
194,1,1,0
882,1,1,0
195,1,0,0
713,1,0,0
196,1,1,1
1544,1,1,0
197,0,1,0
5744,1,0,0
6985,0,1,0
5043,0,0,0
2532,0,1,0
7373,0,1,0
198,1,1,0
199,1,0,1
4929,0,1,0
200,1,1,0
7482,0,1,1
201,0,0,1
7248,1,0,1
3656,0,1,0
1010,0,0,1
202,1,1,0
5568,0,0,0
2070,1,1,0
203,0,1,1
4538,1,0,1
229,0,1,1
204,0,1,0
4359,1,1,0
5513,1,0,0
2650,0,1,1
4183,1,0,1
3439,0,1,0
205,0,1,1
206,1,1,0
5057,0,1,0
6390,0,1,1
207,0,0,1
5884,1,1,0
208,1,0,1
6145,1,0,0
1851,0,0,1
1959,1,1,1
209,0,1,0
3043,1,1,0
4135,0,1,0
5703,0,0,1
1814,0,1,0
4056,0,1,1
410,1,0,1
319,0,0,1
210,1,0,1
1577,1,0,1
1665,1,0,0
7301,0,0,0
1945,1,1,1
3869,0,1,1
2318,0,0,1
4871,0,0,1
904,1,0,1
6538,1,0,0
7054,0,1,0
6417,0,0,0
2605,0,0,1
6696,1,0,1
5285,0,0,1
5031,0,0,0
936,0,1,0
2234,0,0,1
927,1,0,1
956,1,0,0
778,1,1,1
448,0,1,1
1014,0,0,1
6729,0,0,0
5722,0,1,0
4474,1,1,1
228,0,1,0
879,1,0,1
6512,0,0,0
1107,1,1,1
7417,0,1,0
7551,0,1,0
6016,0,1,0
259,0,0,0
834,1,1,1
4630,1,0,0
4517,1,1,1
2864,0,1,0
1474,0,0,1
5192,0,0,1
4280,0,0,1
2518,1,0,0
985,1,1,1
2781,1,1,1
3815,0,0,0
6002,1,0,0
4349,0,0,1
214,1,0,1
5762,1,1,0
7021,0,1,0
215,1,1,1
4611,0,1,0
216,1,0,0
641,0,0,1
1602,0,1,1
2051,0,0,1
5508,0,1,1
840,0,0,0
3127,1,1,1
6416,0,0,1
918,1,0,0
2328,0,1,0
6811,0,1,1
4318,0,0,1
4447,0,0,0
3810,0,0,0
5851,0,0,1
422,1,1,1
1963,0,0,1
7084,1,0,1
6768,0,1,0
4019,1,1,0
3893,1,0,0
2039,1,1,0
1657,0,1,0
6911,1,1,1
217,1,1,0
4821,0,1,1
1000,1,0,1
1401,0,1,0
5547,0,0,1
6549,1,1,1
218,0,0,1
4696,1,1,0
5922,1,0,0
6772,1,0,0
4250,1,1,1
219,0,0,1
4561,0,0,1
220,0,0,0
221,0,1,1
1409,0,0,0
4422,1,1,1
3295,0,1,0
463,1,1,0
976,0,0,0
787,1,1,0
6998,1,1,1
1626,1,0,0
2426,0,1,1
5663,1,0,1
3216,0,1,0
6506,0,0,1
1132,1,1,0
5425,0,1,0
5110,1,1,1
379,1,0,0
508,0,0,0
6717,1,1,0
1790,1,1,1
3573,0,1,1
222,0,1,1
376,1,1,1
4387,1,0,0
950,1,0,0
223,0,0,1
6080,0,0,1
3189,1,0,0
711,0,0,0
6856,0,0,0
827,1,1,0
1628,1,0,0
4895,0,0,0
224,0,0,0
225,1,0,0
6260,1,0,0
4170,1,0,0
988,1,1,0
1055,1,0,0
226,1,0,0
7232,0,1,1
1859,0,0,1
6515,1,1,1
4304,0,0,1
5203,0,0,1
1751,1,0,0
1872,1,0,1
7592,1,0,0
4324,1,0,0
2794,1,0,1
7342,0,1,0
2236,1,0,1
227,1,1,0
6613,0,1,0
2094,0,1,1
6528,1,0,1
2947,1,1,1
3781,0,1,0
1297,0,1,1
4189,0,1,1
1179,0,0,1
804,0,0,0
7338,0,0,0
4214,1,0,1
1407,1,1,0
230,0,1,1
6224,0,1,0
1460,0,1,1
5301,0,0,0
277,0,0,1
231,0,0,0
6970,1,1,0
5807,1,0,1
237,1,1,0
3442,0,0,0
233,1,1,1
4528,1,0,0
6036,1,1,0
234,0,1,0
4231,0,0,1
235,1,1,0
2896,1,1,0
236,0,1,0
5793,1,1,1
238,0,0,1
1057,0,0,0
7351,1,0,1
239,1,1,1
3376,1,1,0
5524,0,0,1
3663,0,1,1
240,0,1,0
1849,0,1,0
3538,1,0,1
4650,1,1,1
5487,1,1,1
241,1,0,0
2800,0,0,0
3344,1,0,0
5888,1,0,0
242,1,1,1
6044,1,1,0
243,1,1,1
2706,1,1,1
3227,0,0,0
1396,1,0,0
821,1,1,1
5254,1,1,1
7009,0,1,1
6235,0,1,1
4300,1,1,0
6190,0,1,1
244,0,0,1
1280,0,1,1
1920,0,1,0
451,0,0,1
6437,1,0,0
6280,0,0,1
3405,1,1,0
1998,0,1,0
4759,1,0,0
345,0,0,0
5019,1,1,1
1632,1,1,1
2042,0,1,0
799,1,0,0
1376,1,1,0
1017,0,0,1
7460,1,1,0
743,0,1,0
552,1,1,1
6953,0,0,0
2029,1,0,1
2798,0,1,0
6697,0,0,0
5556,0,1,1
5370,0,1,1
5151,0,0,1
5596,1,0,1
2685,1,0,0
245,0,1,1
632,0,1,0
247,0,1,0
7483,0,1,0
248,1,1,0
4944,1,1,1
249,1,0,0
4052,0,1,0
250,0,0,1
6195,1,1,1
806,0,1,1
251,0,1,0
601,1,1,1
679,0,1,1
7064,0,0,0
253,0,1,1
7440,1,1,0
6164,1,0,0
2117,1,1,1
4263,0,1,1
7303,1,1,0
254,0,0,0
6179,1,1,1
1439,0,0,1
255,0,1,1
1891,1,0,0
6409,0,1,0
650,1,0,0
4003,0,0,0
256,1,0,1
3325,1,1,0
257,1,1,0
3462,1,1,0
5065,1,1,1
876,1,0,0
3822,0,0,0
2036,0,1,1
2938,1,0,0
3231,1,1,1
258,1,1,1
