,L,A,Y
3493,0,0,1
24,1,1,1
3643,0,1,0
25,0,1,1
3544,0,0,0
26,1,0,1
5345,1,1,0
27,1,1,1
4066,0,0,1
6339,0,1,0
1558,1,0,1
1896,0,1,1
4329,1,1,1
6396,0,0,0
3565,0,1,1
28,0,0,1
7224,0,1,1
1658,0,0,0
4900,1,1,0
29,0,1,1
4626,0,0,0
907,0,1,1
2838,1,1,1
7287,0,1,0
543,0,1,0
7579,1,0,1
6652,1,0,1
2711,0,0,0
30,0,0,0
7075,0,0,1
2644,0,0,0
3525,1,1,1
924,1,1,0
683,1,0,1
3499,1,0,1
5564,1,0,0
5854,0,1,0
31,0,1,0
1457,0,0,1
3418,0,0,0
32,1,1,0
3136,0,0,1
1312,0,0,0
2195,0,0,1
5676,0,1,1
4845,1,0,1
1166,0,0,0
3155,0,1,1
6196,0,1,1
6709,1,1,1
5206,1,0,1
4187,1,1,0
1020,1,1,1
607,0,1,1
33,1,1,1
2566,0,1,1
4040,0,1,0
2745,0,0,0
6859,0,0,0
4814,0,0,0
1875,0,0,0
1300,0,1,1
3221,0,1,0
407,1,1,1
3740,0,0,0
2170,0,1,0
7074,1,1,1
5095,1,0,1
5617,1,0,1
2420,1,1,1
1973,1,0,0
4308,1,1,1
3452,1,1,1
765,1,1,1
1150,0,1,1
213,1,1,1
34,1,1,1
2944,1,1,1
4408,1,1,1
5875,1,1,1
4717,0,1,0
3927,1,1,1
35,0,1,1
6747,1,0,1
7035,0,0,1
5283,1,1,1
4246,0,1,1
6887,1,0,1
2040,0,0,1
6475,0,0,1
4235,1,1,1
2301,1,1,1
2045,0,1,0
36,0,0,0
719,1,1,1
37,1,1,1
3991,0,0,0
6288,1,1,1
3794,1,0,1
7565,1,1,0
2637,1,1,1
3023,0,0,0
39,1,0,1
40,1,0,0
4908,0,0,0
1381,0,0,1
1678,0,0,0
41,0,0,0
1958,1,1,0
5414,1,1,1
3591,1,1,1
3562,1,1,1
3950,1,1,1
6287,1,0,0
42,0,1,1
3592,0,0,0
4335,0,1,0
2647,0,0,1
43,1,1,1
4681,1,1,1
2893,1,0,0
44,1,1,1
7042,0,1,0
3701,0,0,0
6870,1,0,1
7226,0,0,0
6507,0,1,0
6234,1,1,1
3597,0,0,0
45,1,1,1
3912,0,1,0
7537,1,0,1
3986,0,0,1
4852,0,0,0
3527,1,0,1
5896,1,1,1
5099,0,1,0
3340,0,1,0
865,0,0,0
4527,1,1,1
46,0,1,0
2442,0,1,0
2414,0,1,1
47,1,1,1
1792,1,1,1
7489,0,1,1
5378,1,1,1
6427,0,0,0
3845,0,0,0
6637,1,0,1
6408,0,0,0
2985,1,1,1
538,1,0,1
3181,1,0,1
5314,1,0,0
397,1,0,0
4657,1,0,1
4146,0,1,1
3128,1,0,0
3833,1,0,1
6458,0,0,0
6991,0,1,1
6876,0,0,0
1789,1,1,0
6207,0,1,1
48,1,1,1
1761,0,1,1
3250,1,1,0
7213,0,1,1
49,0,0,1
3360,0,0,0
4000,0,0,0
5510,1,1,1
3361,0,1,0
3400,1,1,0
2892,1,1,1
6605,0,1,1
2510,0,0,0
6096,0,1,1
2072,1,1,1
3038,0,0,0
50,1,1,0
4415,0,1,0
51,1,1,1
7135,0,1,0
52,0,0,1
6840,1,1,1
53,1,1,1
6572,0,0,1
1230,0,0,0
1390,0,1,1
54,1,1,1
2368,0,1,1
5195,1,1,0
645,0,0,0
3911,0,0,0
4973,0,0,0
3994,0,1,0
2843,0,0,0
4572,0,0,1
5600,1,0,0
187,1,1,1
3300,0,1,0
4141,1,1,1
4147,1,1,0
2422,0,1,1
2615,0,0,0
1464,0,0,0
1469,1,1,0
2303,0,1,0
55,0,1,1
5474,0,1,1
1932,0,1,0
494,1,1,0
56,0,0,0
4128,1,0,0
3008,1,1,1
2902,1,1,1
5226,1,0,0
7214,1,1,1
57,1,0,1
7349,0,1,1
58,0,1,1
2177,0,0,1
5108,1,1,1
3726,0,1,0
3302,1,0,1
2551,1,1,1
3080,1,0,1
7411,1,1,0
59,1,0,1
6004,0,1,1
6300,1,1,1
1564,0,0,1
1693,0,1,0
60,0,1,1
4344,0,1,1
6504,0,1,1
61,0,0,1
1680,0,0,1
2940,0,1,1
62,1,0,0
4792,1,0,1
63,0,1,0
4616,0,0,1
4284,0,1,0
6221,1,1,0
4166,1,1,1
64,1,1,1
5162,1,1,1
4355,0,1,0
65,0,1,1
2916,1,1,1
6407,1,0,0
66,0,1,1
5605,0,1,1
67,0,1,0
2416,1,1,1
7555,1,1,1
4638,0,1,1
4777,0,0,0
2604,0,0,0
2670,1,0,0
68,0,0,1
4032,0,0,0
2882,1,1,1
1219,0,0,1
168,0,0,1
6972,1,0,1
6718,0,0,1
3279,0,1,0
69,0,1,0
70,0,1,1
1328,0,0,1
2707,1,1,1
900,1,0,1
5048,1,0,1
7097,1,0,1
1135,1,1,0
4925,0,0,0
4702,0,1,0
3949,1,1,1
71,1,1,1
1611,0,1,1
6147,1,0,1
72,0,0,1
5966,1,0,1
73,1,0,0
3852,1,1,1
6424,1,1,0
5455,0,1,0
2676,0,0,0
6968,1,0,1
4091,0,1,1
5308,1,0,0
2205,0,0,1
4981,1,0,1
74,1,1,1
3035,0,1,1
75,0,1,1
5632,0,0,1
4673,0,1,1
933,1,1,1
7079,1,0,1
520,1,1,1
7165,1,1,1
6154,1,1,1
2447,1,0,1
4217,1,1,1
3855,1,1,1
2428,1,1,1
541,0,1,1
76,0,1,1
1830,0,1,0
77,1,1,1
6752,0,1,1
7536,0,1,1
78,0,1,1
3520,0,1,1
1216,0,1,0
3495,1,1,0
1642,1,1,1
4587,1,1,0
2060,0,0,1
3862,0,0,1
6519,0,0,0
4632,1,1,0
2332,0,1,0
6621,0,0,0
3679,0,0,0
79,1,0,1
718,0,0,0
80,0,1,1
5441,0,1,1
5646,0,1,0
666,0,0,0
6171,0,1,1
81,0,0,1
4353,0,0,1
3218,0,1,1
1555,1,0,1
1393,0,0,1
5033,0,1,0
378,0,0,0
130,0,0,1
2014,0,1,1
3498,1,1,0
82,1,1,1
2809,1,1,1
2086,1,0,1
3745,1,0,0
83,0,0,0
84,0,1,0
85,1,0,1
4658,1,0,1
4899,1,1,1
3444,1,1,1
5998,0,0,0
1689,0,0,0
5753,1,1,1
5643,1,1,1
7001,0,0,1
86,1,1,1
149,1,1,1
87,1,0,1
6115,0,0,0
88,0,1,1
955,0,0,0
89,0,1,1
6757,1,1,1
90,1,1,1
2498,0,0,0
91,1,0,1
1345,0,1,0
6932,0,1,1
313,1,1,0
92,1,1,0
2475,0,1,1
974,1,0,1
4479,0,1,0
93,1,0,1
662,1,0,1
94,1,1,1
5042,1,1,0
6564,1,1,1
95,0,0,1
3296,1,0,1
5610,1,1,0
7552,0,0,1
3430,0,1,0
5832,1,1,1
4330,0,1,1
2347,1,0,1
3757,0,1,1
2158,1,1,1
5224,0,1,0
3602,1,0,1
5876,0,1,1
7352,0,0,0
5277,0,0,0
4126,0,0,0
96,0,1,1
4811,0,0,1
97,1,0,1
4676,0,0,1
7350,1,1,0
3126,0,0,0
5892,1,1,0
652,1,1,1
98,0,1,1
4225,0,0,0
4163,1,0,0
4106,1,1,1
299,1,1,0
2077,1,0,0
5625,1,0,0
3900,0,0,1
3450,0,0,0
99,0,1,0
100,1,1,1
5361,1,1,0
101,0,1,0
3873,0,0,0
7010,1,1,1
4211,0,0,0
484,1,1,1
2967,0,1,1
2744,1,0,1
6921,1,1,1
2391,1,1,1
3698,1,1,0
102,0,1,1
2648,1,1,1
290,0,1,1
113,0,0,1
2452,0,0,0
3334,1,1,1
1495,0,0,0
5433,0,0,1
6639,1,1,0
103,1,1,0
1793,0,0,0
3715,0,1,1
211,1,1,1
4999,1,0,0
7507,1,0,1
1671,1,1,1
6860,0,0,1
4785,0,1,0
2787,0,0,0
6838,0,1,1
3773,0,1,0
6302,1,1,1
104,0,0,0
899,1,0,1
1046,1,1,0
5281,1,0,1
522,1,1,0
4236,0,0,0
1296,1,0,1
3536,1,0,1
5715,1,1,0
6228,1,0,0
3096,1,1,1
5918,0,0,1
1989,1,1,1
2145,0,1,1
4671,0,0,0
6884,0,1,1
4338,1,0,0
5587,0,0,0
3956,1,1,1
3486,0,1,1
771,1,1,1
2105,0,0,1
2768,1,1,1
1533,1,1,1
2943,1,1,1
105,1,1,1
5581,1,1,1
6022,0,1,0
106,1,1,1
7542,0,0,0
7045,1,1,0
326,0,0,0
4039,1,1,0
296,1,1,0
2217,1,1,0
4906,1,1,1
2289,0,0,0
5293,1,0,0
1327,1,1,1
1137,1,1,1
212,0,0,0
2511,0,1,1
2458,0,0,0
1691,1,1,1
1786,1,1,1
5791,1,1,1
107,1,1,1
6999,1,1,1
4227,0,1,1
3790,1,1,1
2775,1,0,1
108,0,1,1
3192,1,1,0
3826,0,1,0
7574,1,1,1
647,1,1,1
2616,1,0,0
6445,0,0,0
109,1,1,1
6272,1,1,1
1233,0,1,0
6241,1,1,1
3039,0,0,1
2308,0,0,0
5893,1,0,0
6410,0,0,0
4875,0,0,0
4624,0,1,1
2577,1,1,0
1560,0,1,1
4640,0,0,0
6442,1,1,1
4396,0,0,0
813,0,0,0
6958,0,1,1
3377,1,1,1
5174,1,0,0
6455,1,1,1
2826,0,1,0
4931,1,0,1
2628,1,0,1
3399,0,1,0
6217,0,0,0
1876,0,1,1
4666,0,0,0
5988,0,1,1
1639,1,1,1
4716,1,1,0
7533,0,1,1
6973,0,0,0
7059,0,1,0
2933,0,0,1
5242,1,1,1
1149,0,0,0
5761,0,1,0
7560,0,1,1
5612,0,0,0
151,1,1,0
6546,1,1,1
2199,0,0,0
152,0,1,0
6810,0,1,1
6812,1,1,1
2976,0,1,1
6818,0,1,1
2982,0,1,0
1447,0,1,0
3502,1,1,1
3763,0,0,1
3766,0,1,0
2492,0,0,0
3024,1,1,1
2265,1,1,1
2267,0,0,1
7141,1,1,1
2790,0,0,1
485,1,1,1
6380,1,0,1
3056,1,1,0
4850,0,1,1
1268,1,1,1
2037,0,1,0
4180,1,0,1
252,0,0,1
6001,0,0,0
111,0,0,0
5961,1,1,1
1621,1,1,1
112,1,1,1
2699,0,0,1
3342,1,1,1
2755,0,0,1
4502,1,1,1
3095,0,1,1
1571,0,0,0
3876,0,0,1
504,1,1,1
6955,0,1,1
4270,1,1,0
2352,1,1,0
2995,1,1,1
4536,1,0,1
5687,0,1,1
5969,1,0,1
7488,1,0,0
706,0,1,1
4036,1,1,1
7457,1,0,1
2897,1,0,1
3667,1,1,1
982,0,1,1
1497,0,0,0
7385,0,0,0
574,1,1,0
2526,1,1,1
5216,1,1,1
5734,0,0,0
232,1,1,1
3184,0,0,0
3058,1,1,1
1534,1,0,1
6648,1,1,1
6782,0,0,1
6792,0,0,0
2571,0,0,0
5644,1,0,0
398,1,1,1
4754,1,0,1
6296,0,0,0
5402,1,1,1
3614,1,0,0
3108,1,1,1
6695,1,1,0
3240,0,0,0
427,0,0,0
1838,0,0,1
2488,1,1,0
7179,0,0,0
1348,1,0,1
4809,0,1,1
2262,0,1,1
6108,0,0,1
6369,0,0,1
5090,0,1,0
2151,0,1,0
380,0,1,0
5866,1,1,0
2031,0,1,0
6391,1,1,1
3961,1,0,0
763,0,0,1
7548,0,0,0
114,0,0,0
2848,0,0,0
5817,0,1,1
3251,1,1,0
7061,1,1,1
115,1,0,1
5653,1,1,1
116,1,1,1
5430,1,1,1
6566,1,1,0
1624,0,0,0
4701,1,1,1
4511,0,1,1
117,0,0,1
3800,1,1,1
1412,1,1,1
1750,1,0,1
118,0,0,1
119,0,0,1
7260,0,0,0
3997,0,0,0
446,0,0,1
3341,0,1,1
120,0,1,1
2144,0,0,0
2641,1,0,1
5570,0,0,1
2276,1,0,1
5078,0,0,1
6888,0,0,0
442,1,1,1
121,0,0,0
2337,1,1,0
3330,0,0,0
2948,0,1,1
5270,1,1,1
518,1,1,1
4033,0,0,0
6905,1,1,1
4941,1,0,1
122,0,0,0
6486,1,1,0
3173,0,0,0
5126,0,1,0
4945,0,0,0
5580,0,0,1
4426,1,0,1
5835,0,1,1
4684,1,1,1
5773,0,1,1
4847,1,1,1
7280,0,1,1
4145,1,0,0
2386,1,0,1
2358,1,1,0
3748,0,1,1
6428,0,1,1
1853,0,1,0
123,0,0,0
5864,0,1,0
6576,1,0,0
5890,0,1,1
1741,0,0,1
124,1,0,0
5194,0,0,0
2988,1,1,1
4362,1,1,1
125,1,1,1
2991,1,0,1
7615,1,1,0
6562,0,0,1
5718,1,1,1
6577,1,1,1
700,1,1,1
3119,1,1,1
127,1,1,1
128,0,1,1
129,0,0,1
1126,1,0,1
7199,0,1,0
4994,0,1,0
5457,1,1,0
4371,1,1,1
6716,0,0,1
5732,0,1,0
166,0,1,0
4710,0,1,1
1833,0,1,1
5867,0,1,1
5929,0,0,1
2451,0,1,1
132,0,0,1
133,1,1,1
4705,1,1,1
5787,1,1,1
1734,0,0,0
585,0,1,1
684,1,1,1
5265,1,1,1
3891,1,1,1
724,1,1,0
4149,0,1,1
4505,0,0,0
6395,0,0,0
1918,0,1,0
134,1,0,0
135,1,1,1
3042,1,1,1
894,0,0,0
1988,1,1,1
3269,0,0,1
5526,1,0,0
887,1,1,1
1304,0,0,1
5977,0,0,1
136,0,0,0
2373,1,1,1
6857,0,1,1
2186,1,0,1
5111,1,1,1
499,1,0,1
4365,0,1,0
271,0,1,1
5392,1,0,1
657,1,1,1
4563,1,1,1
468,1,0,0
6037,0,0,1
2361,0,1,1
4883,1,0,1
2846,0,0,1
2466,1,0,1
3504,0,1,0
2290,0,1,1
6388,1,0,0
5944,0,0,0
7284,0,1,0
2238,0,0,1
137,0,1,0
138,0,0,1
473,0,0,1
2603,0,1,0
2133,1,0,1
139,1,1,1
3315,1,1,0
6664,1,0,1
5449,1,1,1
7274,0,1,1
6800,0,0,1
2675,1,0,1
2645,1,1,1
5463,1,1,1
2617,1,1,1
7029,0,1,0
140,1,1,1
4839,0,1,1
5543,0,0,1
435,0,1,0
6638,0,1,1
6738,1,1,1
341,0,1,1
7190,0,0,1
2840,0,0,1
3641,0,1,1
141,0,0,1
2369,1,1,1
3446,0,1,0
142,1,1,1
6809,0,1,1
4100,1,1,1
2541,1,0,0
143,1,1,0
144,1,1,1
3098,1,0,0
2555,1,0,1
6511,1,1,1
145,1,1,1
3133,0,0,1
5759,1,0,1
146,1,0,0
6873,1,1,0
3555,1,1,1
2759,1,0,1
147,1,1,1
7336,1,0,1
6946,0,0,1
6767,0,1,1
148,0,1,1
4778,1,1,1
1879,1,1,1
5443,0,1,1
3590,0,0,0
5640,1,1,1
2377,1,1,1
1804,0,1,1
2627,1,1,0
7126,0,1,0
3223,0,0,0
1054,1,1,0
1043,0,1,0
1254,0,1,0
2669,0,0,0
6200,1,1,1
2300,0,1,0
150,1,1,1
5712,1,0,0
4315,0,0,0
1934,0,1,1
153,0,1,1
4392,0,0,0
6041,1,1,0
4543,0,0,1
154,0,0,1
155,1,1,1
5624,1,0,0
6192,0,1,0
5792,0,1,1
2974,0,0,0
156,1,1,1
2548,1,1,1
157,0,1,1
5062,0,0,0
158,0,0,1
2232,0,1,1
346,0,0,1
670,0,1,0
159,0,0,0
7416,0,0,0
7367,0,1,0
7403,1,1,0
5466,0,1,1
1902,1,0,1
399,0,0,1
160,0,0,0
4880,1,1,1
958,0,1,1
161,1,1,1
289,0,0,0
2629,1,1,0
2150,0,1,0
6919,1,0,1
2792,1,1,1
2634,0,0,0
4254,0,0,1
3888,0,1,0
5128,0,1,1
5746,0,0,0
5706,1,0,0
5278,1,0,1
162,0,1,0
163,0,0,1
4708,0,1,1
164,0,0,1
2304,1,0,0
7587,1,1,0
972,1,1,1
2624,1,1,0
165,1,1,1
5168,0,0,0
7024,1,0,1
3842,1,0,1
3588,0,1,0
4691,1,0,1
2516,0,1,0
1143,1,1,0
2811,1,1,1
4901,1,1,1
5889,1,1,1
3906,1,1,0
2691,0,0,0
5668,1,0,0
2470,0,0,0
6256,0,0,0
5377,0,1,1
7534,0,1,1
5968,0,0,1
3346,0,0,0
2387,1,0,1
2126,1,1,0
4356,1,1,1
4933,0,0,0
3714,1,0,1
3661,1,0,0
169,1,1,1
4305,1,0,0
6178,0,1,1
7583,1,1,1
2735,1,1,1
3772,0,1,0
4031,1,1,1
170,0,0,1
171,1,1,1
2754,1,1,1
374,0,1,1
6232,1,1,1
1545,1,1,1
172,0,1,0
4617,1,1,1
173,0,0,0
4882,1,1,0
174,1,0,1
7162,0,0,0
1954,0,0,1
776,1,1,1
1610,0,0,1
5074,0,1,1
175,0,0,1
5153,0,0,0
3666,1,0,1
4835,0,1,0
7118,0,1,1
7415,1,1,1
491,0,1,1
1773,1,0,1
6590,1,1,1
6061,0,1,0
176,0,1,1
6385,1,0,1
436,1,0,1
7329,1,0,1
6769,0,0,0
1145,0,0,1
2366,1,1,0
178,0,1,1
5220,1,1,1
2694,0,1,1
4393,1,1,1
7498,1,1,0
7123,0,1,1
854,1,1,1
7608,1,0,1
4122,1,1,1
6003,0,1,0
179,0,0,0
4512,0,1,0
2880,0,1,0
6965,0,0,1
6936,1,0,1
1309,0,1,0
285,0,0,0
180,0,1,1
181,0,1,1
3009,1,1,1
7531,1,1,1
1557,1,1,1
5831,0,0,1
182,0,1,0
6524,1,1,1
183,1,1,0
3969,0,0,0
6341,0,0,1
4428,1,1,1
4937,1,1,1
2747,0,1,0
1180,0,1,0
6941,1,0,1
184,0,1,0
3142,1,0,0
914,0,0,1
3932,1,1,1
3680,1,0,1
4998,0,0,1
3497,0,0,0
368,1,1,1
6586,0,0,1
185,0,1,0
3732,1,0,1
1295,1,1,0
186,1,1,0
6704,0,1,1
1221,0,1,0
997,1,1,1
4480,1,1,1
2519,1,0,0
2891,1,0,1
7122,0,0,1
723,0,1,1
4116,0,0,1
6074,0,0,1
3678,0,1,1
6175,0,0,1
999,1,1,1
5359,1,1,0
7088,1,1,1
5745,1,1,0
2996,0,1,0
6069,0,1,0
1848,0,0,1
6047,0,1,1
3259,0,1,0
1468,1,1,1
3389,1,1,1
5758,0,1,0
188,1,0,1
6054,1,1,1
4206,1,1,1
189,0,1,1
190,1,1,1
5058,1,1,0
6123,0,1,1
860,1,1,1
6085,1,1,1
191,0,0,0
2083,0,0,0
6891,1,0,1
192,1,1,1
612,0,0,0
5604,0,0,0
1549,1,1,1
2229,0,1,0
193,1,1,1
194,0,0,0
882,1,1,1
195,0,0,1
713,1,0,1
196,0,1,0
1544,1,0,1
197,0,0,1
5744,1,1,1
6985,0,0,0
5043,1,1,1
2532,0,0,0
7373,0,0,1
198,1,1,0
199,1,1,1
4929,1,0,0
200,1,1,1
7482,0,1,0
201,0,1,1
7248,1,1,1
3656,1,0,0
1010,0,1,1
202,1,0,1
5568,0,1,1
2070,1,1,0
203,0,0,0
4538,1,0,1
229,0,0,1
204,0,1,1
4359,1,0,0
5513,1,1,1
2650,0,1,0
4183,0,0,1
3439,0,1,1
205,0,1,0
206,0,1,1
5057,1,1,0
6390,1,1,1
207,0,0,1
5884,0,1,1
208,1,0,1
6145,0,0,0
1851,1,0,1
1959,0,1,1
209,1,0,1
3043,0,1,1
4135,1,0,1
5703,0,0,0
1814,1,1,1
4056,1,1,1
410,1,1,1
319,0,1,1
210,0,0,0
1577,1,1,1
1665,1,1,1
7301,0,1,0
1945,1,0,0
3869,0,0,0
2318,1,0,1
4871,1,1,1
904,1,0,1
6538,1,0,1
7054,0,1,0
6417,0,0,1
2605,1,1,1
6696,1,1,1
5285,0,1,1
5031,0,1,0
936,0,1,0
2234,0,1,1
927,0,1,1
956,1,1,1
778,0,1,0
448,0,0,1
1014,0,1,1
6729,1,1,1
5722,0,1,0
4474,1,1,1
228,0,0,1
879,1,1,1
6512,1,0,1
1107,0,1,0
7417,0,1,1
7551,1,1,0
6016,1,0,1
259,1,1,1
834,1,1,1
4630,1,1,1
4517,1,1,1
2864,0,1,0
1474,1,1,1
5192,1,1,0
4280,1,0,1
2518,1,1,1
985,1,1,0
2781,0,0,0
3815,0,1,1
6002,1,0,1
4349,0,0,0
214,1,1,0
5762,0,0,1
7021,0,0,0
215,1,0,1
4611,0,0,1
216,0,0,0
641,0,1,1
1602,1,0,1
2051,1,0,1
5508,0,0,1
840,1,1,1
3127,0,1,0
6416,1,1,1
918,1,1,1
2328,1,0,1
6811,1,0,1
4318,0,1,0
4447,1,0,0
3810,1,0,0
5851,1,1,1
422,0,1,1
1963,1,0,1
7084,1,0,1
6768,0,0,0
4019,1,1,1
3893,0,0,0
2039,1,1,1
1657,1,1,0
6911,0,1,1
217,0,1,1
4821,1,1,1
1000,1,1,1
1401,1,1,0
5547,0,1,1
6549,1,1,0
218,1,1,0
4696,0,0,1
5922,1,1,1
6772,1,1,1
4250,1,1,1
219,0,0,1
4561,0,1,1
220,1,1,0
221,0,1,1
1409,0,0,1
4422,1,0,1
3295,0,0,1
463,1,1,1
976,1,1,1
787,1,1,1
6998,1,0,1
1626,1,0,0
2426,0,0,0
5663,1,1,0
3216,0,0,0
6506,1,1,0
1132,0,1,0
5425,1,1,1
5110,1,1,0
379,1,1,0
508,0,1,1
6717,1,0,1
1790,1,1,0
3573,0,1,1
222,0,0,1
376,0,1,1
4387,1,1,0
950,1,1,1
223,0,0,0
6080,0,1,1
3189,1,1,1
711,0,0,1
6856,1,1,1
827,0,0,1
1628,1,1,1
4895,0,1,0
224,1,1,1
225,1,0,1
6260,1,1,0
4170,1,0,1
988,1,1,1
1055,1,1,1
226,0,1,0
7232,1,1,1
1859,1,1,1
6515,0,1,1
4304,0,1,0
5203,0,0,0
1751,0,0,1
1872,0,1,0
7592,1,0,1
4324,0,1,1
2794,0,0,1
7342,1,1,1
2236,1,0,1
227,0,1,0
6613,0,1,1
2094,1,0,0
6528,0,1,0
2947,0,0,0
3781,0,1,0
1297,1,1,1
4189,0,0,1
1179,0,1,1
804,1,0,1
7338,1,0,0
4214,1,1,1
1407,0,1,1
230,0,0,0
6224,0,0,0
1460,1,0,0
5301,0,1,1
277,0,1,0
231,1,0,1
6970,0,1,1
5807,1,1,1
237,0,0,0
3442,0,0,0
233,1,1,1
4528,1,0,1
6036,0,1,1
234,1,1,1
4231,0,0,1
235,0,1,0
2896,1,0,0
236,0,0,0
5793,0,1,0
238,0,1,0
1057,1,0,1
7351,1,0,1
239,1,1,1
3376,1,1,1
5524,1,1,1
3663,1,1,1
240,1,1,1
1849,1,0,0
3538,0,1,0
4650,1,1,1
5487,1,1,1
241,1,1,0
2800,0,0,0
3344,1,0,1
5888,0,0,0
242,1,1,1
6044,0,0,0
243,1,1,1
2706,1,1,1
3227,0,0,0
1396,0,1,1
821,0,1,1
5254,1,1,1
7009,1,0,1
6235,0,1,0
4300,1,0,1
6190,1,0,0
244,1,0,0
1280,1,0,1
1920,0,0,1
451,0,0,1
6437,1,1,1
6280,0,0,0
3405,0,0,0
1998,0,0,1
4759,0,1,1
345,1,0,0
5019,0,1,0
1632,1,1,0
2042,1,1,0
799,1,0,0
1376,1,1,1
1017,1,1,1
7460,0,0,1
743,1,1,1
552,0,0,0
6953,1,1,1
2029,0,1,1
2798,0,0,0
6697,0,0,0
5556,1,1,1
5370,1,1,0
5151,1,0,1
5596,0,1,1
2685,0,0,0
245,0,0,1
632,1,1,1
247,0,0,0
7483,0,1,1
248,1,1,1
4944,1,1,0
249,0,0,1
4052,0,0,0
250,0,1,1
6195,1,0,0
806,1,1,1
251,1,0,1
601,0,1,0
679,1,1,0
7064,1,1,0
253,1,1,1
7440,1,0,1
6164,1,1,1
2117,1,1,1
4263,0,0,0
7303,0,0,1
254,1,1,1
6179,1,1,1
1439,0,1,0
255,1,1,1
1891,0,0,1
6409,0,1,0
650,0,0,0
4003,0,0,0
256,0,1,1
3325,1,1,1
257,1,1,1
3462,1,1,0
5065,1,0,1
876,1,0,0
3822,0,1,0
2036,1,0,1
2938,1,1,1
3231,0,1,1
258,0,0,1
