,L,A,Y
18,1,1,1
36927,1,1,0
32311,0,1,1
39870,0,0,0
15219,0,1,1
19,1,1,1
21147,0,0,0
17386,1,0,1
7352,0,0,1
42265,1,1,1
2523,1,0,1
13058,1,0,0
38287,0,1,1
22,0,1,0
46286,0,0,0
2254,1,0,1
26185,1,0,0
24844,0,0,0
23880,1,0,0
5521,0,0,1
14539,0,0,1
2618,1,1,0
16492,1,1,1
26920,1,0,1
20152,1,1,1
10721,0,1,1
26899,0,1,0
44726,1,0,0
118,1,1,1
23767,0,1,1
47108,0,0,0
2288,0,0,0
40057,0,0,1
27693,1,1,1
34214,0,1,1
17804,1,0,1
26328,0,0,1
23,1,1,0
34683,0,0,0
19485,1,1,1
37361,0,1,0
24,1,0,0
25796,1,0,0
11186,1,0,0
16509,0,0,0
34882,0,1,1
13850,1,0,0
46827,1,0,1
7447,1,0,0
37642,1,0,1
655,0,1,1
17594,1,1,0
78,0,1,0
25631,0,1,1
37508,1,1,1
19081,0,0,0
24750,0,0,0
26470,0,0,0
31071,1,0,1
19975,1,0,1
17622,1,1,1
20136,0,0,0
36336,1,0,1
34401,0,1,1
1564,0,1,1
38525,1,0,1
25,1,1,1
15170,0,1,0
38806,1,1,1
13380,0,0,0
1060,0,0,1
39877,1,1,0
3914,0,0,0
22790,0,0,1
25145,1,0,1
8041,0,0,0
17328,0,0,0
8543,0,1,0
26533,0,1,1
19539,1,1,0
1226,0,0,0
18202,0,0,1
42713,1,0,1
45631,1,0,0
29536,0,0,0
10626,1,0,0
2163,1,0,1
1651,0,0,0
12007,0,1,1
13006,0,0,1
23592,1,1,0
5241,0,1,1
26832,0,1,0
16163,0,0,0
39107,1,0,0
11837,0,0,0
11829,0,0,0
29245,0,0,0
30582,1,0,1
42622,0,0,0
4251,1,1,1
23199,0,0,0
26,0,0,0
21841,0,0,1
24841,0,0,1
32885,1,0,0
11728,0,0,0
34780,0,0,0
36106,1,1,1
42102,1,1,1
39505,1,1,1
9623,1,0,1
16781,0,0,0
661,1,1,1
16304,1,0,0
30879,1,0,0
15800,0,0,1
27851,0,0,1
29910,0,1,0
41516,1,1,1
44622,0,1,0
8645,1,0,1
32603,0,1,1
40458,1,1,1
41052,0,0,0
1811,0,1,0
26175,1,0,1
29524,0,0,1
15140,1,1,1
43174,1,0,1
37654,0,0,1
45013,1,1,1
28,1,1,1
1375,0,1,1
41885,0,1,1
21786,0,0,0
32586,1,1,1
7798,1,0,0
719,1,1,0
29,1,1,1
13220,0,0,1
5319,1,1,1
4904,1,0,1
9910,1,0,1
22010,0,0,0
31,1,0,1
35610,0,1,0
16783,0,0,1
32,0,1,1
2279,0,1,0
33,0,1,0
31603,0,1,1
28868,1,1,1
23543,1,1,1
8756,1,0,1
24153,1,0,1
40590,1,0,0
34,1,0,1
4892,1,0,1
29028,0,1,0
12953,0,1,1
11242,0,1,0
46326,1,1,1
2860,1,1,1
44270,0,1,0
35,0,1,1
34846,1,1,0
32846,1,0,1
31477,0,0,1
14821,0,1,0
17701,0,1,0
36507,1,1,0
34901,1,0,0
12299,0,1,1
40868,0,0,1
331,1,1,1
36,0,0,0
6226,0,0,1
29511,1,1,0
36733,0,1,1
5614,0,0,0
5083,1,1,1
26709,0,0,0
20688,0,0,1
35455,1,1,1
24602,0,0,1
37181,0,0,0
44936,1,1,1
37,1,1,0
37348,1,0,0
23785,0,0,1
44150,0,1,0
6699,1,1,1
11658,1,0,1
3669,1,1,1
201,1,0,1
5382,0,1,0
2044,1,1,1
14123,0,0,1
6060,1,1,1
38661,1,1,1
33914,0,0,1
36863,0,0,1
24187,1,0,1
39,0,0,0
24166,0,0,0
14348,1,1,0
20651,0,0,0
11501,0,1,1
37331,0,0,0
3549,1,1,1
3067,0,0,0
6017,0,1,0
41953,0,1,1
27178,0,0,0
10514,1,0,1
13039,1,0,0
38462,0,1,0
43210,0,1,1
46900,1,0,1
41,0,1,1
37108,0,1,1
7151,1,0,0
11685,0,0,0
36084,1,1,1
7885,0,1,1
25295,0,0,0
5654,0,1,0
24747,1,1,1
9228,1,1,0
38729,0,1,1
32015,0,1,1
39264,0,1,1
13214,0,0,1
35231,0,0,0
1504,0,1,1
1751,0,0,1
41779,0,1,0
42,1,1,0
29115,0,0,0
11597,0,1,1
301,1,1,0
2686,0,0,1
9570,1,1,1
20989,1,1,1
20248,1,1,1
2853,0,0,1
5345,0,0,0
43,0,0,0
31834,1,1,1
22595,1,1,1
7874,0,1,1
11438,1,0,0
39695,1,1,1
22508,1,1,1
40003,0,1,0
26191,1,0,1
24622,1,0,0
1899,1,0,1
15120,1,1,0
44,1,1,1
37084,0,1,1
16253,1,0,0
8928,0,1,1
45304,0,0,1
20520,1,0,1
18455,1,1,1
34866,0,0,1
7028,0,1,1
2071,0,0,0
25852,1,1,1
13302,0,0,0
31186,0,1,0
23292,1,1,1
24700,0,0,1
45,1,1,1
22809,1,0,1
39053,1,1,1
24067,0,0,0
7466,1,0,1
25429,0,0,0
13258,1,0,0
36755,0,0,0
5247,1,0,1
41583,1,0,0
2493,0,0,0
2747,1,1,0
18935,0,0,0
1538,1,0,0
47217,0,0,1
13165,0,0,1
46,1,1,1
5600,1,1,0
5517,0,0,1
35849,1,0,1
47,0,0,0
6976,0,0,1
30636,0,1,1
19492,0,1,0
18401,1,1,1
45505,1,0,1
43537,1,1,1
18700,0,1,0
41241,0,0,1
27852,0,1,0
5020,0,0,0
31701,0,0,1
21888,0,0,1
38803,0,0,1
19100,0,1,0
48,0,1,1
14343,1,1,1
4609,1,1,1
16594,1,1,1
13914,1,1,0
1948,0,0,0
49,1,0,1
11476,0,0,0
43189,1,1,1
44701,0,0,1
36688,1,1,1
50,0,0,0
12434,0,0,1
46428,0,0,0
22970,1,1,1
27269,1,0,1
29209,1,1,1
12270,0,0,0
10751,0,1,1
41357,0,0,0
52,0,0,0
45086,1,1,1
41461,1,1,1
17312,0,0,0
33173,0,0,0
43103,0,1,1
19523,0,0,1
46138,0,1,0
13784,1,0,1
11564,1,0,0
29723,1,1,1
5390,0,1,1
16879,1,0,1
13924,0,0,1
35660,0,1,1
3879,0,1,0
35554,1,1,0
53,0,0,0
25737,0,0,1
8914,1,1,1
7883,1,1,1
31850,0,1,0
35280,1,0,1
15488,1,1,1
37377,1,1,1
17196,0,0,0
27740,0,0,0
2691,1,1,1
24231,0,1,1
54,0,0,1
44737,0,1,1
4411,0,0,0
11814,1,1,1
13366,1,0,1
37667,1,1,1
19620,0,0,1
55,0,1,0
44323,0,0,1
40773,1,0,1
39917,1,1,0
11549,1,0,0
28220,0,1,0
44653,0,0,0
36211,1,1,1
28809,1,0,0
26790,1,1,0
56,1,1,1
11379,1,1,1
12825,0,0,1
42312,0,0,0
33772,0,1,1
45768,0,0,0
57,0,1,0
861,1,1,1
26394,1,0,1
23176,0,0,1
30346,0,1,0
31627,0,0,1
41630,0,0,1
26505,0,0,0
35179,0,1,1
42582,0,1,0
40841,0,0,1
58,0,0,0
36779,1,1,0
1281,0,0,1
413,1,1,1
38492,0,0,1
9260,0,0,0
20305,1,1,1
25876,1,1,1
42780,1,0,0
5235,0,1,1
45747,0,0,0
43536,0,0,0
1381,0,1,0
33345,1,1,1
17151,1,0,1
15713,0,0,1
36604,1,0,0
4537,1,1,1
26039,0,0,0
60,1,1,0
7627,0,0,1
11872,0,1,1
31355,0,0,0
17992,1,1,1
7154,1,1,1
44410,1,1,1
4888,0,1,0
9195,0,1,1
10291,0,0,1
11826,0,0,0
5904,0,0,1
424,0,0,1
11908,1,0,1
28805,1,1,1
39784,0,0,0
61,1,1,1
32836,1,1,1
32704,1,1,1
62,0,0,0
12209,0,0,0
36543,1,0,0
1189,1,0,0
25107,1,0,0
4457,1,0,1
4991,0,0,1
19534,0,1,1
13993,1,1,1
26284,1,0,1
17518,1,0,1
29137,1,1,1
3988,1,1,1
13441,0,1,0
21556,0,0,0
42048,1,0,0
17019,0,0,1
63,0,1,1
31035,1,1,1
43411,1,1,1
39887,1,0,0
37865,1,1,0
44502,1,0,1
43987,1,1,0
64,1,1,1
2070,0,1,0
24548,0,0,0
43083,0,1,1
65,1,1,1
24962,1,1,1
2793,0,1,0
42545,1,0,0
39467,0,1,1
1917,0,0,0
18512,1,0,0
579,1,1,0
4875,1,1,1
17971,0,1,1
9295,0,1,0
7660,0,1,1
19502,1,1,0
18294,1,1,1
26582,1,0,0
6851,1,1,1
29742,1,1,1
46678,0,0,0
33311,0,1,1
35294,0,0,0
66,0,0,1
37993,1,1,1
34824,0,0,1
38845,0,1,0
23528,1,1,1
23810,1,1,1
2514,0,1,0
21453,1,0,1
40367,0,0,0
45816,0,1,1
45112,1,1,0
15767,0,0,1
22842,1,1,1
42505,0,0,1
19411,1,0,1
67,1,0,1
2684,0,1,1
19826,0,0,1
39421,0,1,1
45862,1,0,1
47467,0,0,0
34150,0,1,1
36164,1,1,0
3973,1,0,1
68,1,0,0
6839,1,0,1
41720,1,1,1
24094,0,1,1
46274,1,1,1
8979,1,0,1
33114,1,0,1
31904,1,1,1
16493,1,1,1
18278,0,0,0
16015,0,1,0
24508,0,1,0
23953,0,1,0
38627,1,1,1
8424,1,1,1
17396,1,1,1
47046,1,0,1
7684,1,1,1
5656,1,1,1
34112,0,0,0
8439,0,0,1
8516,0,0,0
34442,1,1,1
21137,1,1,1
5551,0,0,0
69,0,1,0
35953,1,1,0
16601,0,0,1
12145,0,1,0
24743,1,0,1
16735,0,0,0
8096,1,0,1
13738,0,1,0
42537,1,1,1
24891,0,1,1
31722,1,0,1
33285,0,0,1
25068,1,0,1
4078,1,0,1
22988,0,0,1
70,1,1,1
36534,1,1,1
8067,0,0,0
17192,0,1,1
9791,1,0,1
4506,0,0,1
20119,1,1,1
166,0,0,0
32987,0,0,0
71,1,0,0
11893,0,0,0
10870,0,0,0
28727,0,1,0
20317,1,0,1
1409,0,1,1
39876,0,1,0
3354,0,0,1
37404,1,1,0
24301,1,1,1
36555,0,0,0
72,0,1,0
13022,1,0,1
35974,0,1,0
3418,0,1,0
14671,1,1,0
7659,0,1,1
23831,1,0,1
19868,1,1,1
44461,1,1,1
47015,1,0,1
24259,0,0,0
18556,0,1,1
29782,1,0,0
31390,0,0,0
19815,0,0,0
27186,1,1,1
37704,1,1,1
35706,1,1,1
17932,1,1,1
73,1,1,1
27768,0,0,0
10466,1,1,0
19306,1,1,1
7882,1,1,1
46236,0,0,0
42480,1,1,1
74,0,1,1
9232,0,1,0
9223,0,0,1
27782,1,1,1
24911,0,1,1
22648,0,1,1
76,1,0,0
42422,1,0,1
17200,1,0,0
46780,0,0,1
28811,0,1,0
12374,0,0,0
1929,1,1,1
351,1,1,1
9187,0,0,0
10995,0,1,0
13242,0,1,0
12120,1,1,1
14038,0,1,1
38431,0,0,0
77,0,0,1
7572,0,1,0
2081,1,0,0
47199,1,0,1
39558,0,1,1
11553,0,0,0
42678,0,0,1
32438,0,1,1
41163,1,0,0
27965,1,1,1
33156,1,0,1
45715,0,0,1
1476,1,1,1
44483,0,1,1
16444,1,0,0
25287,0,1,1
792,0,0,1
40540,0,0,1
19954,1,1,1
37631,0,1,0
79,0,1,0
33636,0,1,1
36220,1,0,0
41751,1,1,1
45192,1,0,0
24230,1,1,1
14729,1,1,1
23798,1,1,1
33546,0,0,1
80,0,1,1
21050,1,0,1
12616,1,1,0
31013,0,1,0
45777,1,0,1
21214,0,1,1
19591,1,1,1
34177,0,0,1
11081,1,0,0
26410,0,1,0
28289,1,0,1
39915,1,1,0
8050,1,1,1
38854,0,1,0
43303,0,0,0
22343,1,0,0
21868,0,1,1
18767,1,1,1
10580,1,0,1
81,0,0,0
20575,0,1,1
26377,1,0,1
38576,1,1,1
36231,1,0,0
82,0,1,0
16665,1,1,1
17551,0,1,1
8712,1,1,1
35818,0,0,0
359,0,0,0
23675,0,1,0
42752,0,1,0
83,1,1,0
2649,0,1,0
28719,0,0,0
7149,0,1,0
84,1,0,0
23237,1,0,1
20185,1,1,1
24742,0,1,0
43761,1,1,1
25024,0,0,0
20702,1,1,1
35266,0,1,1
182,1,1,1
27761,1,0,0
30515,0,0,0
25397,1,0,1
43624,0,0,0
40029,1,1,1
31950,0,1,1
18728,0,1,1
26374,1,1,1
36711,0,0,0
41959,1,1,1
4137,0,0,0
28235,0,0,0
36670,0,1,0
85,0,0,0
454,0,0,0
10239,1,1,1
29882,1,1,0
32395,1,1,1
22075,1,1,1
26616,0,1,1
43754,1,1,1
20209,0,1,0
45615,0,1,0
30853,0,0,1
44317,0,0,1
37130,1,1,1
29361,0,1,1
25506,1,0,1
16954,0,1,0
6811,1,1,1
9016,1,1,1
1870,1,0,1
28562,1,0,0
13171,1,0,1
30193,0,0,1
45069,1,1,0
35845,0,0,0
4975,1,0,1
8197,1,1,1
15016,1,1,0
15728,1,1,1
42318,0,1,1
44277,1,1,0
662,0,1,1
8287,1,1,1
32473,1,0,1
8309,1,1,1
39961,0,0,0
28136,0,0,1
12788,1,1,1
33504,0,0,1
23932,0,1,1
34174,0,0,0
45255,0,1,0
21131,0,1,1
22302,1,0,1
26414,1,1,0
665,1,0,1
12009,1,1,1
10063,1,1,1
18680,0,1,1
898,0,0,0
9506,0,0,0
43472,0,0,1
41243,0,1,0
12347,1,1,0
42181,1,1,1
35001,0,0,0
818,1,1,1
6261,0,0,0
25044,1,1,1
15175,1,1,1
29515,1,1,1
40688,1,0,1
13067,1,1,1
18785,0,0,1
24130,1,1,1
86,0,1,1
32088,1,1,0
87,0,1,1
17382,1,1,0
33682,0,0,1
19287,1,1,1
36541,1,1,1
88,1,1,0
4757,0,0,1
34243,1,1,1
32001,1,0,1
32719,1,0,1
33905,0,1,1
45388,0,1,0
1058,0,1,0
40763,1,1,0
45018,1,0,1
89,1,1,1
47306,0,1,0
35371,0,0,1
40148,1,1,1
15181,0,0,0
25766,0,0,1
45960,0,1,0
17242,0,0,1
40388,1,0,1
41019,0,1,0
1250,0,1,0
17549,1,1,1
2139,1,1,1
1701,0,0,0
29236,0,0,0
36496,1,0,1
450,1,1,1
36065,1,1,0
41090,1,0,0
28994,0,1,1
43964,0,0,0
31190,0,1,1
90,1,1,0
39522,0,0,0
14941,1,1,1
37958,0,0,1
39188,0,0,1
16800,1,1,0
13620,1,1,0
2660,0,1,0
46625,1,1,1
27680,1,1,1
91,0,1,0
40853,1,1,0
27258,0,1,1
28589,0,0,1
92,1,1,1
3366,0,0,0
36011,1,0,0
93,1,0,0
12850,1,1,1
35390,0,0,0
40509,1,1,0
13923,1,0,1
8202,1,1,1
31120,1,1,0
7140,1,1,1
46210,1,0,1
47095,0,0,0
27433,0,0,0
13729,1,1,0
31129,0,0,1
5088,1,1,0
44527,1,1,1
25209,0,0,0
40549,0,0,1
586,1,1,1
22917,0,0,0
42720,1,1,1
8487,1,0,1
27306,0,0,1
37083,1,0,1
94,1,1,0
35469,1,1,1
10907,0,0,0
4859,1,1,1
14319,0,1,1
7049,1,0,1
16996,1,1,1
23730,1,0,1
35632,0,0,0
43666,1,1,1
34221,0,0,1
26412,0,1,0
7482,0,0,1
45057,0,1,1
95,0,1,1
28536,0,0,0
45931,1,1,0
30547,1,1,0
12950,1,1,1
19622,0,1,0
3525,1,1,1
32122,0,0,1
12366,0,1,0
35654,1,0,1
1328,0,1,1
39311,0,0,0
47114,0,1,0
33641,0,1,0
41684,0,0,0
96,1,0,0
42632,1,0,0
29308,1,1,1
9977,1,1,1
40217,0,1,1
97,0,0,0
16553,1,0,0
23080,1,0,1
6867,0,0,0
31685,1,0,1
18953,0,1,1
394,1,0,1
13250,1,1,1
12956,0,0,1
40009,0,0,0
38354,1,1,0
20865,1,1,0
98,1,0,1
24723,0,0,0
5444,0,0,0
11712,0,0,0
22345,0,0,0
43911,0,0,0
10234,0,0,0
23287,0,0,1
29899,0,0,0
25086,0,1,0
4456,0,0,0
41893,0,0,0
40084,1,0,1
18655,1,0,0
39427,0,1,1
99,1,1,1
7491,1,0,0
29076,1,0,1
25151,1,0,0
16521,1,1,1
34397,1,0,1
13459,1,1,0
38387,0,1,1
33319,0,1,0
42911,0,0,1
1355,0,0,1
5559,1,1,1
9880,0,1,0
17460,0,1,0
11234,1,1,1
100,0,0,1
9303,0,0,1
3095,0,0,0
33584,1,0,0
47127,0,0,0
44192,1,1,1
29913,0,0,1
30280,0,0,0
2542,0,0,1
14990,1,1,1
5445,1,0,1
21912,0,0,0
9051,0,0,0
36056,0,1,0
18399,0,0,0
23204,0,1,1
101,1,1,1
43671,1,0,1
8371,1,1,1
5037,0,1,1
10452,0,1,1
47507,0,1,0
46738,0,0,0
23236,0,1,0
41960,0,1,1
102,0,0,0
31616,0,0,0
22697,1,1,1
32903,1,0,0
657,0,0,1
47350,0,1,0
31537,0,0,1
23041,1,0,1
37493,1,1,1
41013,1,0,0
27709,1,0,1
41226,0,1,0
1330,1,1,1
45587,1,1,0
2713,1,1,1
17700,0,0,1
13911,0,1,0
13008,0,1,1
36239,0,1,0
38947,1,1,1
46660,0,1,1
11262,1,0,1
31540,1,0,1
17171,0,1,1
103,0,0,0
21145,1,1,0
31962,0,1,1
28703,0,1,0
35058,1,1,1
40788,1,1,1
11057,0,0,0
22908,0,0,0
36306,0,1,1
10339,1,1,1
104,0,1,1
2887,0,0,1
15585,1,0,1
27542,1,1,1
1004,0,0,1
27142,0,0,0
42069,0,1,0
20064,0,1,0
19542,1,0,1
9852,1,1,1
16519,1,0,0
105,1,1,1
16610,1,0,0
4074,1,0,1
36069,1,1,1
28316,1,1,1
13575,1,1,0
14497,0,1,0
10123,1,0,0
12663,1,1,0
39855,0,0,0
15747,1,1,1
27454,0,1,1
106,1,1,0
38218,1,0,1
17580,1,1,1
46826,0,0,1
27632,0,1,1
37913,1,1,1
107,1,1,1
20011,1,1,0
5674,0,0,0
414,0,0,1
3660,1,1,1
12559,0,0,1
15240,1,1,0
26397,0,0,0
46493,0,0,0
13119,1,1,1
26761,0,1,1
33819,0,1,0
28628,0,1,1
18531,0,1,1
20033,1,0,0
34849,0,1,1
25206,0,0,0
33321,1,1,0
5159,0,0,1
35662,1,1,1
28330,0,1,0
29394,0,1,1
13920,0,0,1
108,1,0,0
17340,0,1,0
22620,0,0,0
4830,1,1,1
14377,1,1,1
7556,0,0,1
19300,0,1,1
44980,1,1,1
33885,1,1,1
31618,1,1,1
47282,1,0,1
45157,0,0,0
14790,1,1,0
40202,1,1,0
32749,0,1,1
23305,1,1,1
33774,0,1,1
109,1,1,1
29787,1,1,1
39106,1,1,1
11775,0,1,0
21622,1,1,1
11473,1,0,0
13994,1,1,1
30616,0,0,1
16476,0,1,1
22440,0,1,1
6690,0,0,1
19911,1,1,1
20993,1,0,0
17636,0,0,0
110,1,1,1
34964,1,0,1
12375,1,1,1
41222,0,1,1
28578,0,0,0
26388,1,1,0
39649,1,1,1
112,1,1,0
28579,0,1,0
42374,0,0,0
31851,1,1,1
37373,1,1,0
36773,0,0,1
113,0,1,1
6645,1,1,0
25242,0,1,1
31825,0,0,0
29085,1,1,1
19010,1,0,1
45969,0,1,1
38716,0,1,0
18541,0,0,0
17915,0,1,0
40530,1,0,1
11724,1,0,1
12567,0,1,1
7968,0,1,1
114,1,1,1
16644,0,1,1
44914,0,1,1
43738,1,1,1
19349,0,1,1
44253,1,1,0
42207,0,0,1
34210,0,0,0
5518,1,0,1
41884,0,0,0
31488,0,0,1
2334,0,0,1
9391,1,1,0
43150,1,1,1
33610,1,1,0
17769,0,1,1
10817,1,1,1
17198,0,1,0
24544,0,0,0
23503,1,0,1
115,0,0,1
21104,0,1,0
29699,0,1,0
3563,0,1,1
26435,1,1,1
36111,1,0,0
116,0,1,0
23990,1,1,0
11396,1,1,1
31346,0,0,1
267,0,0,1
9827,1,1,0
27557,0,1,1
40502,0,1,0
39060,1,1,0
19018,1,1,1
36570,0,1,0
46679,0,0,1
12086,1,1,1
47295,0,1,1
20356,0,1,1
13896,0,0,0
18984,0,0,1
5342,1,0,0
4014,0,0,0
28957,0,0,0
21178,1,1,1
24199,0,1,0
30166,0,0,0
13328,0,0,0
14593,0,0,1
24961,1,1,1
39284,1,0,1
9244,1,0,1
33369,1,1,1
14614,1,1,1
31094,0,1,1
43650,0,0,1
6053,0,1,0
37732,1,0,1
37740,1,0,1
17418,0,0,0
15350,1,1,1
34913,0,0,0
117,1,0,1
25744,0,0,1
29018,0,0,1
20103,0,0,0
32640,1,1,1
44893,0,0,1
17615,0,1,1
4065,1,1,1
6982,0,0,0
29851,0,0,0
28983,0,1,0
25102,1,0,0
14972,0,0,1
5320,1,1,1
40225,0,1,1
30882,0,0,0
20121,1,1,1
30128,0,1,1
32318,1,1,1
4917,0,0,0
33397,1,1,1
23342,1,1,1
42739,1,1,1
5731,1,1,1
15192,0,0,1
41234,0,1,1
20307,0,1,0
1249,1,1,1
29590,0,1,1
44329,1,1,1
23602,0,1,0
20692,0,1,0
40579,1,0,1
22114,1,0,1
11124,1,0,1
12301,1,1,1
22266,0,1,1
27367,0,0,1
119,0,1,0
28613,1,0,0
38335,1,0,0
30298,1,1,1
25113,0,0,0
31920,1,0,1
6369,0,0,0
6973,0,1,0
38618,0,0,1
120,0,0,0
26430,1,1,0
43810,0,1,0
44012,0,0,0
42912,0,0,0
27884,0,0,1
14588,0,1,1
1819,0,1,0
4838,1,1,0
7127,1,1,1
25720,0,1,1
38888,0,0,1
34939,0,1,1
26879,0,1,0
20279,0,0,0
37839,0,0,0
23101,1,1,1
32037,0,0,0
11928,1,1,0
18177,1,1,1
121,1,0,1
38190,1,1,1
122,0,1,1
19299,0,0,0
13521,1,0,0
29355,1,1,1
14504,0,1,0
10838,1,1,1
29442,0,0,0
1527,0,1,0
14122,0,1,1
16877,0,0,1
36277,1,1,0
1391,1,1,1
32378,0,1,0
25033,1,1,1
47262,1,0,1
20009,0,0,1
20047,1,0,1
43486,0,0,0
38106,0,0,0
39847,1,1,1
38506,0,0,1
27810,1,1,1
13104,0,1,1
12326,0,1,0
124,0,0,1
27227,0,0,0
40771,1,1,1
28511,1,1,1
667,0,0,1
40501,1,0,0
13568,1,1,1
872,0,0,1
25613,0,0,0
37369,0,1,1
35799,0,0,1
744,1,1,1
27146,0,0,1
33387,1,1,1
4516,0,0,0
44537,1,1,1
40997,1,1,1
25502,1,1,0
20783,1,1,1
127,1,1,1
16101,1,1,0
27068,0,1,1
7708,1,0,1
22241,1,1,1
293,1,0,1
35013,1,1,1
24529,0,1,0
612,1,1,1
7754,0,0,1
27502,0,1,1
39953,1,1,0
44908,1,1,1
29695,0,1,1
35245,0,1,1
129,1,1,0
45208,1,1,1
43450,0,1,1
30644,1,0,1
36344,0,0,0
43535,0,0,0
38863,0,0,0
12988,1,1,1
5716,1,1,1
34398,0,0,0
32241,0,0,0
43475,0,1,1
23807,1,1,1
30149,1,0,1
32117,1,1,0
15197,1,1,0
4228,0,0,0
3336,1,1,0
28366,1,1,1
26411,0,0,0
41256,0,1,0
130,0,0,0
7171,0,0,1
19567,1,1,1
4287,1,1,1
26916,1,1,0
46870,1,1,1
35348,0,1,1
3649,0,1,1
41178,0,1,1
25774,1,1,1
15067,0,0,1
131,0,1,1
7807,1,1,0
41113,0,1,1
6485,0,0,1
24896,0,1,0
31906,0,0,0
20407,1,0,0
9535,0,0,0
10361,0,0,0
34043,0,0,1
25730,0,0,0
40181,0,1,0
21251,1,0,0
35638,1,0,1
132,1,1,1
23609,0,0,0
20104,1,1,1
24091,1,0,1
5059,0,1,1
28444,1,1,1
