,L,A,Y
8416,0,1,1
43436,0,0,0
3792,0,0,0
29132,0,1,0
13,1,1,0
8204,0,0,1
17712,1,1,0
14,0,1,0
5218,1,1,0
34474,1,1,0
24336,0,1,0
31224,1,0,0
27211,1,0,0
20162,1,0,1
8075,1,0,0
8015,1,0,0
11458,1,0,1
32210,1,0,0
111,0,1,0
22462,1,0,0
8830,0,1,0
2739,1,0,1
31705,0,1,0
6308,1,0,0
47003,1,1,1
23023,1,1,1
19532,0,0,1
14055,0,1,0
20312,1,1,1
30120,1,0,0
33623,0,1,1
16,0,1,1
30206,1,0,1
9445,0,0,1
10639,1,1,1
38611,0,1,1
2688,1,1,1
43782,0,0,1
8363,0,0,0
8426,1,0,0
43801,1,1,1
17,1,0,1
17420,0,0,1
23883,0,1,1
43305,0,1,0
21673,1,1,1
24890,0,1,0
15382,1,0,0
37452,1,1,1
27153,0,0,1
36769,1,1,0
2180,1,0,0
5386,1,1,0
15975,1,0,0
7325,1,0,0
3715,0,0,1
10530,0,1,0
7865,1,0,0
21647,1,0,0
19057,1,0,1
33262,0,0,1
43974,0,1,1
24224,1,0,1
18823,0,0,0
25268,1,0,0
30913,0,1,1
27686,1,0,0
46446,1,1,1
18,0,0,1
36927,1,0,0
32311,0,1,0
39870,0,1,1
15219,0,0,1
19,0,0,0
21147,1,1,1
17386,0,1,0
7352,0,1,1
42265,1,1,0
2523,0,1,1
13058,0,1,0
38287,1,0,0
22,0,1,0
46286,0,1,0
2254,1,1,0
26185,1,0,0
24844,1,0,1
23880,0,1,0
5521,0,0,0
14539,1,0,1
2618,1,0,0
16492,1,1,0
26920,0,0,0
20152,1,1,1
10721,1,1,0
26899,1,0,0
44726,0,0,1
118,0,0,1
23767,1,1,1
47108,0,0,1
2288,1,0,1
40057,0,1,0
27693,0,0,0
34214,1,0,0
17804,0,1,1
26328,1,0,1
23,1,0,1
34683,1,0,0
19485,1,1,1
37361,0,0,0
24,0,0,1
25796,0,0,0
11186,0,1,0
16509,1,1,1
34882,1,0,1
13850,1,0,0
46827,0,1,0
7447,0,1,1
37642,0,1,0
655,0,1,1
17594,1,0,1
78,0,0,1
25631,0,0,0
37508,0,0,0
19081,0,1,1
24750,0,1,1
26470,0,0,1
31071,1,1,1
19975,1,1,1
17622,0,1,0
20136,1,0,0
36336,1,1,1
34401,0,1,1
1564,1,1,0
38525,1,1,0
25,0,0,1
15170,0,1,0
38806,1,0,1
13380,0,0,0
1060,0,0,1
39877,1,1,0
3914,0,0,1
22790,0,1,1
25145,1,0,0
8041,0,0,1
17328,0,1,1
8543,1,0,1
26533,1,0,0
19539,1,1,0
1226,0,1,0
18202,1,0,1
42713,0,1,0
45631,1,0,0
29536,1,1,0
10626,1,0,0
2163,1,0,1
1651,1,1,0
12007,1,1,0
13006,1,1,1
23592,0,0,0
5241,1,0,0
26832,1,1,0
16163,0,0,1
39107,0,1,1
11837,1,1,1
11829,1,0,0
29245,0,0,1
30582,1,0,0
42622,1,0,0
4251,1,1,0
23199,0,0,1
26,0,0,1
21841,1,0,0
24841,1,0,1
32885,1,0,1
11728,0,1,1
34780,0,0,1
36106,1,0,0
42102,0,0,1
39505,0,0,0
9623,0,1,0
16781,0,1,0
661,0,0,1
16304,0,1,1
30879,1,1,1
15800,1,1,0
27851,0,1,1
29910,1,0,0
41516,1,0,1
44622,0,1,0
8645,0,0,1
32603,0,1,0
40458,1,0,1
41052,0,0,1
1811,1,1,0
26175,0,1,0
29524,1,0,0
15140,1,1,0
43174,1,1,1
37654,0,1,0
45013,0,0,1
28,0,0,1
1375,1,0,1
41885,1,1,1
21786,1,0,0
32586,0,1,1
7798,0,0,1
719,0,0,1
29,0,0,1
13220,1,0,1
5319,1,1,0
4904,0,0,0
9910,0,1,1
22010,0,1,0
31,0,0,0
35610,0,1,1
16783,0,0,1
32,0,1,0
2279,0,0,1
33,1,0,0
31603,1,0,0
28868,0,0,0
23543,1,0,1
8756,1,1,0
24153,0,0,1
40590,0,0,1
34,1,0,1
4892,0,0,1
29028,0,0,0
12953,0,0,1
11242,0,1,1
46326,0,1,1
2860,1,0,1
44270,1,0,1
35,1,0,1
34846,0,1,0
32846,0,0,0
31477,0,0,0
14821,1,0,0
17701,1,1,1
36507,0,0,0
34901,1,1,1
12299,1,0,0
40868,1,1,1
331,1,0,0
36,0,1,1
6226,0,0,1
29511,1,1,1
36733,1,0,1
5614,0,1,0
5083,1,0,1
26709,0,1,1
20688,0,1,0
35455,0,0,0
24602,1,0,0
37181,1,1,0
44936,0,1,1
37,1,0,1
37348,0,1,1
23785,0,0,0
44150,0,0,0
6699,1,0,1
11658,1,0,0
3669,1,0,0
201,0,1,1
5382,0,1,1
2044,0,1,1
14123,1,0,1
6060,0,0,1
38661,1,1,0
33914,1,0,0
36863,1,1,1
24187,1,1,1
39,0,0,0
24166,1,1,0
14348,0,1,0
20651,0,0,1
11501,1,0,0
37331,0,1,1
3549,1,1,1
3067,1,0,1
6017,1,1,1
41953,0,1,0
27178,0,0,1
10514,1,1,0
13039,0,0,0
38462,0,0,1
43210,0,1,0
46900,0,0,0
41,0,1,0
37108,0,0,1
7151,0,1,0
11685,1,0,0
36084,0,1,0
7885,1,1,0
25295,0,1,0
5654,0,0,0
24747,1,1,0
9228,1,1,1
38729,1,0,0
32015,1,1,0
39264,1,0,0
13214,0,1,1
35231,1,1,1
1504,1,0,0
1751,0,0,0
41779,0,0,0
42,1,1,1
29115,0,0,1
11597,1,1,1
301,0,1,0
2686,0,1,1
9570,1,0,0
20989,0,1,0
20248,0,0,0
2853,1,1,1
5345,1,0,1
43,1,1,1
31834,0,0,0
22595,0,0,1
7874,1,1,1
11438,1,0,1
39695,0,1,0
22508,1,1,0
40003,0,0,0
26191,0,0,0
24622,0,0,1
1899,0,0,0
15120,1,1,0
44,1,1,0
37084,0,0,0
16253,0,0,1
8928,0,0,0
45304,0,1,0
20520,1,0,0
18455,0,0,1
34866,1,1,1
7028,0,1,1
2071,0,0,0
25852,1,1,0
13302,1,1,1
31186,1,1,1
23292,1,1,1
24700,0,1,0
45,0,0,1
22809,0,1,1
39053,1,1,0
24067,1,0,0
7466,0,1,1
25429,0,1,0
13258,0,0,1
36755,1,1,1
5247,0,1,1
41583,1,0,1
2493,0,0,0
2747,1,1,1
18935,1,1,1
1538,0,0,1
47217,0,0,0
13165,0,0,1
46,0,0,0
5600,0,0,0
5517,1,0,0
35849,0,0,0
47,0,0,1
6976,0,1,0
30636,1,1,1
19492,0,1,1
18401,1,0,1
45505,0,1,1
43537,1,0,0
18700,1,1,0
41241,0,0,1
27852,1,1,1
5020,1,0,1
31701,1,0,0
21888,0,0,0
38803,1,1,0
19100,0,0,1
48,0,0,0
14343,1,0,0
4609,0,0,0
16594,0,1,0
13914,0,0,1
1948,0,0,0
49,1,0,0
11476,1,0,1
43189,1,0,0
44701,1,0,1
36688,0,0,0
50,0,1,1
12434,1,1,1
46428,0,0,0
22970,0,0,1
27269,1,1,1
29209,1,0,0
12270,0,1,1
10751,1,0,1
41357,1,1,1
52,0,1,0
45086,0,0,1
41461,1,1,1
17312,0,1,0
33173,0,1,1
43103,0,1,0
19523,0,1,0
46138,1,0,1
13784,0,0,0
11564,1,0,0
29723,0,1,1
5390,1,0,1
16879,1,1,1
13924,0,0,0
35660,1,1,0
3879,1,0,0
35554,1,0,1
53,1,0,1
25737,0,0,1
8914,1,0,0
7883,1,0,1
31850,1,0,0
35280,0,1,1
15488,0,1,1
37377,1,0,1
17196,1,1,0
27740,1,0,0
2691,0,0,1
24231,0,1,0
54,1,0,1
44737,1,1,0
4411,0,1,0
11814,1,1,0
13366,0,1,0
37667,1,1,1
19620,1,1,0
55,0,0,0
44323,0,0,1
40773,0,1,0
39917,0,0,0
11549,0,0,0
28220,0,1,0
44653,1,0,0
36211,0,0,1
28809,0,0,0
26790,1,1,1
56,1,1,1
11379,1,1,1
12825,0,1,1
42312,1,1,1
33772,1,0,1
45768,1,0,1
57,1,1,1
861,0,0,0
26394,0,0,1
23176,1,1,0
30346,0,1,0
31627,0,0,1
41630,0,0,1
26505,0,0,1
35179,0,0,0
42582,1,1,1
40841,0,1,1
58,0,0,0
36779,0,1,0
1281,1,0,1
413,1,0,0
38492,0,0,0
9260,0,0,1
20305,0,0,1
25876,1,1,1
42780,0,0,1
5235,1,1,0
45747,0,1,0
43536,1,0,0
1381,1,1,0
33345,0,1,0
17151,1,0,1
15713,0,1,1
36604,0,0,1
4537,0,0,1
26039,0,0,1
60,1,1,1
7627,1,1,0
11872,0,1,0
31355,0,0,0
17992,1,0,0
7154,0,0,1
44410,1,1,0
4888,0,0,0
9195,1,1,1
10291,1,0,1
11826,1,0,0
5904,1,1,0
424,0,1,0
11908,0,0,0
28805,1,1,0
39784,0,1,1
61,1,1,0
32836,0,0,1
32704,0,1,0
62,0,0,1
12209,1,0,1
36543,1,0,1
1189,0,1,1
25107,0,0,1
4457,1,1,0
4991,1,1,0
19534,0,1,0
13993,1,0,0
26284,1,0,1
17518,1,1,1
29137,1,1,1
3988,0,1,1
13441,0,1,1
21556,0,0,0
42048,0,0,0
17019,1,1,1
63,1,0,0
31035,1,0,1
43411,1,0,0
39887,1,0,0
37865,1,0,1
44502,0,0,1
43987,0,0,0
64,1,1,0
2070,1,0,0
24548,1,1,0
43083,1,1,1
65,1,0,1
24962,1,1,0
2793,1,0,1
42545,0,1,0
39467,1,1,1
1917,1,0,1
18512,1,1,1
579,0,0,0
4875,1,0,0
17971,1,0,0
9295,0,1,0
7660,1,1,0
19502,1,0,1
18294,0,0,1
26582,0,0,0
6851,1,0,0
29742,1,0,0
46678,0,1,1
33311,1,1,0
35294,1,1,0
66,1,0,0
37993,1,0,1
34824,1,1,1
38845,0,0,0
23528,0,1,1
23810,0,0,0
2514,1,1,0
21453,0,1,0
40367,0,1,1
45816,1,1,0
45112,1,0,1
15767,0,0,1
22842,1,1,0
42505,0,1,0
19411,1,0,0
67,1,0,1
2684,1,0,1
19826,0,1,0
39421,0,0,1
45862,0,0,0
47467,0,0,0
34150,1,1,1
36164,0,0,1
3973,1,0,0
68,0,0,0
6839,1,1,1
41720,1,1,1
24094,0,0,1
46274,0,0,0
8979,0,0,1
33114,1,0,0
31904,1,0,1
16493,0,1,0
18278,1,1,1
16015,0,1,1
24508,0,0,1
23953,1,0,1
38627,0,1,1
8424,0,1,0
17396,1,0,0
47046,1,0,0
7684,0,1,1
5656,1,0,1
34112,1,0,0
8439,0,0,0
8516,1,1,0
34442,0,1,0
21137,1,1,0
5551,1,1,0
69,1,0,1
35953,1,1,1
16601,1,0,1
12145,1,1,1
24743,0,0,0
16735,1,1,1
8096,0,0,1
13738,0,0,0
42537,0,1,0
24891,1,0,1
31722,0,0,0
33285,0,0,1
25068,1,1,1
4078,0,1,0
22988,0,0,0
70,0,0,0
36534,0,0,0
8067,1,1,1
17192,0,0,0
9791,1,1,0
4506,0,1,1
20119,0,1,1
166,0,1,0
32987,1,1,1
71,0,1,1
11893,1,1,1
10870,1,0,1
28727,0,0,1
20317,1,1,1
1409,1,0,0
39876,0,0,0
3354,1,1,0
37404,0,1,0
24301,0,0,0
36555,0,1,1
72,1,1,0
13022,0,1,1
35974,0,0,0
3418,1,0,0
14671,1,1,0
7659,0,0,1
23831,1,1,0
19868,0,0,0
44461,1,1,1
47015,0,1,0
24259,0,0,0
18556,0,1,1
29782,0,0,1
31390,1,1,0
19815,1,0,1
27186,0,1,0
37704,1,0,0
35706,1,0,0
17932,1,0,1
73,1,0,1
27768,1,0,1
10466,1,1,0
19306,0,1,1
7882,1,0,1
46236,0,0,1
42480,1,0,0
74,0,1,0
9232,0,1,0
9223,1,1,0
27782,0,0,1
24911,0,0,1
22648,1,0,1
76,0,0,0
42422,1,1,1
17200,0,1,1
46780,1,1,1
28811,1,1,0
12374,0,0,1
1929,1,0,1
351,0,1,1
9187,1,0,1
10995,1,1,1
13242,0,1,0
12120,1,1,0
14038,1,0,0
38431,1,1,1
77,1,0,0
7572,1,0,1
2081,1,0,0
47199,1,0,1
39558,0,0,1
11553,0,0,0
42678,1,0,0
32438,0,0,0
41163,0,0,1
27965,0,0,1
33156,1,1,1
45715,1,0,1
1476,1,1,1
44483,0,1,1
16444,0,0,1
25287,0,1,0
792,0,1,0
40540,1,1,1
19954,1,1,0
37631,0,0,0
79,1,1,1
33636,0,1,1
36220,0,0,1
41751,0,0,0
45192,1,1,0
24230,1,0,0
14729,1,1,0
23798,1,0,1
33546,1,1,0
80,0,1,0
21050,1,0,0
12616,1,0,0
31013,0,1,1
45777,1,0,1
21214,0,0,0
19591,1,1,0
34177,1,0,0
11081,0,1,0
26410,0,0,0
28289,0,0,0
39915,0,1,0
8050,0,0,0
38854,1,0,1
43303,0,1,1
22343,1,1,1
21868,1,1,1
18767,1,1,1
10580,1,1,1
81,0,1,0
20575,0,1,0
26377,1,1,0
38576,1,1,0
36231,1,1,1
82,0,0,1
16665,0,1,1
17551,0,1,1
8712,1,1,0
35818,1,0,1
359,1,1,0
23675,1,1,1
42752,0,0,0
83,0,0,0
2649,1,0,0
28719,0,1,1
7149,1,0,0
84,1,0,1
23237,1,0,0
20185,1,1,1
24742,1,0,1
43761,1,1,1
25024,0,0,0
20702,0,1,0
35266,1,0,0
182,1,1,1
27761,0,1,0
30515,1,0,0
25397,1,0,0
43624,0,1,1
40029,1,0,1
31950,1,0,0
18728,1,0,1
26374,0,1,0
36711,0,0,1
41959,0,1,0
4137,1,1,1
28235,1,1,0
36670,0,0,1
85,1,0,1
454,1,0,0
10239,0,1,1
29882,1,0,1
32395,0,1,0
22075,0,1,0
26616,1,1,0
43754,0,0,1
20209,1,0,0
45615,0,1,0
30853,0,1,0
44317,1,1,0
37130,0,0,0
29361,0,0,1
25506,1,0,1
16954,1,0,0
6811,1,0,1
9016,0,1,0
1870,0,1,0
28562,0,0,1
13171,1,0,1
30193,1,0,0
45069,0,1,0
35845,0,0,0
4975,0,1,0
8197,0,1,0
15016,0,0,0
15728,1,0,0
42318,1,0,0
44277,0,1,0
662,1,0,0
8287,0,0,1
32473,0,1,0
8309,1,1,1
39961,0,1,1
28136,1,1,1
12788,1,1,0
33504,0,0,1
23932,1,0,0
34174,1,1,1
45255,0,1,0
21131,0,1,0
22302,0,1,0
26414,1,1,0
665,0,0,0
12009,0,0,1
10063,1,1,1
18680,1,1,0
898,1,0,1
9506,0,1,0
43472,0,0,1
41243,0,0,1
12347,0,0,0
42181,0,0,0
35001,1,0,1
818,0,1,0
6261,0,0,0
25044,0,0,0
15175,0,1,0
29515,0,0,1
40688,1,0,1
13067,1,1,1
18785,0,1,1
24130,1,1,1
86,1,1,1
32088,1,1,1
87,1,1,0
17382,0,1,0
33682,1,0,0
19287,1,0,0
36541,1,1,0
88,1,1,0
4757,1,1,1
34243,0,1,1
32001,1,0,0
32719,0,0,1
33905,1,0,1
45388,0,1,0
1058,0,1,0
40763,0,0,1
45018,0,1,0
89,0,0,1
47306,0,0,1
35371,0,0,1
40148,0,1,1
15181,0,0,0
25766,0,0,0
45960,0,0,1
17242,0,0,0
40388,1,1,0
41019,1,0,0
1250,1,1,0
17549,0,0,1
2139,1,0,1
1701,0,0,0
29236,1,1,0
36496,1,1,1
450,1,1,0
36065,0,0,0
41090,0,1,1
28994,1,0,0
43964,0,0,0
31190,0,0,1
90,0,0,1
39522,1,0,1
14941,0,0,0
37958,0,0,1
39188,0,1,1
16800,1,1,1
13620,1,1,1
2660,0,1,0
46625,0,1,1
27680,1,1,0
91,1,0,1
40853,1,0,1
27258,0,1,0
28589,0,0,1
92,1,0,0
3366,0,0,1
36011,0,1,0
93,1,1,0
12850,1,0,1
35390,0,0,0
40509,1,0,0
13923,0,1,0
8202,1,1,0
31120,0,1,0
7140,0,1,0
46210,0,1,1
47095,0,0,1
27433,1,0,0
13729,1,0,0
31129,0,1,0
5088,0,1,0
44527,0,0,1
25209,1,0,1
40549,1,0,0
586,1,0,1
22917,0,1,0
42720,1,1,1
8487,1,0,0
27306,1,1,1
37083,0,0,0
94,0,0,1
35469,1,1,0
10907,1,0,1
4859,1,0,0
14319,0,0,0
7049,1,0,1
16996,1,0,1
23730,1,0,0
35632,0,1,1
43666,0,1,0
34221,1,0,1
26412,1,0,1
7482,0,1,0
45057,0,1,1
95,1,0,0
28536,0,1,0
45931,0,0,0
30547,0,1,0
12950,0,0,0
19622,1,0,1
3525,1,0,0
32122,1,0,0
12366,1,0,1
35654,1,0,1
1328,0,1,1
39311,0,1,0
47114,0,0,0
33641,1,0,0
41684,1,0,0
96,1,1,0
42632,1,1,0
29308,0,0,1
9977,1,1,0
40217,0,0,0
97,1,1,1
16553,0,1,0
23080,1,0,0
6867,1,1,0
31685,1,1,1
18953,0,0,1
394,1,1,0
13250,1,0,0
12956,1,0,1
40009,0,0,0
38354,0,0,1
20865,1,1,1
98,1,0,1
24723,1,1,1
5444,0,0,1
11712,1,0,1
22345,0,1,0
43911,0,0,0
10234,0,0,1
23287,1,1,1
29899,1,1,1
25086,0,1,1
4456,1,1,0
41893,1,0,0
40084,1,0,1
18655,0,1,1
39427,1,0,0
99,1,1,0
7491,1,0,1
29076,1,0,1
25151,1,1,1
16521,1,1,1
34397,1,1,1
13459,0,0,0
38387,0,1,0
33319,1,1,0
42911,0,1,0
1355,1,1,1
5559,0,1,0
9880,0,1,0
17460,0,0,1
11234,1,0,0
100,0,1,0
9303,0,1,1
3095,0,0,0
33584,1,0,0
47127,1,1,1
44192,0,1,0
29913,1,0,1
30280,1,1,0
2542,0,1,0
14990,1,0,1
5445,1,1,0
21912,0,0,0
9051,1,1,0
36056,0,0,1
18399,0,1,0
23204,0,0,0
101,1,0,1
43671,1,1,1
8371,1,1,0
5037,0,0,1
10452,1,0,0
47507,0,1,0
46738,0,0,1
23236,1,1,1
41960,0,0,0
102,1,1,0
31616,1,0,1
22697,1,0,1
32903,1,0,0
657,0,1,0
47350,1,0,1
31537,1,0,1
23041,0,1,1
37493,1,0,1
41013,0,1,0
27709,1,0,1
41226,0,0,0
1330,0,0,0
45587,0,0,0
2713,1,1,0
17700,0,0,1
13911,0,0,1
13008,1,1,0
36239,0,0,0
38947,1,0,1
46660,1,1,0
11262,0,0,0
31540,0,0,1
17171,1,0,1
103,1,1,0
21145,0,1,1
31962,1,0,0
28703,0,1,1
35058,1,1,1
40788,1,1,0
11057,1,0,1
22908,1,1,0
36306,1,1,0
10339,1,1,0
104,1,0,0
2887,1,1,0
15585,0,0,1
27542,0,0,1
1004,0,0,0
27142,1,0,1
42069,0,0,0
20064,1,0,0
19542,1,0,0
9852,1,0,0
16519,0,1,1
105,1,0,0
16610,0,0,1
4074,0,0,0
36069,0,0,1
28316,0,0,0
13575,0,0,1
14497,1,1,0
10123,1,0,0
12663,0,0,1
39855,0,1,0
15747,1,0,1
27454,1,0,0
106,1,1,1
38218,0,0,1
17580,0,1,1
46826,1,1,1
27632,0,1,1
37913,0,0,0
107,0,1,0
20011,0,1,1
5674,0,1,0
414,1,0,1
3660,1,0,1
12559,1,0,1
15240,1,1,0
26397,0,0,0
46493,1,1,0
13119,0,1,1
26761,1,1,0
33819,0,0,0
28628,0,0,0
18531,0,1,0
20033,1,1,0
34849,0,1,1
25206,0,1,0
33321,1,1,0
5159,0,1,1
35662,1,1,1
28330,0,0,0
29394,0,1,0
13920,0,1,0
108,1,0,1
17340,1,1,0
22620,1,0,1
4830,0,1,1
14377,1,1,0
7556,1,0,1
19300,0,1,1
44980,0,0,0
33885,0,1,1
31618,1,0,1
47282,1,0,0
45157,0,1,0
14790,1,1,1
40202,0,1,1
32749,1,1,0
23305,0,0,1
33774,1,1,1
109,0,1,0
29787,0,0,1
39106,0,1,0
11775,0,0,1
21622,0,0,1
11473,0,0,0
13994,1,1,1
30616,0,1,0
16476,1,1,1
22440,1,0,0
6690,0,0,0
19911,1,1,1
20993,0,0,1
17636,0,0,0
110,0,0,1
34964,0,1,1
12375,1,0,1
41222,0,1,1
28578,0,1,1
26388,0,0,0
39649,0,1,1
112,0,1,1
28579,0,1,0
42374,0,0,1
31851,1,0,1
37373,1,1,1
36773,1,1,1
113,0,1,0
6645,0,0,1
25242,1,0,1
31825,0,1,0
29085,0,1,1
19010,1,0,1
45969,0,0,0
38716,1,1,1
18541,0,0,0
17915,0,1,0
40530,1,0,1
11724,1,1,0
12567,1,1,1
7968,1,1,0
114,0,1,1
16644,0,0,0
44914,0,1,1
43738,0,0,0
19349,1,1,1
44253,1,1,1
42207,0,0,1
34210,0,1,1
5518,1,1,1
41884,0,0,1
31488,0,1,1
2334,1,1,0
9391,1,1,0
43150,1,1,1
33610,0,1,0
17769,1,1,0
10817,1,1,0
17198,1,1,1
24544,0,1,0
23503,0,1,1
115,1,1,0
21104,1,0,1
29699,0,0,0
3563,1,0,1
26435,0,0,1
36111,0,1,1
116,1,1,1
23990,0,0,0
11396,0,1,1
31346,1,1,1
267,0,0,0
9827,0,1,0
27557,1,0,0
40502,1,1,1
39060,0,1,0
19018,1,0,0
36570,0,1,1
46679,1,0,1
12086,1,1,1
47295,1,0,1
20356,1,1,0
13896,0,1,1
18984,0,0,0
5342,0,1,0
4014,1,0,0
28957,0,0,1
21178,1,0,0
24199,1,0,1
30166,1,1,1
13328,1,1,1
14593,0,1,1
24961,0,1,0
39284,1,0,1
9244,1,1,1
33369,1,1,0
14614,1,1,1
31094,0,0,0
43650,1,1,0
6053,0,1,0
37732,1,0,1
37740,1,1,1
17418,0,0,1
15350,0,1,1
34913,0,1,0
117,0,0,1
25744,0,1,0
29018,1,1,0
20103,0,1,0
32640,0,0,0
44893,1,0,0
17615,1,1,1
4065,1,1,1
6982,1,0,0
29851,1,0,1
28983,1,0,0
25102,1,1,0
14972,0,0,0
5320,0,1,1
40225,0,0,1
30882,1,1,1
20121,1,1,0
30128,0,1,0
32318,0,1,0
4917,0,1,1
33397,1,1,1
23342,1,0,0
42739,1,0,0
5731,0,0,1
15192,0,0,1
41234,0,1,0
20307,1,1,1
1249,1,0,0
29590,1,0,0
44329,1,1,0
23602,1,0,1
20692,1,0,1
40579,1,1,1
22114,1,1,0
11124,1,0,1
12301,0,1,1
22266,0,0,1
27367,1,0,1
119,0,0,1
28613,0,0,0
38335,0,0,1
30298,1,1,1
25113,0,0,0
31920,1,0,1
6369,0,0,1
6973,0,1,0
38618,0,0,0
120,0,0,1
26430,1,1,0
43810,1,1,1
44012,1,0,0
42912,0,1,0
27884,0,1,1
14588,0,1,0
1819,1,1,1
4838,1,1,1
7127,1,0,1
25720,0,1,0
38888,1,1,1
34939,1,0,0
26879,0,0,0
20279,0,0,1
37839,1,0,1
23101,0,0,1
32037,1,1,0
11928,1,0,0
18177,0,0,1
121,1,0,0
38190,1,0,0
122,0,1,0
19299,0,1,0
13521,0,1,0
29355,0,1,1
14504,0,1,1
10838,0,0,1
29442,0,1,1
1527,1,0,1
14122,1,1,0
16877,1,0,0
36277,1,1,1
1391,1,0,1
32378,1,1,1
25033,0,0,1
47262,1,1,1
20009,1,0,1
20047,1,1,1
43486,1,1,0
38106,1,0,0
39847,1,1,0
38506,0,0,1
27810,1,1,1
13104,0,0,0
12326,0,1,0
124,1,0,1
27227,1,0,0
40771,1,0,0
28511,1,0,0
667,1,1,1
40501,1,0,1
13568,0,1,0
872,1,0,1
25613,1,0,1
37369,0,1,1
35799,0,1,0
744,1,0,1
27146,1,1,0
33387,1,0,1
4516,1,1,0
44537,0,0,0
40997,1,1,1
25502,0,1,1
20783,1,0,1
127,0,0,0
16101,1,0,0
27068,0,1,0
7708,0,1,0
22241,0,1,0
293,1,1,1
35013,1,0,1
24529,0,1,0
612,1,0,1
7754,1,1,0
27502,1,0,0
39953,1,1,1
44908,1,1,0
29695,1,1,1
35245,1,0,1
129,1,1,0
45208,1,0,1
43450,1,1,0
30644,1,1,1
36344,1,1,0
43535,1,0,1
38863,1,0,0
12988,0,0,1
5716,0,1,0
34398,0,0,1
32241,0,0,1
43475,0,1,0
23807,1,1,0
30149,1,0,1
32117,1,0,0
15197,1,0,1
4228,0,1,0
3336,1,1,1
28366,1,1,0
26411,0,1,0
41256,1,0,1
130,0,0,0
7171,1,1,0
19567,0,1,0
4287,0,0,0
26916,0,1,0
46870,1,0,0
35348,0,1,1
3649,0,1,1
41178,1,0,1
25774,0,0,1
15067,1,1,0
131,1,1,0
7807,1,1,1
41113,1,0,1
6485,0,1,0
24896,0,0,1
31906,1,1,0
20407,1,1,1
9535,1,1,0
10361,1,1,0
34043,1,0,0
25730,1,0,0
40181,1,1,1
21251,1,0,1
35638,0,0,1
132,0,0,0
23609,1,1,0
20104,0,0,1
24091,0,1,0
5059,1,0,0
28444,1,0,0
