,L,A,Y
7,1,0,0
50470,1,1,0
7232,1,0,0
19057,1,1,1
11726,1,0,0
7527,1,1,0
29543,0,1,0
21850,0,0,0
45501,0,1,0
38873,0,1,1
52982,1,0,1
39928,1,1,1
45561,0,0,1
32948,1,0,1
30325,0,0,0
26502,1,1,0
40879,1,0,0
8,0,1,0
48199,0,1,0
11420,1,0,0
14768,0,0,0
7090,0,1,1
40002,1,0,0
46603,0,0,1
9,0,0,0
53252,0,1,0
32785,1,0,0
12847,1,1,0
45435,0,1,0
34525,0,1,0
58,0,0,0
6104,0,1,1
32895,1,0,1
28515,0,0,1
23028,0,1,1
36022,0,0,1
53154,1,0,1
37240,0,0,1
10,1,0,1
42088,1,1,0
40170,0,1,0
3537,1,1,1
54274,1,1,0
2160,1,1,0
7289,1,1,0
23138,0,1,0
45216,0,1,0
8067,1,0,1
14358,1,1,1
48491,0,0,1
19895,1,1,0
11,1,1,1
12611,1,1,0
16288,1,1,0
10526,1,1,1
14147,0,1,0
24970,0,0,1
21789,1,1,0
21791,0,1,0
16951,1,0,1
31280,0,0,0
15893,0,0,1
31087,1,0,1
228,0,0,0
31701,0,1,1
50468,1,1,1
1410,1,1,1
41188,1,1,1
32751,1,1,1
25218,1,1,0
48861,0,1,0
15918,0,1,1
36943,1,1,1
8244,0,1,0
1686,0,0,0
10986,0,1,0
12032,0,0,1
33897,0,0,0
19230,0,0,1
30293,0,1,0
43541,0,0,0
34885,0,1,0
34343,1,0,0
20210,1,1,1
40461,1,0,0
23074,0,1,1
1515,1,0,0
33051,0,0,0
49837,1,0,0
42465,1,0,1
16160,0,1,1
43789,0,1,0
4807,0,1,1
49746,0,0,1
24229,0,0,0
21255,0,1,0
16274,0,1,0
54351,0,1,0
38560,0,1,1
50530,1,1,0
49868,1,0,1
28230,1,0,1
15793,0,1,0
37710,0,0,0
39866,1,1,1
32906,1,1,1
13588,1,0,1
43578,1,1,0
32286,0,1,0
30879,1,1,0
8774,0,0,0
8558,0,1,0
7745,1,0,0
36654,0,1,0
9600,0,0,1
2251,0,0,1
29245,0,1,0
8571,1,1,1
48997,0,0,0
14654,0,0,0
46738,0,0,1
16474,1,1,0
44308,1,0,0
44538,1,1,1
48791,1,0,1
16980,1,0,0
4839,0,0,1
30634,1,0,0
6311,0,1,0
18519,1,0,0
7913,0,1,0
21138,0,0,0
14263,0,0,0
47462,1,1,0
10934,1,0,0
21350,0,0,0
49858,0,1,1
12,0,0,0
51158,1,1,0
42829,0,1,0
27771,1,1,0
48855,0,0,0
44854,1,0,1
1520,1,1,1
38900,0,1,1
115,1,1,1
49186,1,0,0
41930,0,1,0
13041,0,0,1
25505,1,1,1
32325,1,1,1
9560,1,0,1
2485,1,0,1
27608,0,0,0
26126,0,0,0
37996,0,0,0
29011,1,0,0
6957,1,0,1
52258,1,1,0
19389,1,0,0
26446,1,0,1
25852,0,0,1
5540,1,1,0
38159,1,0,0
41650,0,0,0
20274,1,1,0
27794,0,0,0
40594,1,0,1
51926,0,0,1
36925,1,0,0
11596,0,0,0
53954,0,0,1
25479,1,0,1
13736,0,0,1
26879,1,0,0
33165,1,0,1
14004,0,1,1
14,0,1,1
50055,0,1,0
21325,1,0,0
43845,1,0,1
12656,0,1,0
16317,1,0,0
47011,0,0,0
45973,0,0,0
412,1,1,0
52702,0,1,1
49691,0,1,0
32299,0,1,0
31407,0,1,0
15,1,1,1
52246,1,1,0
41271,1,1,1
16,0,1,1
14359,1,1,1
50275,0,0,1
12603,1,1,1
28100,0,1,1
40813,1,1,1
1807,0,1,1
37511,1,1,1
1702,0,0,1
2307,1,1,0
19866,1,0,1
46714,0,1,0
24447,0,0,0
17,1,0,1
13696,1,0,0
614,1,0,1
2956,0,1,1
21678,1,0,0
20518,1,1,1
7866,1,1,0
17118,0,0,1
18,0,1,0
6108,1,1,1
39725,1,0,1
5467,1,1,0
34496,1,1,0
17569,0,1,1
22660,1,1,1
51567,0,1,0
44612,1,1,1
11402,1,0,0
27726,1,1,0
41856,0,1,1
11190,1,0,0
7414,0,1,1
20,1,0,1
476,0,1,0
14741,0,1,0
4505,0,1,0
31316,0,1,0
31365,0,1,1
12875,0,0,1
12674,0,0,0
27622,1,0,0
21644,0,0,1
28607,1,1,1
50704,1,1,1
53722,1,1,1
14546,1,1,0
2927,0,0,1
3940,1,1,1
4906,1,1,0
35659,1,1,0
49106,1,1,0
32213,1,0,0
6401,1,1,1
45076,0,0,1
12280,0,1,1
29050,0,1,1
17223,0,1,1
29493,1,1,1
11239,1,1,0
13752,0,1,0
22944,1,1,0
24197,1,0,0
39896,1,0,0
29061,0,0,0
1133,0,0,1
22422,0,0,0
27989,1,1,1
44009,0,1,1
30011,0,0,0
41818,0,0,1
45778,1,0,0
11238,0,1,1
31800,1,1,0
7267,1,1,0
51405,1,1,0
47823,0,1,1
42463,1,0,0
41609,0,1,0
5603,1,1,0
15243,0,0,1
17882,0,0,1
10229,0,0,1
372,0,0,1
17301,1,0,1
16445,1,0,1
29115,0,1,1
52192,0,1,1
19402,1,1,1
46075,1,1,0
34235,0,0,1
52909,0,1,1
11288,1,0,0
37761,1,1,1
6487,1,1,0
25138,0,0,0
24395,1,1,0
5431,0,0,1
28822,0,0,1
23032,0,1,0
31433,0,0,1
16047,1,1,1
26841,1,1,1
47454,1,0,1
41297,0,0,0
46998,0,0,1
11347,0,1,1
5447,1,0,1
33142,0,0,1
7786,0,1,1
28316,0,1,0
47682,0,0,0
28942,0,0,1
5693,1,0,0
7581,1,0,0
19,0,0,1
44802,1,1,0
1573,0,0,1
43240,0,1,0
34531,1,0,0
38270,0,1,1
19971,0,1,0
2443,0,1,0
19305,0,0,0
47609,1,0,1
15226,1,1,0
1251,1,0,0
49618,0,0,0
21,1,0,0
25080,1,0,0
3722,1,1,0
11085,1,1,1
8873,0,0,1
24394,0,1,0
11000,1,0,0
3162,1,1,1
12867,1,0,0
12977,0,0,0
36572,1,1,0
3890,0,0,1
103,0,1,1
14014,0,0,1
3698,1,1,1
22044,0,1,1
21464,0,1,0
50740,1,1,0
37721,1,0,0
23022,1,0,0
22,1,1,1
17846,0,0,1
19322,1,0,0
40055,1,1,1
37805,0,0,0
12509,0,0,0
8080,1,1,0
28326,0,1,1
21213,1,1,1
21898,1,1,0
3106,1,0,1
5587,0,0,1
8101,0,0,0
17511,0,1,1
27847,1,1,1
28126,0,1,0
27660,1,1,1
48330,0,0,0
53315,1,1,0
35566,0,0,0
28391,0,1,0
51894,1,0,1
17098,1,1,1
18628,0,0,1
27251,0,0,0
32235,1,1,1
2150,0,1,1
16141,0,1,0
37714,0,0,0
39808,0,1,0
23251,0,1,1
42934,0,0,1
4999,1,0,1
47444,1,1,1
42606,1,1,0
46929,0,1,0
16424,0,1,0
11485,0,1,1
11652,1,1,0
15836,1,0,1
18063,1,0,1
39547,0,0,0
45479,1,1,0
1766,1,1,0
26173,1,1,0
33437,1,0,1
10725,0,1,0
9114,1,1,1
41965,0,0,0
7622,1,1,0
31035,0,1,1
28730,1,0,0
5228,1,1,1
53019,0,0,1
43210,0,0,1
44975,1,0,0
30972,0,1,1
28640,1,0,1
38531,0,1,0
26918,0,0,0
23832,0,0,1
53169,1,0,1
5297,0,1,1
29610,1,1,1
45981,1,0,1
12295,1,1,0
5293,1,1,0
19673,1,1,1
36062,0,0,0
34409,1,0,1
50591,1,1,0
18211,1,1,1
9321,0,1,0
8711,0,1,1
46226,0,0,0
16278,1,0,1
50888,1,1,0
5919,0,0,0
1137,1,0,1
226,0,1,1
53123,0,0,1
20047,1,1,1
23472,0,0,1
23,1,1,0
47494,1,1,0
23667,1,0,1
36350,1,0,1
38472,1,1,1
12752,1,1,0
13171,1,0,1
27245,0,1,1
30803,0,1,0
24,0,1,0
313,1,0,0
22256,0,1,1
35322,0,1,0
48891,0,1,1
45670,0,1,0
46578,0,1,0
52372,1,1,1
25,1,1,1
2137,0,1,1
42706,1,0,0
19522,1,0,1
24399,1,1,1
39170,1,1,1
16193,1,0,1
20221,1,1,1
15089,1,1,1
29311,1,0,1
29718,1,0,1
15298,0,0,1
27472,1,0,0
47993,0,1,1
49845,1,0,0
15723,0,1,1
37393,0,1,0
44869,1,0,1
36784,0,0,0
27437,0,0,0
6105,0,0,1
52431,0,1,0
11928,0,0,1
53762,1,1,1
42476,0,1,0
26,1,1,0
18747,0,0,1
54219,1,0,0
16065,0,1,0
14822,1,0,1
41605,0,0,1
27,1,1,0
37055,1,0,0
21891,0,1,0
20907,1,1,1
10360,1,0,0
4966,0,0,1
54058,1,1,0
5019,0,0,1
31533,0,0,0
34897,0,1,1
44298,0,0,0
53884,0,1,1
25566,1,1,0
24149,1,1,1
19897,0,1,0
30297,0,1,1
16690,0,1,0
39969,0,0,0
46252,1,1,0
45062,0,0,1
2565,0,0,1
33594,0,1,1
17264,1,0,0
49059,0,0,1
9251,1,1,0
36461,0,0,1
50440,1,1,1
16646,1,1,1
16426,1,1,0
46816,0,1,0
31390,0,0,0
17785,1,1,0
36491,1,0,0
16490,1,1,0
17611,0,0,1
28078,1,1,0
27978,0,1,1
18505,0,0,0
26281,1,0,1
1945,0,0,0
11758,1,0,0
39970,1,1,1
1175,1,0,0
53921,0,1,0
50252,0,0,0
50059,1,1,1
46703,0,1,1
25650,0,0,0
46758,0,0,0
38869,0,0,1
48868,1,1,0
28107,1,1,1
51188,1,1,1
28052,1,1,1
1457,1,0,1
31896,0,1,0
10304,0,1,0
28,0,1,0
37601,0,0,1
12985,0,0,1
52011,0,1,0
44844,1,1,0
50544,1,1,1
460,1,1,1
273,1,0,1
3004,1,1,1
31469,0,1,0
4423,1,1,0
29135,1,0,0
26888,0,1,0
7877,0,0,1
5475,0,1,0
29,0,0,1
18966,0,0,1
53885,1,1,0
35102,1,1,0
30766,1,0,1
44832,0,0,0
22014,1,1,0
27498,0,1,1
47465,0,0,0
41659,1,1,1
54529,0,1,0
20578,0,0,1
5449,1,0,1
29815,1,0,1
10956,0,1,0
33041,1,1,1
48622,1,0,1
10487,0,0,1
33046,1,0,1
41956,0,1,0
22148,0,1,1
9056,0,1,1
28461,1,1,1
53358,1,1,1
40963,1,1,1
29895,0,0,1
18704,0,0,1
46479,1,0,0
12198,1,0,0
51886,1,1,1
1876,0,0,0
14737,0,0,0
34695,0,1,1
10467,1,0,0
30697,0,0,1
40484,1,0,0
605,0,1,0
10867,0,0,0
30,1,0,1
40763,1,0,1
31,1,1,0
11459,1,0,1
49996,1,1,1
47172,1,0,1
32,0,0,1
38131,0,1,1
35977,0,1,0
46657,1,0,1
3829,0,0,1
11785,1,1,0
42979,0,0,0
36447,1,0,1
45580,1,1,1
28206,0,1,0
14128,0,0,1
31585,1,1,1
32486,1,1,0
3592,0,1,1
8048,0,0,1
4010,0,0,0
42144,0,1,1
53590,1,0,1
6249,1,0,1
26179,1,0,0
21640,1,1,0
12438,1,1,1
35077,0,1,0
4955,0,1,0
54281,0,0,0
41065,0,0,1
38940,0,0,0
33,0,1,0
49530,0,0,0
35494,0,0,1
37172,0,1,1
43390,1,0,0
47931,0,1,1
32104,1,0,1
41611,0,0,0
20529,1,0,0
48413,0,0,1
34,0,1,1
5358,0,0,0
15604,1,1,0
18526,1,1,1
45774,1,1,1
25559,1,1,0
13476,1,1,1
14342,0,1,1
13767,0,0,0
31688,1,1,1
20557,0,1,0
35358,0,0,0
42162,0,1,0
54062,0,1,1
635,0,1,0
23600,1,1,1
51561,1,0,1
32673,0,0,1
12474,0,1,0
7868,0,1,1
31459,0,1,1
36053,1,1,1
25586,0,0,0
46355,0,0,1
9054,0,0,0
52748,0,0,0
18890,0,1,1
37083,0,0,0
7611,1,1,0
35775,0,1,0
13853,1,1,0
32466,1,0,1
1486,0,1,0
242,0,0,1
26894,1,0,0
20911,1,1,1
14371,1,0,0
12701,1,0,0
23676,1,1,1
4388,1,1,0
14485,1,1,0
36063,1,0,1
24352,0,1,1
25274,0,1,1
8126,0,0,0
44452,0,1,0
33017,1,0,0
9484,0,0,1
6978,1,0,1
52601,1,0,0
24688,1,0,0
43244,1,1,0
26909,0,0,0
46073,0,0,1
43905,1,0,0
35,0,0,1
1389,0,1,1
36,1,0,1
52842,1,1,0
9450,0,1,0
12009,0,0,0
52021,1,1,0
47535,1,1,0
14162,0,1,0
17755,0,1,0
39205,1,0,0
11577,0,1,1
12754,0,1,0
9380,0,1,0
42213,0,0,0
9709,0,1,0
49245,0,1,1
2609,1,0,1
37450,0,0,0
40906,1,1,1
47138,1,0,1
4280,1,0,0
28552,1,1,0
22668,0,0,1
21639,0,1,1
716,1,1,0
34544,0,0,1
29138,0,0,0
43873,0,1,0
33793,1,1,1
35266,0,1,1
25308,0,0,1
16079,0,1,0
39643,1,1,1
35539,1,1,0
43977,0,0,0
42389,1,1,1
3747,0,0,0
5163,1,0,0
15088,1,0,0
50879,0,1,0
19163,0,0,1
41452,0,1,0
53561,0,1,0
26995,0,0,0
2580,0,0,0
47396,1,0,0
45357,0,1,0
2988,1,0,1
31537,0,1,0
7099,1,1,0
1009,1,1,0
5229,0,0,0
12490,1,0,1
46809,1,1,1
31246,0,1,0
51924,1,1,0
5387,0,1,1
30688,1,1,0
45004,0,0,0
31394,0,1,1
24291,1,1,1
24439,1,1,1
27223,1,0,0
41162,1,1,0
28900,0,1,0
49400,1,0,1
29475,0,0,1
3054,1,0,0
25772,1,0,1
48361,1,0,1
7686,1,0,1
13705,1,0,0
47065,1,0,1
38385,0,1,1
35342,0,1,1
16164,0,0,0
31062,1,1,1
4761,1,0,0
48026,1,1,1
39066,1,1,0
43924,1,1,1
32605,1,0,1
37,0,0,0
9764,0,1,0
25711,1,0,0
36702,1,1,0
30389,0,0,0
46566,1,1,0
24478,0,0,1
37891,0,1,1
30227,1,1,0
6898,1,1,1
22986,1,0,1
2874,1,0,1
53436,1,0,1
32878,0,1,1
17099,1,1,0
37255,0,1,1
37373,0,0,0
25968,1,1,0
51450,0,1,1
18887,0,1,0
11228,1,0,0
48116,1,1,0
47399,1,0,1
13430,0,0,0
31772,0,0,0
32028,0,0,0
35111,0,1,1
27146,0,1,0
40191,1,1,0
22884,1,0,0
10062,0,1,1
33671,0,1,1
22793,1,0,0
3968,1,1,1
49434,0,1,0
23159,1,1,0
25922,1,1,1
34379,0,1,1
47676,0,0,1
34509,1,1,0
30612,0,0,1
15832,0,1,1
2939,0,1,0
26974,0,1,0
49674,1,0,0
45921,0,1,1
35403,0,0,1
24438,1,1,1
51404,1,0,1
50304,0,0,0
18751,1,1,1
38,1,0,1
54212,1,0,1
54088,0,0,1
51603,0,0,0
44292,1,1,1
39,0,0,0
13987,1,1,0
40,1,0,0
25115,0,1,0
39094,1,0,0
26349,1,0,0
25936,0,0,1
6496,1,0,1
28008,0,1,0
33143,1,0,0
37183,0,0,1
52802,0,0,0
8748,0,0,0
11115,0,1,0
3789,1,0,1
52578,0,0,1
10159,1,0,1
6132,1,0,0
50775,1,0,0
20522,1,0,1
53159,0,0,0
34310,1,0,1
17178,0,0,0
3186,1,0,1
27421,1,1,1
38288,0,0,0
5508,0,0,1
3055,1,1,0
35503,0,1,1
49216,1,0,0
9427,1,1,0
48032,1,0,0
17348,0,1,1
51612,1,1,0
21756,0,1,0
5255,0,1,0
8114,1,1,0
38140,1,1,1
37064,0,1,0
16995,1,0,1
32241,1,1,0
5662,0,0,0
7437,1,0,1
3720,0,1,1
13100,0,1,0
48354,1,1,0
50036,1,0,0
5545,1,0,0
30481,1,1,1
2454,0,0,0
14275,0,1,0
43773,0,1,0
14501,0,0,1
5434,1,0,0
22407,0,1,1
41032,0,1,0
49063,1,1,1
27648,1,1,0
47898,1,0,0
9839,0,0,1
34375,0,0,0
12199,1,1,1
43589,0,0,1
15132,1,0,1
34750,0,0,0
49993,0,0,1
26237,0,0,0
30642,1,0,1
21095,1,1,0
32652,0,1,0
19174,0,1,0
53864,0,0,1
17444,0,1,1
43243,1,1,1
12557,1,0,1
39674,1,0,0
47471,0,0,0
42,0,1,1
43234,1,1,0
43992,1,0,0
5383,1,1,1
22845,1,0,1
41517,0,0,0
40248,1,0,1
48811,1,0,0
14574,0,1,0
22110,1,0,0
22123,0,1,1
50397,1,0,0
18121,0,1,1
23427,1,0,1
52023,1,0,1
43,1,1,1
36860,1,0,1
41438,0,1,0
1843,0,0,1
29440,1,1,1
54296,0,1,0
37652,1,0,1
34579,1,1,0
6478,1,1,0
37401,1,1,1
31274,1,0,1
42732,1,1,1
5975,0,1,1
25780,1,0,0
18410,1,1,1
40052,1,1,0
18161,1,1,1
36387,0,0,1
40554,0,1,0
32106,1,0,0
7941,0,0,1
44,0,1,1
12314,0,1,1
17132,1,0,1
16761,0,1,0
45,0,1,0
17046,1,0,0
36230,0,1,1
38177,1,0,0
4360,1,1,0
8503,1,1,1
2490,1,0,0
53854,0,1,1
46,1,0,0
50706,0,0,0
42771,1,1,0
34380,1,1,0
34514,0,1,1
51161,1,1,1
52351,1,0,0
22470,1,0,1
788,0,1,0
5725,1,0,0
32342,0,0,0
42918,0,0,0
6996,1,0,1
15545,1,0,0
20045,0,0,1
36674,1,0,0
45875,0,0,0
52640,1,0,0
47,0,1,0
31995,1,1,0
19429,1,1,0
26612,0,0,1
21461,1,0,0
34687,0,1,0
52105,1,1,1
21030,1,1,1
29537,1,1,0
48,1,0,0
52430,1,0,1
54,0,0,1
264,1,0,1
24286,1,0,0
4127,0,1,1
37586,0,0,0
15324,1,0,1
1950,1,0,1
14397,1,1,1
23704,1,1,1
18444,1,1,1
1192,1,1,0
15032,1,1,1
33711,1,1,0
46734,0,1,0
274,0,0,1
26224,1,0,1
31932,1,1,1
24014,1,1,1
4967,0,0,1
142,0,1,0
21195,1,1,1
10184,0,0,1
8389,1,0,1
48150,0,1,1
26607,0,0,0
49,1,0,1
9974,1,1,1
17807,0,0,0
35521,1,1,1
20388,0,1,0
11891,0,0,0
39176,0,1,1
41922,1,0,0
35942,0,0,0
16743,0,1,0
40137,0,0,1
50715,1,0,1
54198,1,0,1
2263,0,1,1
39179,1,0,0
15787,1,1,1
48528,1,0,1
293,0,0,0
33585,0,1,0
35605,1,1,0
33501,0,1,0
1372,0,1,1
50734,1,1,0
7465,0,0,0
23681,0,0,0
24481,1,0,0
39952,0,1,1
47248,1,0,1
27584,1,0,1
37330,0,1,1
53415,1,1,1
11604,1,1,0
47295,1,1,1
31221,0,1,1
44555,1,1,1
24644,1,0,0
33748,0,0,1
32080,0,0,0
26455,0,1,1
20110,0,1,0
38499,1,0,0
31679,1,1,1
43308,1,0,0
50502,0,1,1
31963,0,0,1
26307,1,0,0
5655,0,0,0
6652,0,1,0
4974,0,1,0
22610,1,0,1
19482,0,1,0
39662,1,1,1
9159,0,0,0
9161,1,1,0
43333,0,0,0
38956,1,0,1
13573,0,0,0
1965,0,0,1
19861,0,1,1
48182,0,0,1
24223,0,1,0
144,1,0,0
22649,0,0,0
44408,0,1,1
6203,1,1,1
26805,1,0,0
26807,1,1,0
19421,0,0,1
33121,1,0,0
43587,1,0,0
46761,1,1,0
973,1,0,0
45184,1,1,1
7182,0,1,1
10523,0,1,0
23102,1,0,1
25124,0,1,0
35467,0,1,0
21945,1,0,0
25538,1,0,1
42612,0,0,1
42992,0,0,0
53,1,1,0
17875,1,1,0
53439,1,1,0
54528,0,0,0
40757,0,0,0
48349,0,0,1
42275,1,0,0
25697,1,0,1
9461,0,0,0
9087,0,0,1
27942,0,0,1
11102,0,0,0
18912,1,0,0
6815,1,1,0
47183,1,0,0
48980,1,1,1
38466,1,1,1
9902,1,1,1
1034,1,1,0
39218,0,0,0
53274,0,0,1
4872,0,1,1
6859,1,0,1
41202,1,1,1
46892,0,1,0
22028,0,1,0
26138,0,0,1
24663,1,1,0
22983,1,0,0
18636,1,1,1
17379,1,0,1
10103,0,1,1
47160,1,1,1
3302,1,1,1
9016,0,1,1
8609,1,0,0
50229,1,1,0
21586,1,1,1
28678,0,0,0
35747,1,1,0
3497,1,1,0
47793,0,1,0
5860,1,1,1
1028,1,0,0
44279,1,0,0
55,0,1,0
33195,1,0,1
4082,0,1,0
43538,1,1,0
11106,1,1,0
8270,1,1,0
26164,0,1,1
1416,1,0,0
23888,0,0,0
52610,1,1,0
26170,1,0,1
13787,1,0,0
17265,0,0,1
36820,1,0,1
30258,1,0,0
26479,0,1,0
17082,1,0,0
25355,1,1,0
39337,0,0,1
54026,1,1,0
15704,1,0,0
32781,0,0,1
40487,1,0,0
12922,0,0,0
22054,1,1,1
4349,0,0,0
10992,0,0,1
41012,0,1,0
56,1,0,1
8158,1,0,1
48250,1,1,1
38772,0,1,0
52019,0,1,0
53831,1,1,1
24752,1,1,1
3336,1,1,1
14958,1,0,0
27694,0,1,0
37008,1,1,0
9929,0,1,0
22395,0,0,1
27083,1,0,0
31860,1,1,0
12245,0,1,1
35763,1,0,1
18814,1,0,0
49821,1,0,0
20364,0,0,0
12432,1,1,0
10700,1,1,0
45533,1,0,0
15658,1,0,0
33870,0,0,0
9220,0,0,1
518,0,0,1
15240,0,1,0
40900,0,1,1
33441,1,1,0
44595,1,1,1
25263,0,0,1
319,1,1,1
37961,1,0,0
27986,1,0,1
30645,1,1,0
1977,0,0,0
32919,1,1,0
14999,0,1,0
57,0,0,1
21062,0,0,0
11637,1,1,0
732,0,1,0
39100,1,1,0
8560,0,0,1
10083,1,1,0
24189,0,0,0
46731,0,1,1
7066,1,1,0
13785,0,0,1
7663,1,1,1
6184,1,1,0
28245,0,1,1
12852,1,0,0
47869,1,1,1
32585,1,1,0
24837,0,1,0
22738,1,0,0
25107,1,0,0
9531,0,0,0
621,0,1,0
35802,1,0,0
22024,0,0,0
6144,1,0,0
8678,0,0,1
13050,1,0,0
48999,0,1,0
20511,1,0,0
37646,1,0,1
54481,0,0,0
34250,0,1,0
54320,1,1,0
51598,1,0,1
7183,1,1,1
34241,0,1,0
22529,0,0,1
35122,1,1,0
51831,0,0,1
22696,1,0,1
33077,0,1,0
37281,1,0,0
48799,0,1,1
7691,1,0,0
11160,1,0,1
9288,0,0,0
40950,1,0,1
59,0,1,0
4292,0,1,1
24740,1,1,0
35595,0,0,0
43119,1,1,1
34572,1,1,0
42268,1,1,1
18358,0,0,0
60,1,1,0
30731,1,1,1
44860,1,1,0
31022,1,0,0
12555,0,0,0
23327,1,1,0
3017,0,0,0
11321,0,1,0
10261,1,1,1
32458,1,1,1
46740,0,0,0
7871,1,0,0
50606,0,1,0
43326,1,0,1
36767,1,0,0
40189,1,1,0
48181,0,1,1
34900,1,0,1
12746,0,1,0
18223,1,0,1
51002,1,0,1
49014,1,1,1
2357,0,0,1
22543,0,1,0
30361,0,0,0
10423,1,1,0
45153,1,1,1
22691,1,0,0
13023,0,1,1
99,1,1,0
24200,1,1,1
11513,0,0,0
12556,1,0,1
62,1,1,0
10193,0,0,0
13016,0,1,0
12890,1,1,0
33211,0,0,0
22777,1,0,1
47354,0,0,1
21168,0,1,0
14902,0,0,0
16412,1,0,0
15206,1,1,1
42866,1,0,1
39616,1,0,0
32192,0,0,1
2602,0,1,0
42029,1,0,1
3700,1,0,1
2897,0,0,0
37436,0,0,0
28142,1,0,1
31083,1,0,0
63,1,0,1
40203,1,0,1
28700,1,0,1
23335,1,0,0
45347,1,0,1
42510,1,0,1
20367,0,0,1
27596,1,1,1
234,0,1,0
64,0,1,1
33534,1,1,1
19609,1,0,1
16773,1,0,1
8659,1,1,0
22955,1,0,0
42638,1,1,0
45758,0,1,0
15858,1,0,1
11889,1,0,1
52040,0,1,0
11954,1,1,0
28602,1,0,0
44795,1,1,0
1083,0,0,0
35783,0,0,1
25112,0,0,0
46599,1,0,0
25167,0,1,0
29885,0,0,1
65,1,1,1
9989,1,0,0
40073,0,0,1
44248,1,0,1
7870,1,0,1
41595,0,0,1
66,1,0,0
34958,0,1,0
27077,1,0,0
4714,0,1,0
52793,0,1,0
52965,0,0,1
50801,1,0,1
29086,1,1,0
6018,0,1,0
30452,0,1,0
37884,0,0,1
38355,1,0,0
27752,0,1,1
45847,1,1,0
19903,1,1,0
52520,0,0,1
9009,1,0,0
345,0,1,1
11730,1,1,1
19540,0,1,1
21481,1,1,0
20842,1,0,0
14204,0,0,1
44023,1,0,0
12500,0,0,0
36637,0,0,1
42105,1,0,1
14423,1,0,0
21468,1,0,1
38571,1,0,1
45208,0,1,0
23274,0,1,1
2699,1,1,1
34713,1,0,0
13709,0,0,1
25831,0,1,0
2550,0,1,1
20167,1,0,0
4133,1,0,1
3678,1,1,0
26465,0,1,0
4574,1,0,0
44420,1,0,0
48569,1,0,1
11387,0,0,1
42178,0,0,1
18355,0,0,1
16031,1,0,0
47013,1,1,1
29048,1,1,0
37444,1,0,0
10925,1,1,0
5566,0,0,0
21459,1,1,0
8053,0,1,1
41423,0,1,1
9968,0,1,1
67,0,0,0
23219,0,0,1
4462,1,0,0
425,0,0,1
37298,0,0,1
52436,0,0,0
36037,1,1,1
4771,1,0,0
38671,1,1,0
42840,0,1,1
12826,0,0,0
30392,1,1,1
5103,0,0,1
14490,1,1,0
24242,0,1,1
13755,0,1,1
16686,1,1,0
48573,1,1,0
24803,1,0,1
33363,0,1,0
48133,0,1,0
22645,1,0,0
50710,1,1,0
42494,1,1,0
31184,1,0,1
15939,1,1,1
46088,0,0,1
29304,0,1,1
35813,1,0,0
52099,0,0,0
53443,1,0,1
34730,0,0,0
31606,1,0,0
22088,0,0,1
47098,1,1,0
43969,0,1,0
4939,0,1,1
1073,1,1,0
19708,1,1,1
47371,1,0,1
19859,0,1,0
9837,1,0,1
14616,1,0,0
10720,0,1,1
29348,0,0,1
48695,0,1,1
20282,0,0,0
13377,1,0,1
48518,0,0,1
54303,1,0,0
37099,0,0,0
28351,0,1,1
54428,1,1,0
53345,1,1,1
45248,0,1,1
39865,1,0,0
