,L,A,Y
21678,0,0,0
20518,1,1,1
7866,1,0,1
17118,0,0,0
18,0,0,0
6108,0,0,0
39725,0,0,0
5467,0,0,0
34496,0,0,0
17569,1,0,1
22660,0,0,0
51567,0,0,0
44612,0,0,0
11402,1,1,1
27726,0,1,1
41856,1,0,0
11190,0,0,0
7414,1,1,1
20,1,0,0
476,1,1,1
14741,0,0,0
4505,0,0,1
31316,0,0,0
31365,1,1,1
12875,1,0,0
12674,0,1,1
27622,0,0,0
21644,0,0,0
28607,1,0,1
50704,0,0,0
53722,0,1,0
14546,0,0,0
2927,1,1,1
3940,0,1,1
4906,1,1,1
35659,1,0,0
49106,0,0,0
32213,0,1,1
6401,0,0,0
45076,0,0,0
12280,0,0,0
29050,0,1,1
17223,1,0,1
29493,0,0,0
11239,0,0,0
13752,1,0,0
22944,0,0,0
24197,0,0,0
39896,1,0,0
29061,0,1,0
1133,0,0,0
22422,0,0,0
27989,0,0,0
44009,1,0,0
30011,1,1,0
41818,0,1,1
45778,0,1,0
11238,0,0,0
31800,1,0,0
7267,0,0,0
51405,0,0,0
47823,0,0,0
42463,1,1,0
41609,0,0,0
5603,1,1,0
15243,0,0,0
17882,1,0,0
10229,0,0,0
372,0,0,0
17301,0,0,0
16445,0,0,1
29115,0,0,0
52192,0,0,1
19402,0,0,0
46075,0,0,0
34235,0,0,1
52909,0,0,0
11288,0,0,0
37761,0,0,0
6487,0,0,0
25138,0,0,0
24395,1,0,0
5431,0,0,0
28822,0,0,0
23032,1,0,0
31433,0,0,0
16047,1,0,0
26841,0,0,0
47454,1,1,1
41297,1,0,0
46998,0,0,0
11347,0,0,0
5447,0,0,0
33142,0,0,0
7786,0,0,0
28316,1,1,0
47682,0,0,0
28942,1,1,1
5693,0,0,0
7581,1,0,0
19,1,1,1
44802,1,0,1
1573,0,0,0
43240,0,0,0
34531,1,0,0
38270,1,0,0
19971,0,0,0
2443,0,1,0
19305,0,0,1
47609,1,0,0
15226,1,0,1
1251,1,1,1
49618,1,1,1
21,0,0,0
25080,0,0,0
3722,0,0,0
11085,0,0,0
8873,0,0,0
24394,0,0,1
11000,0,0,0
3162,0,1,0
12867,0,1,1
12977,0,0,0
36572,0,1,0
3890,0,0,0
103,0,0,0
14014,0,0,0
3698,0,0,0
22044,1,1,1
21464,1,1,1
50740,1,1,1
37721,0,0,0
23022,0,1,1
22,0,0,0
17846,0,0,1
19322,0,0,0
40055,0,0,0
37805,1,1,0
12509,0,0,0
8080,1,1,0
28326,1,1,1
21213,0,0,0
21898,0,0,0
3106,0,0,0
5587,1,1,1
8101,0,0,0
17511,0,0,0
27847,0,0,0
28126,0,0,0
27660,0,1,0
48330,0,0,0
53315,1,0,1
35566,0,0,1
28391,0,0,0
51894,0,0,0
17098,1,1,1
18628,0,0,0
27251,0,0,0
32235,0,0,0
2150,0,0,0
16141,1,1,1
37714,1,0,0
39808,0,0,0
23251,0,0,0
42934,0,0,0
4999,0,0,0
47444,0,0,0
42606,0,0,0
46929,0,0,1
16424,1,0,0
11485,0,0,0
11652,1,0,0
15836,0,0,0
18063,1,1,1
39547,0,0,0
45479,0,0,0
1766,0,0,1
26173,0,1,1
33437,0,1,0
10725,1,0,0
9114,1,1,1
41965,0,1,1
7622,0,0,1
31035,1,0,0
28730,0,0,0
5228,1,1,1
53019,0,0,0
43210,0,1,0
44975,0,0,0
30972,0,0,0
28640,1,0,0
38531,1,0,0
26918,0,0,0
23832,0,0,0
53169,0,0,0
5297,1,0,0
29610,0,0,0
45981,0,0,0
12295,0,0,0
5293,0,0,0
19673,0,1,0
36062,1,0,0
34409,0,0,0
50591,1,1,1
18211,0,1,0
9321,0,1,0
8711,0,0,0
46226,0,0,0
16278,0,0,0
50888,0,0,0
5919,1,0,0
1137,0,0,0
226,0,0,0
53123,0,0,0
20047,1,0,0
23472,0,1,1
23,0,0,0
47494,1,1,1
23667,0,1,1
36350,1,0,0
38472,1,0,0
12752,0,1,1
13171,1,1,1
27245,1,1,1
30803,1,0,0
24,0,0,0
313,0,0,1
22256,0,0,0
35322,1,1,1
48891,0,0,0
45670,1,0,0
46578,0,1,0
52372,1,0,0
25,0,0,0
2137,0,1,1
42706,0,0,0
19522,0,0,0
24399,1,0,0
39170,0,1,1
16193,1,1,1
20221,0,0,0
15089,1,0,0
29311,0,0,0
29718,1,0,0
15298,1,0,0
27472,1,0,1
47993,0,0,0
49845,0,0,0
15723,0,0,0
37393,0,0,1
44869,1,1,1
36784,0,0,0
27437,1,0,1
6105,0,0,0
52431,0,1,1
11928,1,0,1
53762,0,0,1
42476,0,0,0
26,0,0,1
18747,1,0,0
54219,1,0,0
16065,0,0,0
14822,1,0,1
41605,1,0,0
27,1,0,0
37055,1,0,0
21891,0,0,0
20907,0,1,0
10360,1,1,1
4966,0,0,0
54058,0,0,0
5019,0,0,0
31533,0,0,0
34897,0,0,0
44298,1,1,0
53884,0,0,0
25566,0,0,0
24149,0,0,0
19897,0,0,0
30297,0,0,0
16690,0,0,0
39969,1,1,1
46252,1,0,1
45062,1,0,0
2565,0,0,0
33594,0,0,0
17264,0,0,0
49059,0,0,0
9251,0,1,1
36461,0,0,0
50440,0,0,0
16646,0,0,0
16426,0,0,0
46816,1,0,1
31390,0,0,0
17785,0,0,0
36491,0,0,0
16490,0,0,0
17611,0,0,0
28078,0,0,0
27978,0,1,0
18505,1,0,0
26281,0,0,0
1945,0,1,0
11758,0,0,0
39970,0,0,1
1175,0,0,0
53921,0,0,0
50252,1,0,0
50059,0,0,0
46703,0,0,0
25650,0,0,0
46758,1,0,0
38869,0,0,0
48868,1,0,0
28107,1,0,1
51188,0,0,0
28052,0,0,0
1457,0,0,0
31896,0,1,0
10304,0,0,0
28,0,0,1
37601,0,0,0
12985,1,1,1
52011,1,0,1
44844,1,1,1
50544,0,0,0
460,0,0,0
273,0,0,1
3004,0,0,0
31469,1,0,0
4423,0,0,0
29135,0,0,0
26888,0,0,0
7877,1,0,1
5475,0,0,0
29,0,0,0
18966,0,0,0
53885,1,0,0
35102,0,0,0
30766,0,0,0
44832,0,0,0
22014,0,0,0
27498,0,0,1
47465,0,0,0
41659,0,0,0
54529,0,1,1
20578,1,1,0
5449,1,0,0
29815,1,0,0
10956,1,0,0
33041,0,0,0
48622,1,0,0
10487,0,0,0
33046,0,0,0
41956,1,0,0
22148,0,0,0
9056,0,0,0
28461,0,1,0
53358,0,0,0
40963,0,0,0
29895,1,0,0
18704,1,1,1
46479,0,0,0
12198,1,0,0
51886,0,0,0
1876,1,1,1
14737,1,1,1
34695,1,0,0
10467,0,1,1
30697,0,0,0
40484,0,0,0
605,1,0,1
10867,0,0,0
30,0,1,1
40763,1,1,1
31,0,1,1
11459,1,1,1
49996,0,0,0
47172,0,0,0
32,1,0,0
38131,1,0,0
35977,0,1,1
46657,0,1,1
3829,1,0,0
11785,0,0,0
42979,1,1,0
36447,0,0,0
45580,1,1,1
28206,0,0,0
14128,1,0,1
31585,1,1,1
32486,0,0,1
3592,0,0,1
8048,1,0,0
4010,1,1,0
42144,1,0,0
53590,0,0,0
6249,0,0,0
26179,0,0,0
21640,0,0,0
12438,1,0,0
35077,0,0,0
4955,1,0,1
54281,0,0,0
41065,0,0,0
38940,0,0,0
33,1,0,1
49530,0,0,0
35494,0,0,0
37172,0,0,0
43390,0,0,0
47931,0,0,0
32104,0,0,0
41611,0,1,1
20529,0,0,0
48413,0,0,0
34,1,0,0
5358,0,1,1
15604,0,0,0
18526,0,0,0
45774,1,0,0
25559,0,0,0
13476,0,0,0
14342,0,0,0
13767,0,1,1
31688,0,0,1
20557,0,0,0
35358,0,1,0
42162,0,0,0
54062,0,1,1
635,0,0,0
23600,1,0,1
51561,0,1,0
32673,0,0,0
12474,0,0,0
7868,1,0,0
31459,0,0,0
36053,0,0,0
25586,0,0,0
46355,0,0,0
9054,0,0,0
52748,0,0,1
18890,1,1,1
37083,1,1,1
7611,0,0,0
35775,0,0,0
13853,0,0,0
32466,0,0,0
1486,0,0,0
242,0,0,1
26894,0,0,0
20911,0,0,0
14371,0,0,0
12701,0,0,0
23676,0,0,0
4388,0,0,0
14485,0,0,0
36063,0,0,0
24352,1,1,1
25274,0,0,0
8126,1,1,0
44452,0,0,1
33017,1,0,0
9484,1,1,1
6978,1,1,1
52601,0,0,0
24688,0,1,0
43244,0,0,0
26909,0,0,0
46073,0,0,0
43905,1,0,0
35,0,1,1
1389,0,0,0
36,0,0,0
52842,0,0,1
9450,1,0,1
12009,0,1,1
52021,0,0,0
47535,0,0,0
14162,0,1,0
17755,0,0,0
39205,0,0,0
11577,1,0,0
12754,0,1,1
9380,1,0,0
42213,0,0,0
9709,0,0,0
49245,0,0,0
2609,0,0,0
37450,0,0,0
40906,0,0,0
47138,0,0,0
4280,0,0,0
28552,0,0,0
22668,0,0,0
21639,0,1,1
716,0,0,0
34544,0,0,0
29138,0,0,0
43873,1,0,0
33793,0,0,0
35266,0,0,0
25308,0,0,0
16079,0,0,0
39643,0,0,0
35539,0,1,0
43977,0,1,0
42389,0,0,0
3747,0,0,0
5163,0,1,0
15088,0,0,0
50879,0,0,0
19163,1,0,0
41452,0,0,0
53561,0,0,0
26995,1,0,0
2580,0,0,1
47396,0,0,1
45357,1,1,0
2988,1,0,0
31537,0,0,0
7099,1,0,1
1009,0,0,0
5229,0,0,0
12490,1,1,0
46809,0,0,0
31246,1,0,0
51924,0,0,0
5387,0,0,0
30688,0,0,0
45004,1,0,1
31394,0,0,0
24291,0,1,1
24439,1,1,1
27223,0,1,1
41162,0,1,1
28900,1,0,0
49400,1,1,1
29475,1,0,1
3054,0,1,0
25772,0,0,0
48361,0,0,1
7686,0,1,1
13705,1,1,1
47065,1,0,0
38385,0,0,0
35342,0,1,1
16164,1,0,1
31062,0,0,0
4761,1,1,1
48026,0,0,0
39066,1,0,0
43924,0,0,0
32605,0,0,0
37,0,1,0
9764,0,0,0
25711,1,0,0
36702,0,0,0
30389,0,0,0
46566,0,0,0
24478,0,0,0
37891,0,0,0
30227,0,0,0
6898,0,0,1
22986,0,0,0
2874,0,0,0
53436,1,0,0
32878,0,0,1
17099,0,0,0
37255,1,0,0
37373,1,0,0
25968,1,1,1
51450,1,1,1
18887,1,0,1
11228,1,1,0
48116,0,0,0
47399,1,0,0
13430,0,0,0
31772,0,0,0
32028,0,0,0
35111,0,0,0
27146,1,1,1
40191,0,0,0
22884,0,0,0
10062,1,0,0
33671,0,1,0
22793,0,0,0
3968,0,0,1
49434,1,0,0
23159,0,0,0
25922,0,0,0
34379,0,0,0
47676,0,1,1
34509,0,0,0
30612,0,0,0
15832,0,0,0
2939,0,1,0
26974,1,1,1
49674,0,0,0
45921,0,0,0
35403,1,0,0
24438,0,0,1
51404,1,0,0
50304,0,0,0
18751,0,1,1
38,0,0,0
54212,1,0,1
54088,0,0,1
51603,0,0,0
44292,0,0,0
39,0,0,1
13987,1,1,1
40,1,0,0
25115,0,0,0
39094,0,0,0
26349,0,0,0
25936,0,0,0
6496,0,0,1
28008,0,1,0
33143,1,0,0
37183,0,0,0
52802,0,0,0
8748,1,0,1
11115,0,0,0
3789,1,0,0
52578,0,0,0
10159,1,1,1
6132,1,0,1
50775,1,1,0
20522,1,0,0
53159,0,0,0
34310,0,0,0
17178,0,1,1
3186,1,1,0
27421,0,1,0
38288,0,0,0
5508,0,0,0
3055,1,0,0
35503,0,0,0
49216,0,0,0
9427,0,0,0
48032,0,1,0
17348,0,0,0
51612,0,0,0
21756,0,0,0
5255,0,0,0
8114,1,0,0
38140,0,1,1
37064,0,1,1
16995,0,0,1
32241,0,0,0
5662,1,0,1
7437,0,1,1
3720,0,0,0
13100,0,1,1
48354,0,0,0
50036,0,1,0
5545,0,0,0
30481,0,1,0
2454,0,0,0
14275,0,0,0
43773,0,0,0
14501,0,1,0
5434,0,1,1
22407,1,1,0
41032,0,1,0
49063,1,0,0
27648,0,0,0
47898,0,0,1
9839,1,0,0
34375,0,0,0
12199,0,0,0
43589,0,0,0
15132,0,0,0
34750,0,1,0
49993,0,0,1
26237,1,0,0
30642,0,0,0
21095,0,0,0
32652,0,0,0
19174,0,1,0
53864,0,0,0
17444,0,1,0
43243,1,0,0
12557,1,0,0
39674,1,1,1
47471,0,0,0
42,0,0,0
43234,0,1,1
43992,0,0,0
5383,1,1,1
22845,1,1,0
41517,1,0,0
40248,1,0,1
48811,0,0,0
14574,0,0,0
22110,0,0,0
22123,0,0,0
50397,1,0,0
18121,1,1,0
23427,0,0,1
52023,1,0,0
43,1,0,0
36860,1,1,0
41438,1,1,0
1843,0,0,1
29440,0,0,0
54296,0,0,0
37652,0,0,0
34579,0,0,0
6478,1,0,0
37401,0,0,0
31274,1,0,1
42732,0,1,1
5975,1,1,0
25780,0,0,0
18410,0,0,0
40052,0,0,0
18161,0,0,0
36387,1,0,1
40554,0,0,1
32106,1,0,0
7941,1,0,0
44,1,1,1
12314,0,0,0
17132,1,0,0
16761,1,1,0
45,0,0,0
17046,1,1,1
36230,0,1,1
38177,0,0,0
4360,1,0,0
8503,0,1,1
2490,0,0,0
53854,0,1,1
46,1,1,1
50706,0,0,0
42771,0,0,1
34380,0,1,1
34514,1,0,1
51161,0,0,0
52351,0,0,0
22470,0,0,0
788,0,0,0
5725,1,0,0
32342,0,0,0
42918,0,0,0
6996,0,0,0
15545,0,1,1
20045,1,1,0
36674,1,1,0
45875,0,1,1
52640,0,1,0
47,0,1,0
31995,0,0,0
19429,0,0,0
26612,1,0,1
21461,0,0,0
34687,0,0,0
52105,0,1,1
21030,0,0,0
29537,1,1,1
48,0,0,0
52430,0,1,1
54,0,0,0
264,0,0,0
24286,1,1,0
4127,0,0,1
37586,1,0,0
15324,0,0,0
1950,1,1,1
14397,0,0,0
23704,0,1,0
18444,0,0,0
1192,1,1,0
15032,0,1,0
33711,0,0,0
46734,0,1,0
274,0,0,0
26224,1,1,0
31932,0,0,0
24014,0,0,0
4967,1,0,1
142,1,0,1
21195,0,1,0
10184,1,1,1
8389,0,0,0
48150,0,0,0
26607,0,0,0
49,0,0,0
9974,1,1,1
17807,1,0,0
35521,0,1,1
20388,1,0,0
11891,1,0,0
39176,0,0,1
41922,1,1,1
35942,1,1,1
16743,0,0,0
40137,0,1,0
50715,1,1,1
54198,0,1,1
2263,0,1,1
39179,0,0,0
15787,1,1,1
48528,0,1,0
293,0,0,0
33585,0,1,0
35605,0,0,0
33501,1,1,1
1372,1,0,0
50734,1,0,0
7465,1,0,0
23681,0,0,0
24481,0,0,0
39952,0,0,0
47248,0,1,1
27584,0,1,1
37330,0,0,0
53415,1,0,1
11604,0,0,1
47295,0,0,0
31221,0,0,0
44555,0,0,0
24644,0,0,0
33748,1,1,1
32080,0,0,0
26455,1,0,0
20110,1,0,0
38499,1,0,1
31679,1,0,0
43308,0,0,0
50502,0,1,0
31963,0,1,0
26307,0,0,0
5655,1,0,1
6652,0,0,0
4974,0,0,0
22610,0,0,0
19482,1,1,0
39662,0,0,1
9159,1,0,0
9161,0,1,0
43333,0,0,0
38956,0,0,0
13573,1,0,1
1965,0,0,0
19861,0,0,0
48182,0,1,0
24223,1,0,1
144,0,1,0
22649,0,0,0
44408,0,0,0
6203,1,0,0
26805,1,1,1
26807,1,0,0
19421,0,0,0
33121,0,0,0
43587,0,1,1
46761,0,0,0
973,1,1,1
45184,0,0,0
7182,0,0,0
10523,0,0,0
23102,1,0,1
25124,1,0,0
35467,0,0,0
21945,0,0,0
25538,1,0,1
42612,1,0,0
42992,0,0,0
53,1,0,0
17875,0,1,1
53439,0,1,1
54528,0,0,0
40757,0,0,0
48349,1,1,1
42275,1,1,1
25697,0,1,0
9461,0,0,0
9087,1,0,1
27942,0,1,1
11102,1,1,1
18912,1,1,0
6815,1,1,0
47183,1,0,1
48980,0,0,0
38466,1,1,1
9902,0,0,0
1034,0,0,0
39218,1,1,1
53274,0,0,0
4872,1,0,0
6859,0,0,0
41202,0,0,0
46892,1,0,0
22028,0,0,0
26138,1,0,0
24663,1,1,0
22983,0,0,1
18636,1,1,0
17379,0,0,0
10103,1,0,0
47160,0,0,0
3302,0,0,0
9016,1,0,1
8609,1,1,1
50229,0,1,0
21586,0,0,0
28678,0,0,0
35747,0,0,0
3497,0,0,0
47793,0,0,0
5860,1,1,1
1028,0,0,0
44279,0,0,0
55,0,1,0
33195,1,1,1
4082,0,0,0
43538,0,0,0
11106,0,0,0
8270,0,1,0
26164,0,0,1
1416,1,0,0
23888,0,0,0
52610,1,0,0
26170,0,0,0
13787,1,0,0
17265,0,0,0
36820,0,0,0
30258,1,1,1
26479,0,0,0
17082,1,0,0
25355,0,0,0
39337,1,0,0
54026,0,0,0
15704,0,0,0
32781,0,0,0
40487,0,0,0
12922,1,0,1
22054,0,0,0
4349,0,1,1
10992,1,0,0
41012,0,0,0
56,1,0,0
8158,0,0,0
48250,0,0,0
38772,1,0,0
52019,0,0,0
53831,0,0,0
24752,0,0,0
3336,0,0,0
14958,0,0,0
27694,0,0,0
37008,0,0,0
9929,0,0,0
22395,0,0,1
27083,0,0,0
31860,1,0,1
12245,0,0,0
35763,0,0,0
18814,0,0,0
49821,0,1,0
20364,0,0,0
12432,0,1,1
10700,0,0,0
45533,1,0,0
15658,0,0,0
33870,0,0,0
9220,0,1,0
518,0,0,0
15240,0,0,1
40900,1,0,0
33441,1,1,1
44595,0,0,0
25263,0,0,0
319,0,0,0
37961,0,0,0
27986,0,0,0
30645,0,0,0
1977,0,0,0
32919,1,1,1
14999,0,1,0
57,0,0,0
21062,0,0,1
11637,0,0,0
732,0,0,0
39100,0,0,0
8560,0,0,0
10083,1,0,0
24189,0,1,0
46731,0,0,0
7066,0,0,0
13785,1,1,1
7663,0,0,1
6184,1,0,0
28245,0,0,0
12852,1,1,0
47869,0,0,0
32585,0,0,0
24837,0,0,0
22738,0,0,0
25107,0,0,0
9531,0,0,0
621,0,0,0
35802,1,0,0
22024,0,1,0
6144,1,1,1
8678,1,0,0
13050,0,1,1
48999,0,0,1
20511,1,1,1
37646,0,1,0
54481,0,0,0
34250,1,1,1
54320,1,0,0
51598,0,0,0
7183,1,1,1
34241,0,0,0
22529,1,1,1
35122,0,0,0
51831,0,0,0
22696,0,1,1
33077,0,0,0
37281,0,0,0
48799,0,0,0
7691,0,0,1
11160,1,1,1
9288,0,0,0
40950,0,1,0
59,0,1,1
4292,0,1,0
24740,0,0,0
35595,0,0,0
43119,0,0,0
34572,0,0,0
42268,0,0,0
18358,1,1,1
60,0,1,1
30731,0,1,1
44860,0,1,1
31022,1,0,0
12555,0,0,1
23327,0,0,0
3017,1,0,0
11321,0,0,0
10261,0,0,0
32458,0,0,0
46740,0,0,0
7871,0,0,0
50606,0,0,0
43326,0,0,0
36767,0,1,1
40189,1,0,0
48181,0,0,0
34900,0,0,0
12746,0,0,0
18223,0,1,0
51002,0,0,0
49014,1,0,0
2357,1,0,0
22543,0,1,1
30361,1,1,1
10423,0,0,0
45153,1,1,0
22691,0,0,0
13023,0,0,0
99,0,0,0
24200,1,1,1
11513,0,0,1
12556,0,1,1
62,0,0,1
10193,0,0,1
13016,0,0,0
12890,1,1,0
33211,1,1,1
22777,0,0,0
47354,0,0,0
21168,0,0,1
14902,0,0,0
16412,1,1,0
15206,1,1,0
42866,0,1,1
39616,0,0,0
32192,1,0,0
2602,0,0,0
42029,0,0,0
3700,1,1,1
2897,0,0,0
37436,0,0,0
28142,0,0,0
31083,0,0,0
63,0,0,0
40203,1,0,1
28700,0,0,0
23335,0,0,1
45347,1,1,1
42510,0,0,0
20367,0,0,1
27596,0,0,0
234,0,0,1
64,0,0,0
33534,1,0,0
19609,1,0,1
16773,0,0,0
8659,0,0,0
22955,1,1,1
42638,1,1,1
45758,1,1,0
15858,0,1,0
11889,1,1,1
52040,0,0,0
11954,0,0,0
28602,1,0,1
44795,0,0,0
1083,0,0,0
35783,1,0,0
25112,0,1,1
46599,0,1,1
25167,1,0,1
29885,0,0,1
65,0,1,1
9989,0,1,0
40073,1,0,0
44248,1,0,1
7870,0,0,1
41595,0,0,0
66,0,0,0
34958,1,0,0
27077,0,0,0
4714,0,0,0
52793,0,0,0
52965,0,0,0
50801,0,1,0
29086,1,1,1
6018,1,1,1
30452,1,0,1
37884,0,0,0
38355,0,0,0
27752,1,1,0
45847,1,0,1
19903,0,1,0
52520,1,1,1
9009,1,1,1
345,0,1,1
11730,0,0,0
19540,0,1,0
21481,0,1,1
20842,0,0,0
14204,0,0,1
44023,1,1,1
12500,0,0,0
36637,0,0,0
42105,0,0,0
14423,0,0,0
21468,0,0,0
38571,1,0,0
45208,1,1,1
23274,0,0,0
2699,1,0,0
34713,0,0,0
13709,0,0,0
25831,1,0,0
2550,0,0,1
20167,0,0,0
4133,0,0,0
3678,0,0,0
26465,0,0,0
4574,0,1,0
44420,0,0,0
48569,1,0,0
11387,0,0,0
42178,0,0,0
18355,1,0,0
16031,1,0,0
47013,1,0,0
29048,0,0,0
37444,0,0,1
10925,0,0,0
5566,0,0,0
21459,0,0,0
8053,0,0,0
41423,1,0,0
9968,0,0,0
67,0,0,0
23219,0,1,0
4462,0,1,0
425,0,1,1
37298,0,0,0
52436,1,0,0
36037,1,0,0
4771,0,1,0
38671,0,0,0
42840,0,0,0
12826,1,1,1
30392,0,0,0
5103,0,0,0
14490,1,1,1
24242,0,1,0
13755,0,1,0
16686,1,0,0
48573,1,0,0
24803,0,0,0
33363,0,1,0
48133,0,0,0
22645,0,0,0
50710,0,0,0
42494,0,1,1
31184,0,0,0
15939,0,0,0
46088,1,1,1
29304,1,0,0
35813,1,0,1
52099,1,1,1
53443,0,0,0
34730,1,0,0
31606,0,0,0
22088,0,0,0
47098,1,1,1
43969,0,0,0
4939,0,0,0
1073,0,0,0
19708,0,0,0
47371,0,0,0
19859,1,0,1
9837,1,1,1
14616,1,1,0
10720,1,1,1
29348,0,0,0
48695,0,0,0
20282,0,0,0
13377,0,0,0
48518,0,1,0
54303,1,1,1
37099,0,0,1
28351,0,0,0
54428,1,0,0
53345,0,1,0
45248,0,0,0
39865,0,0,0
