,L,A,Y
395,0,0,1
396,1,0,0
397,1,0,0
398,0,0,0
399,1,0,0
400,1,1,0
401,0,1,0
402,1,1,1
403,1,0,0
404,0,0,0
405,1,0,1
406,0,1,0
407,0,1,0
408,1,1,0
409,0,1,0
410,1,1,0
411,1,0,0
412,0,0,0
413,1,1,0
414,1,0,1
415,1,0,0
416,1,0,1
417,1,0,0
418,1,1,1
419,1,1,1
420,0,0,0
421,0,1,0
422,1,1,0
423,0,1,0
424,0,1,0
425,1,1,0
426,1,0,1
427,1,0,0
428,0,1,0
429,1,1,1
430,1,1,1
431,0,1,1
432,1,1,0
433,0,1,0
434,0,1,0
435,0,1,1
436,0,0,0
437,1,1,1
438,0,1,0
439,1,0,1
440,1,0,0
441,0,1,0
442,1,0,1
443,0,1,0
444,1,0,1
445,0,1,1
446,0,0,1
447,0,1,0
448,1,0,0
449,0,1,1
450,0,0,1
451,1,0,1
452,0,0,0
453,0,0,0
454,1,0,0
455,1,1,0
456,0,1,1
457,1,0,0
458,0,1,0
459,0,1,0
460,1,0,1
461,1,1,1
462,1,1,0
463,0,1,0
464,1,0,1
465,1,0,0
466,1,1,0
467,0,1,0
468,1,1,1
469,1,0,0
470,0,1,1
471,0,1,0
472,0,0,0
473,0,1,0
474,0,1,1
475,0,0,0
476,1,0,0
477,0,0,1
478,0,0,0
479,1,0,0
480,0,0,1
481,1,0,1
482,0,0,1
483,1,0,1
484,0,0,1
485,1,1,0
486,0,1,0
487,0,0,0
488,0,1,0
489,1,1,1
490,1,1,0
491,0,1,0
492,0,0,1
493,0,1,1
494,1,1,1
495,0,1,1
496,1,0,1
497,1,1,0
498,0,1,0
499,1,0,0
500,0,0,0
501,1,1,0
502,0,0,1
503,1,0,0
504,1,1,0
505,0,1,1
506,1,0,1
507,0,1,1
508,1,1,0
509,1,1,0
510,0,1,0
511,1,1,0
512,0,0,1
513,1,1,0
514,0,0,0
515,0,1,0
516,0,0,1
517,0,1,0
518,0,1,0
519,1,0,0
520,1,1,0
521,0,0,1
522,1,0,0
523,1,0,0
524,0,0,0
525,0,0,1
526,1,1,1
527,0,0,0
528,0,0,0
529,0,0,1
530,0,0,1
531,0,0,0
532,1,1,0
533,1,1,1
534,0,1,0
535,1,1,0
536,1,0,1
537,1,1,0
538,0,1,0
539,1,0,0
540,1,0,1
541,0,0,0
542,0,0,0
543,1,1,1
544,1,1,0
545,0,0,1
546,0,1,1
547,0,1,1
548,0,0,0
549,0,0,1
550,0,0,0
551,0,0,1
552,0,0,1
553,1,1,0
554,0,1,1
555,1,0,1
556,0,1,0
557,0,0,1
558,1,0,0
559,0,1,0
560,0,1,0
561,0,1,0
562,0,0,1
563,1,0,1
564,0,1,1
565,0,1,0
566,1,1,0
567,0,1,1
568,0,1,0
569,0,1,1
570,1,0,1
571,1,0,1
572,1,1,0
573,1,1,1
574,0,0,1
575,1,0,1
576,0,0,0
577,0,1,1
578,0,0,0
579,0,1,0
580,1,0,1
581,1,1,1
582,1,0,0
583,0,0,0
584,1,0,1
585,1,1,0
586,0,1,1
587,0,1,0
588,0,0,1
589,0,0,1
590,1,0,1
591,1,1,1
592,0,1,1
593,0,1,1
594,1,0,0
595,1,0,0
596,0,1,0
597,1,0,0
598,1,1,0
599,0,1,1
600,0,0,1
601,0,1,0
602,0,1,1
603,1,0,1
604,1,1,0
605,0,0,0
606,0,0,0
607,0,1,1
608,0,0,0
609,1,1,1
610,0,1,0
611,0,1,0
612,0,1,1
613,0,0,1
614,0,0,1
615,0,1,0
616,1,0,1
617,0,0,0
618,1,1,1
619,1,1,1
620,1,0,1
621,0,1,1
622,1,0,0
623,0,0,1
624,0,1,1
625,0,1,1
626,1,0,0
627,1,0,1
628,1,0,1
629,1,0,0
630,0,0,1
631,1,1,0
632,1,0,0
633,1,1,0
634,0,1,0
635,1,1,1
636,0,0,1
637,0,1,0
638,0,0,1
639,0,0,1
640,1,0,1
641,1,0,1
642,1,1,1
643,0,0,1
644,0,1,0
645,0,0,0
646,1,0,1
647,0,1,0
648,0,1,1
649,0,1,1
650,1,0,0
651,1,1,0
652,0,0,0
653,0,1,1
654,1,1,0
655,1,0,1
656,0,1,1
657,1,1,0
658,0,1,0
659,0,1,0
660,1,0,0
661,1,1,1
662,1,1,1
663,0,1,0
664,0,1,1
665,0,1,0
666,1,0,1
667,0,1,1
668,1,0,0
669,1,0,1
670,1,1,1
671,0,0,0
672,0,1,1
673,1,0,1
674,0,1,0
675,0,0,1
676,0,1,0
677,1,0,0
678,1,1,1
679,1,0,1
680,0,1,1
681,1,1,1
682,1,0,1
683,0,1,1
684,1,0,1
685,0,0,0
686,0,0,1
687,1,0,0
688,1,0,1
689,0,0,0
690,1,0,1
691,1,0,0
692,0,1,0
693,1,1,0
694,0,1,0
695,1,1,1
696,1,0,0
697,1,0,0
698,0,0,1
699,1,0,0
700,0,1,0
701,0,0,0
702,1,0,1
703,0,0,1
704,0,0,0
705,1,0,1
706,0,1,0
707,1,1,0
708,0,1,1
709,1,1,1
710,1,1,1
711,1,1,0
712,1,0,0
713,0,0,0
714,0,1,1
715,0,0,0
716,0,0,0
717,0,0,1
718,0,0,0
719,1,1,1
720,1,0,1
721,1,0,0
722,1,1,0
723,0,0,1
724,1,0,1
725,0,0,1
726,0,0,0
727,0,0,0
728,1,1,0
729,0,0,1
730,0,1,0
731,0,1,1
732,0,0,1
733,0,1,1
734,1,0,0
735,0,1,0
736,1,0,1
737,1,1,1
738,1,1,0
739,0,0,0
740,1,0,1
741,1,0,1
742,1,1,0
743,1,1,1
744,0,1,0
745,0,0,0
746,0,0,1
747,0,0,1
748,0,0,0
749,1,1,0
750,0,0,1
751,0,1,1
752,1,1,1
753,1,0,1
754,1,1,1
755,1,0,0
756,1,1,1
757,0,1,0
758,0,0,1
759,0,1,1
760,1,1,1
761,0,0,0
762,0,0,0
763,0,0,1
764,1,1,0
765,1,1,1
766,0,0,1
767,1,0,1
768,0,1,0
769,0,0,0
770,0,0,1
771,0,0,0
772,1,0,1
773,0,0,0
774,0,1,0
775,0,0,0
776,1,0,0
777,1,0,0
778,0,1,0
779,0,0,1
780,1,1,0
781,1,0,1
782,1,1,0
783,0,0,0
784,1,1,1
785,0,1,0
786,1,0,1
787,0,1,1
788,0,1,1
789,1,0,1
790,0,1,0
791,1,1,0
792,1,0,0
793,0,1,1
794,1,0,1
795,0,1,1
796,0,0,1
797,0,1,1
798,0,1,1
799,0,1,1
800,1,1,0
801,1,1,0
802,1,0,0
803,1,0,0
804,0,1,1
805,0,0,0
806,1,1,0
807,1,0,0
808,1,0,0
809,0,1,0
810,0,1,1
811,1,0,1
812,0,0,1
813,1,1,0
814,0,1,1
815,0,0,0
816,0,0,0
817,0,0,0
818,0,1,1
819,1,0,1
820,0,1,0
821,1,1,0
822,1,1,1
823,1,0,1
824,1,1,0
825,0,0,0
826,0,1,0
827,0,0,1
828,0,1,0
829,1,0,1
830,0,0,1
831,1,1,0
832,0,1,1
833,0,1,0
834,0,0,1
835,0,0,0
836,0,1,1
837,1,0,0
838,0,1,1
839,1,0,1
840,1,1,1
841,0,1,0
842,0,0,1
843,1,1,1
844,1,1,1
845,0,0,0
846,1,1,0
847,0,0,0
848,1,1,0
849,1,1,1
850,1,0,1
851,0,0,0
852,1,1,0
853,0,0,1
854,0,0,0
855,0,1,1
856,0,1,0
857,0,0,0
858,0,1,1
859,0,1,0
860,0,0,0
861,0,0,1
862,0,1,1
863,1,0,0
864,0,1,0
865,1,0,0
866,0,1,1
867,0,1,1
868,1,1,1
869,0,1,0
870,0,1,1
871,1,0,1
872,1,1,0
873,1,0,0
874,1,0,1
875,1,1,0
876,0,0,1
877,1,0,1
878,1,0,0
879,1,1,1
880,0,1,1
881,0,1,0
882,0,0,1
883,1,1,1
884,0,0,1
885,0,1,1
886,1,0,0
887,1,0,1
888,1,1,1
889,0,1,1
890,0,1,1
891,1,1,0
892,1,0,1
893,0,0,1
894,1,0,1
895,0,0,0
896,1,1,0
897,0,0,0
898,1,0,0
899,0,0,1
900,0,1,1
901,0,1,1
902,0,1,0
903,1,1,1
904,1,1,0
905,1,1,0
906,0,1,0
907,1,0,0
908,0,0,1
909,0,0,0
910,0,1,0
911,1,0,0
912,1,1,1
913,1,0,1
914,1,1,0
915,1,0,0
916,1,1,1
917,0,1,1
918,1,1,0
919,0,1,1
920,1,0,1
921,0,0,0
922,1,0,1
923,0,1,1
924,0,1,1
925,0,1,0
926,1,1,1
927,0,1,0
928,1,1,0
929,0,0,1
930,0,0,1
931,0,1,0
932,1,0,1
933,0,0,0
934,0,0,0
935,1,1,1
936,1,1,1
937,0,1,0
938,1,0,1
939,0,1,0
940,0,0,0
941,0,0,1
942,1,0,1
943,0,0,0
944,1,1,0
945,0,1,1
946,1,0,1
947,0,0,0
948,0,1,1
949,0,1,1
950,1,1,1
951,0,1,1
952,1,0,1
953,1,0,1
954,1,1,1
955,0,1,0
956,1,1,0
957,1,1,0
958,0,0,0
959,0,0,0
960,0,0,1
961,1,0,1
962,0,1,1
963,0,0,0
964,1,0,0
965,1,0,1
966,0,1,1
967,0,0,1
968,1,1,1
969,0,0,0
970,1,0,0
971,0,0,1
972,0,0,1
973,0,1,0
974,0,0,1
975,0,0,1
976,1,1,0
977,1,0,1
978,0,1,1
979,1,0,0
980,0,1,0
981,0,1,1
982,0,1,1
983,0,0,1
984,1,1,0
985,0,1,1
986,1,1,0
987,1,1,1
988,1,0,1
989,1,1,0
990,0,0,0
991,0,0,0
992,1,1,1
993,1,1,1
994,1,1,1
995,1,0,1
996,1,0,1
997,1,1,0
998,0,0,0
999,0,0,0
1000,0,0,1
1001,0,1,0
1002,0,1,0
1003,1,1,0
1004,0,0,1
1005,0,1,0
1006,1,1,0
1007,1,0,1
1008,1,0,1
1009,0,1,1
1010,1,1,0
1011,1,1,1
1012,1,0,1
1013,0,1,0
1014,0,0,1
1015,0,0,0
1016,0,0,0
1017,0,0,1
1018,0,0,1
1019,0,0,1
1020,1,1,1
1021,0,0,0
1022,1,1,0
1023,0,1,1
1024,1,0,0
1025,1,0,1
1026,0,0,0
1027,0,1,1
1028,0,0,0
1029,0,1,0
1030,0,0,1
1031,0,1,0
1032,0,1,0
1033,0,1,0
1034,1,0,0
1035,1,0,0
1036,0,1,0
1037,1,0,0
1038,1,0,1
1039,0,0,1
1040,1,0,1
1041,0,0,1
1042,0,1,1
1043,1,1,1
1044,1,0,1
1045,1,0,1
1046,1,1,1
1047,0,1,1
1048,0,0,0
1049,1,1,1
1050,0,0,0
1051,0,1,1
1052,1,1,1
1053,0,1,0
1054,0,1,1
1055,1,1,1
1056,0,0,0
1057,0,1,0
1058,1,1,0
1059,1,1,0
1060,1,0,1
1061,0,0,0
1062,1,1,0
1063,0,0,1
1064,1,0,0
1065,1,1,1
1066,1,1,0
1067,0,1,0
1068,0,1,0
1069,0,1,0
1070,0,0,1
1071,1,0,1
1072,0,1,1
1073,1,0,1
1074,0,1,0
1075,1,1,0
1076,0,1,0
1077,1,1,1
1078,0,0,0
1079,0,0,0
1080,0,0,0
1081,1,0,0
1082,1,0,1
1083,1,1,1
1084,0,0,1
1085,0,1,1
1086,0,1,1
1087,0,0,0
1088,1,0,0
1089,1,0,1
1090,0,0,1
1091,1,0,0
1092,1,0,1
1093,1,1,0
1094,1,1,0
1095,1,0,0
1096,0,0,1
1097,0,0,1
1098,0,0,1
1099,0,1,0
1100,1,1,1
1101,0,0,0
1102,0,0,1
1103,1,1,0
1104,1,0,0
1105,1,0,1
1106,0,1,0
1107,1,0,0
1108,0,0,1
1109,0,0,1
1110,1,1,0
1111,1,0,0
1112,0,0,0
1113,0,0,0
1114,0,1,1
1115,1,1,1
1116,0,0,1
1117,0,1,1
1118,0,0,1
1119,0,1,0
1120,0,1,1
1121,1,0,1
1122,1,1,1
1123,1,1,0
1124,0,1,0
1125,0,1,1
1126,1,1,1
1127,0,0,0
1128,1,0,0
1129,0,0,1
1130,0,1,0
1131,0,0,1
1132,0,0,1
1133,0,1,0
1134,0,0,0
1135,1,0,1
1136,1,1,1
1137,1,0,0
1138,0,1,0
1139,0,0,1
1140,0,1,1
1141,1,1,0
1142,0,1,0
1143,1,1,0
1144,0,1,1
1145,0,0,0
1146,0,1,0
1147,1,0,0
1148,1,1,0
1149,0,1,1
1150,1,1,0
1151,0,1,1
1152,1,0,1
1153,0,1,0
1154,0,1,0
1155,1,1,0
1156,0,1,1
1157,1,0,1
1158,0,0,1
1159,0,0,1
1160,0,0,1
1161,0,0,1
1162,0,0,1
1163,0,1,1
1164,1,1,0
1165,0,1,0
1166,1,0,1
1167,1,0,1
1168,1,1,0
1169,1,0,1
1170,0,1,1
1171,1,1,0
1172,1,0,0
1173,0,1,0
1174,0,1,0
1175,0,0,0
1176,1,0,0
1177,0,0,1
1178,1,1,1
1179,0,0,1
1180,1,0,1
1181,0,0,0
1182,1,1,1
1183,0,0,0
1184,1,0,1
1185,1,1,1
1186,0,1,1
1187,0,1,0
1188,0,0,1
1189,0,0,1
1190,1,0,0
1191,0,1,0
1192,0,1,0
1193,0,1,0
1194,1,0,0
1195,0,0,1
1196,1,0,1
1197,0,0,0
1198,0,1,0
1199,0,1,1
1200,1,0,0
1201,0,0,0
1202,0,1,0
1203,1,0,0
1204,0,1,0
1205,0,0,1
1206,1,1,0
1207,0,1,0
1208,1,1,0
1209,0,0,1
1210,0,1,0
1211,1,1,0
1212,1,0,0
1213,1,1,1
1214,1,1,1
1215,0,0,0
1216,0,0,0
1217,0,0,0
1218,0,0,1
1219,0,0,0
1220,1,0,0
1221,1,1,0
1222,0,1,1
1223,0,1,1
1224,1,0,1
1225,1,0,1
1226,0,1,0
1227,0,0,1
1228,1,0,1
1229,1,0,1
1230,0,1,0
1231,1,1,1
1232,1,0,1
1233,1,0,1
1234,0,0,0
1235,1,1,1
1236,0,1,1
1237,0,1,1
1238,0,0,1
1239,1,1,0
1240,0,0,0
1241,1,1,0
1242,1,1,0
1243,0,0,0
1244,1,0,0
1245,1,0,0
1246,0,1,1
1247,1,1,1
1248,1,1,1
1249,0,1,0
1250,0,0,1
1251,1,0,0
1252,1,0,0
1253,1,0,0
1254,1,0,0
1255,1,0,1
1256,0,1,1
1257,0,1,0
1258,1,0,1
1259,1,0,1
1260,0,1,0
1261,1,0,0
1262,0,0,1
1263,1,0,1
1264,0,0,0
1265,1,0,0
1266,0,0,1
1267,0,1,0
1268,1,1,1
1269,0,0,1
1270,0,0,1
1271,0,0,0
1272,0,1,0
1273,1,0,0
1274,0,1,1
1275,0,1,0
1276,0,1,1
1277,1,0,0
1278,0,1,0
1279,0,1,1
1280,0,1,0
1281,0,1,0
1282,0,0,0
1283,0,1,1
1284,0,0,0
1285,1,1,0
1286,0,0,0
1287,1,0,0
1288,1,1,0
1289,1,0,0
1290,1,0,1
1291,0,0,1
1292,0,1,1
1293,1,1,0
1294,1,1,0
1295,0,1,1
1296,1,1,0
1297,0,0,1
1298,1,1,0
1299,0,0,0
1300,0,0,0
1301,0,1,0
1302,0,1,1
1303,0,0,1
1304,0,1,0
1305,1,0,0
1306,0,1,1
1307,0,0,0
1308,0,0,1
1309,0,1,0
1310,0,0,1
1311,1,0,1
1312,0,1,0
1313,0,0,1
1314,0,1,1
1315,1,0,1
1316,1,0,0
1317,0,0,1
1318,0,1,0
1319,0,1,1
1320,0,0,0
1321,1,1,1
1322,1,1,1
1323,0,1,0
1324,1,0,0
1325,0,1,1
1326,0,1,1
1327,0,0,0
1328,0,1,0
1329,1,1,0
1330,0,0,1
1331,0,0,0
1332,1,1,1
1333,1,1,0
1334,1,0,1
1335,0,1,0
1336,0,1,1
1337,1,1,0
1338,1,1,0
1339,1,0,0
1340,0,1,0
1341,1,1,1
1342,1,1,0
1343,1,1,0
1344,0,0,1
1345,0,1,0
1346,1,1,1
1347,0,1,0
1348,1,0,1
1349,1,1,0
1350,0,0,1
1351,1,1,1
1352,1,1,0
1353,1,1,0
1354,1,1,1
1355,0,0,1
1356,0,0,1
1357,1,1,0
1358,1,0,1
1359,1,1,0
1360,0,0,1
1361,0,1,0
1362,1,0,0
1363,1,0,1
1364,1,0,0
1365,0,1,1
1366,0,0,1
1367,0,0,0
1368,0,0,0
1369,0,0,0
1370,1,1,0
1371,1,0,1
1372,0,0,1
1373,0,1,1
1374,0,0,0
1375,1,0,0
1376,1,0,0
1377,1,0,1
1378,1,1,1
1379,0,1,1
1380,0,0,0
1381,0,0,0
1382,0,0,0
1383,0,0,1
1384,1,1,0
1385,0,1,0
1386,0,1,1
1387,0,0,0
1388,0,1,0
1389,0,0,0
1390,0,0,0
1391,0,1,0
1392,0,0,0
1393,0,0,0
1394,1,0,0
1395,1,1,0
1396,1,1,0
1397,0,1,1
1398,1,0,1
1399,1,0,1
1400,0,0,0
1401,0,1,0
1402,0,1,1
1403,1,1,1
1404,0,0,1
1405,1,0,1
1406,1,1,1
1407,0,0,0
1408,1,1,0
1409,1,0,0
1410,1,0,0
1411,0,1,1
1412,0,1,0
1413,1,1,0
1414,1,0,0
1415,0,1,0
1416,0,1,1
1417,1,0,1
1418,1,1,0
1419,0,0,1
1420,0,1,1
1421,1,0,0
1422,0,0,1
1423,0,0,0
1424,0,1,1
1425,1,1,0
1426,0,0,1
1427,0,0,0
1428,0,0,1
1429,1,1,0
1430,1,0,1
1431,1,1,0
1432,1,1,1
1433,1,0,1
1434,0,1,0
1435,1,0,0
1436,0,0,1
1437,0,0,0
1438,1,1,0
1439,1,1,1
1440,1,0,0
1441,0,1,1
1442,0,0,1
1443,1,0,0
1444,0,1,1
1445,0,1,0
1446,1,0,1
1447,1,1,0
1448,0,0,1
1449,1,1,0
1450,1,1,0
1451,1,0,1
1452,1,1,0
1453,1,0,0
1454,0,0,0
1455,1,0,0
1456,1,1,0
1457,0,0,0
1458,1,1,1
1459,1,1,1
1460,1,1,0
1461,1,0,0
1462,0,1,1
1463,0,0,0
1464,1,1,1
1465,0,0,0
1466,0,1,1
1467,0,0,0
1468,0,0,0
1469,1,0,0
1470,0,1,1
1471,0,1,0
1472,0,0,1
1473,0,1,1
1474,1,0,1
1475,0,0,1
1476,0,0,1
1477,0,1,0
1478,1,0,1
1479,1,1,0
1480,0,1,1
1481,1,0,0
1482,1,1,1
1483,1,0,0
1484,1,0,1
1485,1,1,1
1486,1,1,1
1487,0,0,1
1488,0,0,0
1489,0,0,0
1490,0,1,1
1491,0,0,1
1492,1,1,0
1493,0,1,1
1494,1,1,1
1495,0,0,1
1496,0,1,0
1497,1,0,1
1498,1,0,1
1499,1,0,1
1500,0,1,1
1501,0,1,0
1502,0,1,1
1503,1,1,1
1504,0,0,1
1505,1,1,0
1506,0,1,1
1507,0,0,0
1508,0,0,0
1509,0,0,0
1510,1,1,1
1511,1,0,0
1512,0,0,1
1513,0,1,1
1514,0,1,0
1515,1,1,0
1516,0,0,1
1517,0,1,0
1518,0,0,1
1519,0,1,1
1520,0,1,1
1521,1,0,1
1522,1,1,1
1523,1,0,0
1524,0,1,0
1525,0,1,0
1526,0,1,0
1527,0,1,1
1528,0,1,1
1529,1,1,0
1530,1,0,1
1531,0,1,1
1532,0,0,1
1533,1,0,0
1534,1,0,0
1535,1,0,0
1536,1,0,1
1537,0,0,1
1538,1,1,0
1539,1,1,1
1540,0,1,1
1541,1,1,1
1542,0,0,0
1543,1,0,1
1544,1,1,0
1545,1,1,1
1546,0,1,1
1547,1,1,1
1548,0,0,1
1549,0,1,0
1550,0,0,0
1551,0,0,0
1552,0,1,0
1553,1,1,1
1554,1,1,0
1555,0,0,0
1556,0,1,0
1557,1,1,1
1558,0,0,1
1559,0,0,0
1560,1,0,1
1561,0,1,1
1562,0,0,1
1563,0,0,1
1564,1,0,1
1565,1,1,1
1566,0,1,0
1567,1,1,0
1568,1,0,0
1569,1,1,1
1570,0,0,1
1571,0,1,0
1572,1,1,0
1573,0,1,1
1574,1,0,1
1575,0,1,0
1576,1,1,0
1577,1,0,1
1578,1,1,1
1579,0,1,1
1580,1,0,1
1581,1,0,1
1582,1,0,1
1583,1,1,1
1584,0,1,0
1585,0,0,1
1586,1,1,1
1587,0,1,1
1588,1,0,0
1589,0,0,0
1590,0,0,1
1591,1,0,0
1592,1,0,1
1593,1,1,0
1594,0,0,0
1595,0,0,0
1596,0,1,0
1597,1,1,0
1598,0,0,0
1599,1,0,0
1600,1,1,1
1601,1,1,1
1602,1,0,0
1603,1,0,0
1604,1,1,0
1605,0,1,1
1606,1,0,1
1607,1,0,0
1608,0,0,0
1609,1,1,0
1610,0,1,0
1611,1,1,1
1612,1,0,1
1613,1,1,0
1614,1,1,0
1615,1,0,0
1616,0,1,0
1617,1,0,0
1618,1,1,0
1619,1,1,0
1620,0,1,1
1621,1,1,1
1622,0,1,0
1623,1,0,1
1624,0,0,1
1625,0,0,0
1626,1,1,0
1627,1,0,1
1628,1,0,0
1629,0,0,0
1630,1,1,1
1631,1,0,1
1632,0,0,0
1633,0,1,0
1634,0,1,0
1635,0,0,0
1636,1,1,1
1637,0,1,1
1638,1,1,1
1639,1,0,0
1640,1,1,1
1641,0,0,1
1642,1,1,1
1643,1,0,1
1644,0,1,0
1645,1,0,1
1646,0,0,1
1647,0,0,1
1648,1,0,0
1649,0,0,0
1650,0,0,0
1651,1,0,0
1652,0,1,1
1653,0,1,1
1654,1,0,1
1655,0,0,1
1656,1,1,0
1657,0,0,0
1658,1,1,1
1659,0,0,1
1660,0,0,1
1661,1,1,1
1662,0,0,0
1663,0,0,1
