,L,A,Y
25992,0,1,0
5751,0,1,1
9231,1,1,1
46,0,0,0
20450,1,0,0
10591,1,1,1
18949,1,1,1
26019,1,1,1
18197,0,0,0
47,1,1,1
26283,0,1,1
12423,1,1,1
10114,0,0,1
27488,0,0,0
15049,0,0,0
24934,0,0,1
18846,0,0,1
2094,1,1,1
20953,0,0,0
48,1,1,1
10490,1,0,0
9981,0,1,1
9343,1,0,0
5448,0,1,1
7832,1,1,1
2671,0,0,0
21730,0,1,1
882,1,1,1
22001,0,1,0
49,1,1,1
17836,1,0,1
8898,0,1,1
14731,0,1,0
25425,1,0,1
15312,0,0,0
11952,0,1,0
26244,1,0,1
7042,0,1,0
14636,1,1,1
20940,1,0,1
2024,0,1,1
9919,1,0,1
18015,0,0,1
50,1,1,1
51,0,1,1
4893,0,0,0
18772,1,1,1
7162,0,0,1
25472,0,0,1
424,0,1,0
24461,0,0,0
2093,0,0,1
7423,0,0,0
5705,1,1,1
7956,0,0,1
52,0,1,1
8068,1,0,1
22140,1,0,1
2929,0,0,0
9020,1,1,1
3871,1,1,1
9263,1,0,1
53,0,1,1
19033,1,1,0
23641,0,0,0
54,1,0,1
14976,1,1,1
2958,0,0,0
26364,0,1,0
23183,0,1,0
20427,1,0,1
11599,0,1,0
55,0,0,0
17061,0,1,1
56,0,0,1
2386,1,1,1
25588,1,1,0
14287,0,1,0
13839,1,1,1
18061,0,0,1
25008,0,1,1
16856,1,0,1
16351,1,1,0
5747,1,1,1
27423,1,1,1
24242,0,0,0
57,0,0,1
25505,0,0,1
14871,1,0,0
10230,0,0,1
12511,1,1,0
58,1,1,0
9669,1,0,1
4422,1,1,1
27372,1,0,1
10072,1,1,1
59,1,0,1
18580,1,1,1
60,0,0,0
23309,0,0,1
22430,1,1,1
11867,0,0,0
19157,1,0,0
2482,1,1,0
61,1,1,0
22474,0,1,1
13707,0,0,0
62,0,1,1
27686,1,1,1
9795,1,1,0
12869,1,0,1
867,0,0,1
1878,0,0,0
10457,0,0,0
63,0,1,0
8044,0,1,0
17896,0,1,0
9646,1,1,1
64,0,1,1
20562,0,0,0
12632,0,0,0
20024,0,0,1
7396,0,1,0
65,0,1,1
20480,1,0,0
11134,0,1,0
782,0,0,1
17214,1,0,1
2017,0,0,0
17048,0,0,0
10830,0,1,1
8312,0,1,0
15350,0,0,0
66,1,1,1
23874,0,0,1
67,0,1,1
21126,1,1,1
9569,0,1,0
22283,1,1,1
17075,0,0,0
693,0,0,1
22149,1,1,0
14901,0,1,0
24779,1,1,1
3872,1,1,0
23922,0,0,0
13405,1,0,0
13240,1,1,0
26497,0,0,1
14431,1,0,1
17543,0,1,1
68,0,1,0
1284,0,0,1
9903,0,1,1
17027,1,0,1
6500,0,1,0
12060,0,1,1
16309,0,1,0
70,0,0,1
4161,1,1,1
21728,0,1,1
12253,0,1,1
496,1,1,1
23659,0,0,0
4021,0,1,1
20758,1,0,1
21473,0,0,0
6752,0,0,1
2710,0,1,1
27998,0,1,0
71,0,0,1
22287,1,0,0
72,0,0,0
11948,1,1,1
28211,0,0,0
2517,1,0,1
73,0,0,0
5832,0,1,0
74,0,0,1
20587,1,1,1
4971,1,1,1
75,1,1,0
23722,0,1,1
27911,0,1,1
27740,1,0,0
22997,1,1,1
16982,1,0,1
76,1,1,1
17936,1,1,0
77,0,1,1
21497,1,0,1
102,1,0,0
3068,1,1,1
16126,0,1,1
78,1,0,1
15943,0,0,1
13241,1,1,1
26212,0,0,1
10444,1,1,1
10564,1,1,0
11940,1,1,1
79,0,1,0
1771,1,1,0
1887,1,1,0
1519,1,0,1
1592,1,1,1
80,1,0,0
3955,0,0,0
81,0,0,0
87,1,0,1
24850,0,0,0
6182,0,0,0
28150,0,1,0
82,0,0,0
14519,1,1,1
83,0,1,1
13664,0,0,1
4619,1,1,0
84,1,1,0
1469,0,1,1
4802,1,1,1
19701,1,1,1
14092,0,1,1
13484,1,1,0
9736,0,1,0
24954,1,1,1
25265,1,1,1
1058,1,1,1
237,0,1,1
85,1,1,1
16709,1,1,1
86,1,1,1
8810,1,1,1
3845,1,0,1
20377,1,1,1
15354,0,1,1
22271,1,1,1
26908,1,1,1
7289,0,1,0
16071,0,0,1
28031,0,1,1
7414,0,0,1
3570,0,1,1
26851,1,1,0
9065,1,1,0
18876,0,1,1
8282,1,1,0
22005,1,1,1
6560,1,1,1
11897,1,1,0
9103,0,1,1
937,1,1,1
6821,1,1,0
4383,1,1,1
4849,1,0,0
5666,0,0,1
16618,0,0,0
13681,1,1,0
10012,0,1,1
20608,0,0,0
2880,0,0,0
18653,1,1,1
19931,0,1,1
22461,1,1,1
19988,1,1,1
21733,0,0,0
24491,0,0,1
8756,0,0,1
17670,0,1,1
20702,0,0,0
15786,0,0,1
88,1,1,1
21245,1,1,1
21359,0,1,0
18051,1,0,1
1842,1,1,1
13764,0,0,0
18324,0,0,0
20179,1,1,1
25848,1,0,1
14609,1,1,1
26113,0,0,1
89,0,1,1
15008,1,1,1
90,0,1,0
12787,1,1,1
11922,0,1,1
10348,1,1,0
24127,0,1,0
25559,0,1,0
21348,1,1,0
10275,1,1,0
91,0,1,1
15928,1,1,1
24164,0,0,0
2833,0,0,0
92,0,1,1
8746,1,1,1
2170,0,0,1
4640,0,0,1
6587,1,1,1
12397,0,1,1
10755,0,1,1
5359,0,1,0
22254,1,1,1
17259,1,1,1
93,0,1,1
8769,1,0,0
16756,0,0,0
94,0,0,0
25178,1,0,1
95,1,1,1
9732,0,0,0
96,1,1,1
25433,0,0,0
705,0,0,1
97,0,1,1
22908,1,1,0
15206,1,0,1
9038,1,1,1
10131,0,1,1
5056,1,0,1
8551,1,1,0
13351,1,1,1
8407,1,0,0
16385,1,1,1
8210,1,0,1
98,0,0,0
17226,0,0,1
6962,0,1,0
2275,0,1,1
16328,0,0,1
9010,0,1,0
99,1,1,1
11809,0,0,0
17163,0,1,1
1090,0,0,1
19409,1,1,0
425,0,0,1
9553,1,1,1
17963,0,0,0
10304,0,0,1
1777,0,0,0
100,0,1,0
25306,1,1,1
101,0,0,1
1641,0,0,1
23254,0,1,0
14010,0,0,1
18429,0,0,0
2635,1,1,0
1408,0,1,1
17995,0,0,0
1689,1,1,0
13609,0,1,0
836,1,0,1
27247,1,1,1
14053,0,1,1
17070,0,0,1
16665,0,0,1
26145,1,1,1
13115,0,0,0
8368,0,0,0
103,1,1,1
16228,0,0,0
16621,0,1,0
104,0,0,1
16687,1,0,1
12561,0,0,0
22399,1,1,1
105,1,1,1
1056,0,1,1
106,1,1,1
11591,1,1,1
27688,0,1,0
11080,0,1,0
11795,0,1,0
12991,0,1,0
27703,1,1,0
27251,1,1,0
26409,0,0,0
24754,1,0,1
9404,0,0,0
25155,1,0,0
911,0,0,0
17355,0,0,0
3411,0,0,1
1374,0,0,1
3349,1,1,1
26386,0,0,1
17383,1,1,1
3410,0,1,0
14019,0,1,1
107,1,1,1
5004,0,1,1
16683,0,0,0
356,0,0,0
14104,0,1,0
13650,1,1,0
14507,1,1,1
3163,0,1,0
26804,1,1,0
22959,1,0,1
25165,1,1,1
8707,1,1,1
8525,1,1,1
108,0,0,1
20666,1,1,1
5978,1,0,0
14777,0,1,1
3123,0,0,0
11345,1,1,0
23050,1,1,1
24649,1,1,1
27254,1,1,1
1534,1,1,0
1016,0,1,1
27743,0,1,0
24265,0,0,1
20625,0,0,0
804,1,1,1
21460,1,1,1
5598,0,1,1
19670,1,1,1
109,0,1,1
4420,1,1,1
8381,0,0,1
22123,1,1,1
25773,1,1,1
110,0,0,1
8057,1,0,1
27367,1,0,1
111,1,0,1
19420,0,1,1
6331,1,0,1
11604,0,1,1
5047,1,1,1
20365,1,0,0
7091,1,1,1
21154,1,0,1
9624,0,0,1
10952,0,0,1
19653,0,0,1
26265,0,0,0
112,1,0,1
13972,0,1,1
113,0,0,0
24069,0,0,0
17422,1,1,0
25039,1,1,1
1529,0,1,1
4806,0,0,0
16480,1,1,0
9488,1,1,1
4992,1,1,1
11378,0,0,0
26200,0,1,0
11365,0,0,1
1263,1,1,1
17511,1,1,1
17952,1,1,1
24616,0,0,0
114,1,1,1
7308,0,0,0
115,0,1,1
11282,1,1,0
7513,1,0,0
8472,1,0,0
24659,0,0,0
19372,0,1,0
18471,0,1,0
10956,0,0,1
26393,1,1,1
2677,0,0,0
2536,0,0,0
21203,1,0,1
2096,0,0,1
20558,0,1,1
17057,1,0,1
21315,1,1,1
23749,1,0,1
245,0,0,1
14534,1,0,1
11993,0,0,0
20162,0,1,1
16255,1,1,1
8405,1,1,1
20335,0,0,0
10559,1,1,1
14975,1,0,1
116,1,1,1
2212,1,1,1
16582,0,0,0
8244,0,0,0
24500,1,0,1
9354,0,1,1
117,1,1,0
22987,1,0,1
4222,0,1,0
118,0,1,0
9026,1,1,1
26618,1,1,1
119,0,0,1
120,1,1,1
25501,0,0,1
24864,0,0,1
121,0,0,0
19591,1,1,0
122,1,0,1
15761,0,0,0
8359,0,0,1
123,1,1,1
9701,1,1,1
124,0,1,0
3852,1,1,0
125,1,1,1
23249,0,0,1
17869,1,1,0
19805,1,0,1
18454,0,0,1
7809,1,1,1
126,0,1,0
18603,1,0,0
7584,0,1,1
13483,1,1,1
8167,0,1,0
14697,1,1,1
26824,0,0,0
127,0,1,1
1782,1,0,1
3147,1,0,1
16955,0,1,1
21029,0,0,0
21746,0,0,0
18044,0,1,1
11989,1,0,1
7413,0,1,1
128,1,1,1
5398,0,0,1
24419,1,1,1
3634,1,1,0
9992,0,1,1
3779,1,1,1
1142,1,1,1
5835,0,0,0
129,0,0,0
9871,0,0,1
9557,1,1,1
21424,0,1,0
8947,1,1,1
23389,0,0,0
14206,1,0,0
18605,1,1,1
20319,0,1,0
16434,0,1,0
5528,0,0,1
319,0,0,0
4666,1,1,1
20943,1,1,1
1292,1,1,1
4418,1,1,1
6894,1,0,1
18524,0,1,1
11631,1,1,1
1497,1,0,0
3261,1,1,1
130,1,1,1
23214,0,1,0
26417,0,1,1
16036,1,1,1
10042,0,0,0
4414,1,1,1
22729,0,1,0
1573,0,1,1
16640,0,0,1
24462,0,0,0
1614,0,0,1
24062,0,0,0
131,0,1,1
14399,0,0,1
27321,0,1,1
14378,1,0,0
16850,1,0,1
7488,1,1,1
10789,0,1,1
7816,1,1,0
132,0,0,1
21586,1,1,1
25597,0,0,1
17104,0,0,1
12681,1,0,1
9819,1,0,1
18995,0,1,1
6038,0,1,1
5045,1,1,1
133,0,1,1
9842,1,1,1
134,0,1,1
24904,0,0,1
4722,1,1,1
9377,1,1,0
19313,0,1,1
22991,1,1,0
135,0,0,1
10244,1,0,0
6876,0,0,1
6517,0,0,0
12651,0,0,0
10833,1,1,1
9399,0,1,0
8511,1,0,0
25108,0,0,1
14689,0,1,1
136,1,0,1
26611,1,1,1
15410,0,0,1
24061,1,0,0
4385,1,1,1
137,0,1,1
14883,0,1,1
11552,1,1,0
6745,0,1,0
25699,0,0,1
1813,0,0,1
25927,1,1,0
3622,1,1,1
23809,0,1,0
12323,0,1,1
16795,0,1,1
25059,1,1,1
25533,1,1,1
138,0,1,1
723,0,1,1
139,0,0,1
19378,1,0,0
13738,1,1,1
10476,0,0,0
28098,0,1,0
24592,1,1,1
14479,0,0,0
2326,1,0,1
7158,1,1,1
140,0,0,0
15741,1,1,1
20956,0,1,0
9716,0,0,1
20947,0,0,0
18280,0,1,1
26405,0,0,1
23162,1,0,1
3761,1,1,1
25287,1,0,1
8855,1,1,0
2007,1,0,1
26846,0,1,0
141,1,1,1
17651,0,0,0
142,0,0,0
3919,0,0,0
8471,0,1,1
143,1,1,1
209,0,1,1
16571,1,1,1
21306,0,0,0
15625,1,1,0
930,1,1,0
26123,0,0,1
144,1,1,1
2810,1,0,0
24516,0,0,1
145,0,0,1
146,0,1,0
3762,1,0,1
147,0,1,0
18464,1,1,1
148,0,0,0
16194,0,0,1
19683,0,1,0
23257,1,1,0
20634,1,1,1
149,0,0,1
9260,1,0,1
24828,0,0,1
150,1,0,1
14136,1,0,0
6722,0,1,0
7155,1,1,1
16151,1,1,1
583,0,1,1
9962,1,1,0
5468,0,0,0
151,1,0,0
21769,1,1,1
6914,0,0,0
12148,1,0,1
17695,1,0,1
152,0,0,1
23038,1,1,1
7929,0,1,1
12597,1,1,1
9234,1,1,1
916,1,1,0
153,0,0,0
21836,0,0,0
154,0,1,1
14954,0,1,0
19579,1,1,1
21919,0,1,1
24274,1,1,1
20640,1,1,0
16999,0,1,1
558,0,0,1
23574,0,0,1
12711,0,0,1
155,0,0,0
24326,1,0,0
14753,0,1,0
5850,1,1,1
18101,1,0,0
11364,1,0,1
20757,0,0,0
16388,0,0,0
6001,0,1,1
20033,1,0,1
4343,1,1,1
4845,0,1,1
19976,0,1,1
156,0,1,1
157,1,1,1
8188,1,1,1
158,1,1,1
27382,1,0,0
11462,1,1,1
159,0,1,0
12264,0,1,0
160,1,0,1
12023,0,0,0
19610,1,1,1
20008,0,1,0
13829,0,0,1
8319,0,1,0
11814,0,0,0
4862,1,1,1
2327,1,0,1
1373,0,0,1
161,0,1,1
23455,1,1,1
4954,0,1,0
13131,1,1,1
9874,0,0,0
12196,1,1,1
14280,0,1,0
25273,0,1,0
21470,0,1,0
21138,0,0,0
162,0,0,0
26340,0,1,1
163,1,1,1
17412,0,0,0
13603,0,0,0
164,0,0,1
24645,1,1,1
165,0,0,0
14024,0,0,0
15986,1,0,0
5701,0,1,0
2895,0,1,0
166,1,1,1
3253,1,1,0
3958,0,0,1
1714,0,0,1
1908,0,0,1
15212,0,1,1
167,1,1,1
9431,0,1,0
168,1,1,1
17144,0,0,1
12966,0,1,1
26268,1,1,0
169,1,1,1
17561,0,1,1
4624,0,1,1
170,0,0,0
10767,0,0,0
171,0,1,1
18904,0,0,0
172,0,0,1
11634,1,0,1
173,1,1,1
14893,0,1,1
26273,1,1,1
3674,1,1,1
3046,0,1,0
6566,1,1,1
12490,1,1,0
9258,0,0,0
17052,0,1,1
15226,0,0,1
12100,0,1,0
20370,0,0,1
13992,0,1,1
174,1,1,0
11092,1,1,1
175,1,0,1
7254,0,0,1
24444,0,0,0
16957,1,1,0
17974,1,1,1
23277,0,0,1
26839,1,0,1
1609,0,1,0
13565,1,0,1
13132,1,1,1
11210,0,0,1
26161,0,1,1
7950,1,1,1
10512,1,1,1
13895,1,1,1
22040,0,0,1
26290,1,0,0
7747,1,1,0
27630,0,1,1
27152,1,0,1
12257,1,1,1
17787,0,0,0
8873,1,0,1
13481,1,1,1
4860,1,1,1
8143,1,0,1
26515,0,0,1
18047,0,1,0
3903,1,0,1
176,0,0,1
27606,1,1,1
7982,0,1,0
5979,0,0,0
1998,0,1,1
177,0,0,1
6349,0,0,1
178,1,1,1
352,0,1,1
25112,1,1,0
13831,0,1,1
179,0,1,1
21248,0,1,0
27579,1,1,1
12357,0,1,0
22120,0,1,1
13282,1,1,0
23553,1,0,1
18099,1,1,1
8479,0,0,1
11076,0,0,0
1163,0,0,1
4539,0,0,0
180,1,0,1
14794,0,0,0
10337,1,1,0
5461,0,0,1
8931,1,1,1
23857,0,1,0
3300,1,1,0
11727,0,0,1
18216,1,1,0
5711,1,0,1
12405,1,1,1
5989,1,1,0
181,0,0,0
27007,0,1,0
19316,0,1,0
26435,0,1,1
182,0,0,1
25152,1,1,0
183,1,0,0
4473,0,1,0
745,1,1,1
26267,1,1,1
23060,0,1,1
17438,1,1,1
6654,0,0,1
22392,1,1,0
3287,1,1,1
22895,0,1,1
27851,0,1,1
25385,0,0,0
12890,1,1,1
16923,1,1,1
5929,0,0,1
4603,0,1,1
23390,1,1,1
184,1,1,0
22404,0,0,1
13225,0,0,0
14813,0,0,1
185,0,1,0
27105,1,1,1
5846,0,1,1
23185,1,1,1
4475,1,0,1
27461,0,1,0
10994,1,0,1
186,1,1,1
26901,0,1,0
758,1,1,1
749,0,0,0
9621,0,1,0
4721,0,0,1
187,0,0,1
25241,1,0,1
12004,0,0,0
25397,0,0,0
3759,1,1,1
4051,1,1,0
24219,0,0,0
2050,0,0,0
22105,0,1,1
16742,0,0,0
16639,1,0,1
14411,1,0,0
20116,1,1,0
20322,1,0,0
10208,1,1,0
3128,1,1,1
12424,0,0,0
16167,0,0,0
8242,1,1,1
24653,0,0,1
25086,1,1,1
188,0,0,1
18367,1,1,0
17364,0,0,1
17739,0,1,1
5214,1,1,1
24275,0,0,0
15130,1,1,1
8101,1,1,1
10218,1,0,1
20131,0,1,0
24083,0,1,1
8669,0,0,0
189,0,1,0
6891,1,0,1
14243,0,1,1
25465,0,0,0
191,0,0,1
11227,0,1,0
15754,1,0,1
24539,0,1,0
192,1,0,1
13163,1,1,1
5027,0,1,1
27275,1,0,1
193,1,1,1
6636,0,0,0
1604,1,0,1
495,0,1,0
1335,1,1,1
6177,1,1,1
24136,0,1,1
17743,0,1,1
8363,1,1,0
23932,0,0,1
17232,1,1,1
16908,1,1,1
4693,0,1,1
10739,1,1,1
26143,0,1,0
6238,1,1,1
23083,1,1,1
17847,1,0,1
194,0,1,1
10588,1,0,0
19872,0,1,1
10209,1,1,0
3970,0,0,0
7381,0,1,1
2676,1,0,1
23798,0,1,0
3115,0,1,0
15539,1,1,1
21875,0,1,1
4857,0,1,1
20020,1,0,0
195,1,1,1
23619,1,1,1
196,0,0,1
7915,1,0,1
16619,1,1,0
13442,0,1,0
12543,0,1,1
3678,1,1,1
3296,0,1,0
14055,0,0,1
9317,1,1,0
197,0,1,1
27886,0,0,1
7550,0,1,1
7796,0,0,1
27179,0,1,1
27164,0,0,1
14513,0,0,1
377,1,0,0
896,1,1,1
4373,0,1,0
12793,0,1,0
198,1,0,1
24654,1,1,1
18000,1,1,1
22602,0,0,1
22227,0,1,0
4394,1,1,1
15112,0,0,1
12484,1,1,1
14827,0,1,0
27118,0,1,1
4120,1,0,1
22182,1,1,1
18658,1,1,1
22325,1,1,1
24490,1,0,1
200,0,0,1
21786,0,0,1
19935,0,0,0
5649,1,0,0
201,0,0,0
12440,0,1,1
20899,0,1,0
26682,1,0,1
13623,1,0,1
23115,0,0,1
26916,1,1,1
202,1,1,0
4639,1,1,1
9907,0,1,0
26397,1,1,1
16439,1,0,1
14606,0,0,0
1440,1,0,1
203,1,0,1
1999,0,0,0
2152,1,1,1
1176,0,1,1
28074,1,1,1
12703,0,0,0
204,0,0,0
19941,0,1,1
8566,0,0,0
6898,0,0,1
22659,1,1,1
205,0,0,1
7277,1,0,0
5094,1,0,1
25729,1,1,0
7838,0,0,0
206,1,0,1
22135,0,0,1
207,0,1,0
27905,1,1,0
417,1,0,1
21279,0,0,1
208,0,1,1
2118,0,0,1
21600,1,1,1
3684,1,0,1
6949,1,1,1
25721,1,1,1
210,0,0,0
16797,1,1,1
24617,1,1,1
211,0,0,1
5913,0,0,1
8320,1,1,1
27790,1,1,1
19735,0,0,1
14706,1,1,1
17331,0,1,0
12459,1,1,0
17141,0,1,0
3564,0,0,1
2388,1,1,1
28099,1,1,1
24965,0,1,1
7005,1,1,0
12262,1,1,1
212,1,0,0
7484,0,0,0
4340,0,0,1
18660,0,0,1
5349,1,0,1
27489,0,0,0
213,0,0,0
11960,1,1,1
6477,0,0,1
19280,0,0,1
21147,0,1,0
494,1,1,1
6547,0,0,1
16263,0,1,0
3155,0,1,1
10618,0,0,0
214,0,0,1
22062,0,0,1
11087,1,1,1
18919,1,0,0
13096,1,0,1
18411,1,1,1
215,0,1,1
10115,1,1,1
21335,0,1,0
15875,0,0,1
7152,0,1,1
16501,1,1,1
1047,0,1,1
216,1,1,1
3865,1,1,0
9710,0,1,1
217,0,1,1
8463,0,0,1
27257,0,0,1
2625,0,1,1
5734,1,1,1
27795,0,1,0
218,0,1,0
1925,0,1,1
5121,1,1,1
25902,0,1,0
13062,0,1,0
21137,0,1,1
19343,1,1,1
5973,0,1,1
25076,1,1,0
9832,0,1,1
8358,1,0,1
219,0,0,1
17637,0,1,0
220,1,1,0
13564,0,1,1
5339,1,1,1
11696,0,1,1
14228,0,0,0
12800,1,1,0
14710,0,0,0
19480,0,0,0
11315,1,1,1
25219,0,1,0
9089,0,1,0
3900,1,1,1
12551,0,0,1
26358,1,1,1
23469,1,1,1
13036,1,1,1
7360,0,1,0
581,0,1,1
17938,0,0,0
8956,0,1,0
1727,0,0,0
26184,0,1,0
8397,0,0,0
3154,0,0,0
24263,1,0,1
4237,1,1,0
28056,1,1,0
25810,1,1,1
27300,0,0,0
19615,0,0,0
1468,1,1,1
18050,1,0,1
11953,0,0,0
20046,0,1,0
4498,1,1,0
5344,0,1,0
8478,1,1,1
221,1,0,1
20597,1,0,1
5458,1,1,0
20087,0,0,0
222,0,0,1
5940,1,1,1
24194,1,1,1
223,0,1,1
12377,1,0,1
21849,0,0,0
20906,1,0,0
24618,1,0,1
224,0,0,1
22265,0,0,1
