,L,A,Y
14404,0,0,0
343,1,0,1
19266,1,0,0
23893,1,0,0
4144,1,1,1
30752,1,1,1
32452,0,1,0
32622,1,1,0
37028,0,0,0
3643,1,0,1
35842,1,0,0
37680,1,0,0
20102,1,0,1
38902,0,0,0
36328,1,0,0
41637,1,1,0
35,0,0,0
37789,0,0,0
36,1,0,1
27445,1,1,0
29229,1,1,1
13612,1,0,0
28090,0,1,0
37657,1,1,0
14264,1,0,0
37,0,0,1
36200,1,0,1
38,1,1,1
1670,1,0,1
37785,1,0,0
8888,0,1,1
15461,1,0,0
29525,1,1,1
39,1,0,1
23513,0,1,1
19188,1,1,1
24425,1,0,1
32804,1,0,0
34445,1,0,0
39906,1,0,0
35479,0,0,0
40439,0,1,0
7639,1,1,1
30597,1,1,1
2252,1,1,0
14114,1,1,0
2656,1,0,0
33053,0,0,1
41,1,1,1
13560,0,1,1
15106,0,1,0
42,0,0,1
25395,1,1,0
3796,1,0,0
14599,1,1,1
19593,1,0,1
40106,0,0,0
43,0,0,1
5559,0,1,0
25922,0,0,1
41744,0,0,0
25711,0,1,0
44,0,0,0
402,1,1,0
18351,1,0,0
16025,0,1,0
11701,1,1,0
28093,1,0,0
37027,0,0,1
39977,1,0,0
45,1,0,1
751,1,0,0
14039,1,1,0
4447,1,1,1
11926,0,1,1
28464,0,1,1
8397,1,0,1
24637,1,0,1
46,1,1,1
36404,1,0,1
19576,0,1,0
25422,1,0,1
19439,0,0,1
35387,0,1,0
36518,0,0,1
47,0,1,0
9825,0,1,0
15203,1,1,1
31131,1,1,0
13796,0,1,0
39820,0,1,1
30668,0,0,1
15574,0,1,1
6730,0,1,0
17892,0,1,1
48,1,0,0
108,1,0,1
39864,0,0,1
30318,1,1,0
29797,1,0,1
14331,0,1,0
41738,1,1,0
21636,0,0,0
38267,1,0,0
5393,1,1,0
25081,1,1,1
49,1,1,1
10173,0,0,0
12817,0,0,0
22971,1,0,0
40879,1,0,0
8516,0,1,0
6241,1,0,0
34972,1,0,1
35607,0,0,1
24398,0,1,1
20333,1,0,1
27440,1,0,0
5531,0,0,0
25025,1,1,0
19659,1,1,0
39691,1,1,0
18374,1,0,0
2191,0,1,0
8078,1,0,0
4402,0,0,0
37644,1,1,1
41611,0,0,0
14409,1,1,1
29766,0,1,0
38892,1,0,0
1128,1,0,0
16871,1,1,0
11680,1,1,0
36120,1,0,1
31352,1,1,1
36991,0,1,1
51,0,1,1
11858,0,1,1
7354,0,0,0
35301,0,1,1
52,1,1,1
362,0,0,0
21896,1,1,0
19118,0,1,1
5215,1,1,1
16003,0,0,1
24923,0,1,1
1697,0,1,1
53,0,1,1
28578,0,0,1
38620,1,1,0
10547,1,1,1
10210,1,0,0
31068,1,0,0
30214,1,1,1
25836,0,1,0
40519,1,1,0
35194,1,1,0
31368,0,1,1
4291,0,1,1
32751,0,0,0
40468,0,1,1
54,0,0,0
33170,1,0,0
18362,1,1,0
7360,1,0,1
41689,1,0,0
18704,1,1,0
28653,1,0,0
36988,0,1,1
3837,0,1,1
7967,0,0,0
32276,0,1,1
20237,1,0,1
15060,0,0,1
56,0,0,1
224,0,1,1
18705,0,0,1
33361,0,1,1
33606,1,0,1
6198,1,0,0
57,0,0,0
15169,0,1,1
5270,0,1,1
39749,0,1,0
34178,1,1,1
34211,0,1,0
25393,1,1,0
41156,1,0,1
26570,1,1,0
58,0,1,0
2778,0,0,0
30751,1,0,1
15009,0,0,1
35809,1,1,0
32850,1,0,1
35261,1,0,0
59,0,0,0
18425,1,0,1
4286,0,0,1
7517,1,1,1
13944,0,0,1
3979,1,0,0
24439,1,1,0
26009,1,1,1
39295,1,0,1
10753,1,1,1
27441,1,0,1
27325,0,1,0
11629,1,0,0
10451,0,1,1
39011,1,1,0
10469,0,1,1
10491,1,1,0
20818,1,1,1
40136,1,0,0
18573,0,0,1
2429,1,0,1
16145,0,0,1
15021,0,1,1
24544,0,1,0
6997,0,1,1
27773,1,0,1
5186,0,1,0
2766,0,0,1
13996,1,0,1
29263,0,0,1
30240,0,1,1
19376,0,1,0
10665,0,0,1
35533,0,1,0
13432,1,1,1
13484,1,1,0
35627,1,1,0
32043,0,1,0
32710,1,1,1
61,0,1,1
10765,1,1,0
14636,0,1,0
30239,0,1,1
36339,0,1,1
34878,0,1,1
4651,0,1,0
29001,1,0,1
324,1,1,1
10146,1,0,1
2740,0,1,1
11588,0,0,0
14344,0,1,1
36950,0,1,0
14794,0,0,0
29034,0,1,0
33707,1,0,0
34716,1,0,0
15048,1,1,1
39263,0,0,1
64,0,1,0
31874,0,1,1
35915,0,1,1
65,0,1,0
19445,0,1,1
7282,1,0,1
66,0,0,1
34658,0,1,1
31634,0,1,1
67,0,0,1
41599,1,0,0
25312,0,0,1
39073,1,0,0
228,1,1,0
20852,1,0,1
37763,1,0,1
68,0,0,1
1025,1,0,0
26968,0,1,1
9353,0,0,0
18585,1,0,0
552,0,1,1
41148,0,1,1
69,1,1,1
27497,0,1,0
37923,1,0,1
70,1,0,1
3299,0,1,0
26221,0,1,0
24949,1,1,1
22620,1,1,0
38522,0,0,1
40625,1,1,1
71,0,0,1
31240,1,0,0
18867,0,1,0
18075,1,0,0
9411,0,0,0
33058,0,0,0
29049,1,0,0
40108,0,0,1
8050,1,1,0
20573,1,0,1
37585,0,0,1
15612,1,0,0
21261,1,0,0
39703,1,1,1
31446,1,1,0
6418,1,0,1
29460,0,0,0
25229,0,1,1
72,0,0,0
23380,0,1,1
30254,0,0,1
38389,0,0,1
15788,0,1,1
964,0,0,1
38564,0,1,0
26427,0,1,0
12744,1,1,1
10359,0,0,1
12398,1,0,0
73,1,0,0
28154,1,1,0
27588,0,0,1
14606,1,0,1
13898,1,0,0
23827,0,1,0
29513,1,0,0
6361,1,0,0
30116,1,1,0
6407,1,1,1
17493,0,1,0
22473,0,1,0
7771,1,0,0
39494,0,0,0
74,0,0,1
14561,0,1,1
37860,0,0,1
37827,1,0,0
8065,1,0,1
24155,1,0,1
7428,1,1,0
22436,0,1,0
38728,1,1,0
4726,1,0,1
3561,0,0,1
17347,0,1,1
21967,0,0,1
27185,1,0,1
21603,0,0,1
39587,0,0,0
37308,1,1,0
41054,1,0,1
8487,0,1,0
37046,1,1,1
25110,0,1,0
26222,1,0,1
38697,0,1,0
29391,1,1,0
505,1,0,1
5149,1,1,1
36870,1,1,0
6894,1,1,1
15785,1,0,1
2922,1,0,1
33598,0,0,0
2614,1,0,0
8015,1,1,1
18885,1,0,1
4375,1,1,0
2769,1,0,0
12011,1,1,0
31947,1,1,0
26848,1,1,1
26189,0,0,1
28669,0,0,0
33603,0,0,0
33599,1,0,0
75,1,0,0
18547,0,0,0
21491,1,1,0
27214,0,1,1
20452,1,0,1
76,0,0,0
36521,0,0,1
40967,1,0,1
28458,0,1,0
7776,0,0,1
38098,0,0,1
9162,1,0,0
23432,1,0,1
1808,0,0,0
77,0,0,0
39261,0,1,0
19130,1,0,1
78,0,0,0
31097,1,1,0
120,1,0,0
79,1,1,0
24579,0,1,0
16544,0,0,0
15204,1,1,0
34257,1,0,1
31976,0,0,0
22941,1,1,0
16957,0,0,1
3208,0,1,1
1040,1,1,1
4771,0,1,0
32133,0,1,0
14577,1,1,1
18258,0,1,1
39758,1,0,1
6192,1,0,0
20279,0,1,0
36730,0,0,1
5634,1,0,0
576,0,0,1
14292,1,1,0
11838,1,1,1
26693,1,1,1
41496,1,0,0
30768,1,1,0
1090,1,0,0
38458,0,1,1
80,1,1,0
24121,0,1,0
23633,1,1,1
81,0,1,0
26265,1,0,0
28922,0,1,1
7186,1,1,0
30538,1,0,1
82,1,0,0
11565,0,1,1
39036,1,0,1
6470,1,0,1
41484,1,1,1
15597,0,1,1
28600,0,0,0
20540,0,0,0
31485,1,0,0
26796,0,0,0
3773,1,1,0
11865,1,1,0
41628,1,0,0
13,0,0,0
11586,0,0,0
22677,1,1,0
38586,1,1,0
37515,0,0,0
13257,1,0,0
22030,1,1,0
6071,0,0,0
27069,0,1,0
18741,0,1,0
35827,1,0,0
24006,1,0,1
29175,1,0,1
4915,1,1,1
83,0,1,0
37212,1,1,1
4024,0,1,0
21779,0,1,1
4140,1,1,0
35398,0,1,1
26983,0,0,0
32278,1,0,1
35863,0,1,1
84,0,0,0
20964,1,0,1
10738,0,0,0
85,1,0,0
360,1,1,0
22453,1,1,0
7914,1,1,1
38762,1,0,0
3704,0,0,0
32584,0,0,0
40843,1,1,0
30816,1,1,1
86,1,1,0
21380,0,0,1
87,0,0,0
38733,0,0,1
3549,1,1,0
12792,0,1,0
28894,0,0,1
21686,0,0,0
30872,0,0,1
88,0,0,1
38793,1,0,1
11421,1,0,1
15207,0,0,0
18926,1,1,1
40852,1,0,1
89,0,0,0
3355,0,1,1
5521,0,0,0
90,0,0,0
4181,0,0,0
1080,1,0,1
20502,0,0,1
15287,0,1,1
19698,1,0,0
38533,1,0,0
1859,1,0,0
37882,1,1,1
22920,0,0,0
91,0,1,1
19016,1,1,0
807,0,0,1
34580,1,1,1
27091,1,0,1
10770,1,0,1
7832,1,1,1
21675,0,1,0
92,1,1,0
24753,1,1,1
30334,0,0,1
4388,1,1,0
10804,1,0,0
35333,1,1,1
41377,1,0,1
14611,0,1,0
20152,0,0,1
28549,1,0,0
3931,0,0,0
22009,0,0,1
21095,1,1,1
21943,0,0,1
13040,0,1,0
10746,0,1,1
22020,1,0,1
40340,0,1,0
27649,0,0,1
15778,1,0,0
18493,0,1,1
23062,1,0,0
16321,0,0,0
3678,0,1,1
40309,0,1,0
26465,1,1,1
11041,0,0,1
12599,0,0,0
93,1,0,0
28319,1,0,0
21819,1,0,0
34782,1,0,0
94,0,1,1
33891,1,1,1
95,0,0,0
37889,0,0,0
26627,0,0,1
8056,1,0,0
96,1,0,1
32023,0,0,1
97,1,0,0
35078,1,1,0
34198,0,0,1
40832,1,1,1
4599,1,1,0
36814,0,0,0
22700,0,1,1
21985,0,0,0
40617,0,0,1
29865,0,1,1
98,0,0,1
13865,0,1,0
28974,0,0,1
27193,0,1,0
32085,0,1,1
99,0,0,1
22858,1,1,1
6916,1,0,1
18778,1,0,0
33141,0,1,1
100,1,1,0
8018,0,1,1
6087,1,1,1
41388,1,1,0
39241,0,1,0
15296,1,1,0
8478,1,0,0
101,0,1,0
23137,0,1,0
13214,1,1,0
1346,0,1,1
6605,0,0,0
8941,0,1,1
22148,0,1,0
17704,1,0,0
102,1,0,0
24764,0,1,0
11264,1,1,1
40371,0,1,0
31813,1,1,0
13535,0,1,1
10320,0,0,0
4295,1,0,1
5806,0,0,0
103,1,1,0
5158,0,0,0
18756,0,0,1
5686,0,1,0
25659,0,0,0
31158,0,1,0
30276,0,1,1
104,0,0,0
19274,1,1,0
24413,0,1,0
2021,0,0,0
32867,0,0,0
37813,1,1,0
32185,0,1,1
4875,1,1,0
14198,1,1,1
14537,1,1,1
30803,1,0,1
105,1,1,0
25725,0,1,0
22567,1,0,1
37040,1,0,0
10694,1,1,0
32215,1,1,1
17590,0,0,0
11454,1,1,1
8355,1,0,0
28587,1,0,0
16910,0,0,1
21092,0,1,0
10897,0,1,1
31529,1,1,0
38795,0,0,0
23865,0,1,0
6459,1,1,1
29742,1,0,1
39293,0,0,0
26448,1,1,0
3321,1,1,0
22353,0,0,1
106,0,1,1
9418,1,1,1
903,0,1,1
33005,1,1,1
15116,1,1,0
36524,0,1,0
41409,0,0,0
25941,1,1,0
20940,1,0,0
40589,1,0,1
29105,1,1,1
17535,0,0,1
31173,1,1,0
13640,0,1,1
11873,1,0,0
107,0,0,0
12728,0,0,1
9944,0,0,0
27855,0,0,1
3044,1,0,0
30309,1,1,1
1069,1,0,0
34134,0,1,0
32481,1,1,0
30149,1,0,1
31111,0,0,0
19395,0,1,1
34912,0,1,0
26678,1,1,0
27895,0,0,1
35707,1,0,0
36454,1,0,1
21488,1,0,1
4339,1,1,1
31902,0,0,1
110,1,1,1
30633,0,1,0
24629,0,1,1
14244,1,0,1
32048,0,0,1
16450,0,0,1
37450,1,0,0
18050,0,0,0
31008,1,0,0
4272,1,1,1
23424,1,0,1
10807,1,1,1
12232,0,0,1
7201,1,0,1
5983,1,0,0
30063,0,1,1
14680,0,0,1
27500,0,1,1
14103,1,0,1
22942,1,0,1
31870,1,1,0
34186,1,0,1
40787,0,0,1
11106,0,1,1
40228,1,1,1
19248,0,0,1
5575,1,0,1
27911,1,1,1
29017,0,1,0
668,0,0,0
36789,0,0,1
32670,1,1,0
40172,0,0,0
29862,1,0,0
15572,1,0,0
25075,0,0,1
3090,1,0,1
39266,0,0,1
37779,1,1,0
35188,1,0,0
13700,1,0,1
23369,1,0,0
8194,0,0,1
29124,0,1,0
19254,1,0,0
36927,1,1,1
21731,1,0,1
27396,0,0,0
13845,0,0,0
24519,1,0,1
39520,0,0,0
36670,1,0,1
14072,1,1,1
35983,1,1,1
14996,1,0,0
19108,0,1,1
7886,1,0,1
10761,1,1,0
6886,1,0,0
33608,1,1,1
39710,1,0,0
1586,1,1,1
111,1,1,0
2902,1,0,1
34934,1,0,1
22845,0,1,0
11856,1,0,0
2063,1,1,0
14804,0,0,0
25664,0,1,0
35569,0,0,0
33196,0,1,1
23199,1,1,0
39922,0,1,1
11496,0,0,0
30002,0,1,1
36065,1,0,0
5932,1,1,0
112,1,0,1
113,1,0,0
23323,1,1,0
7502,0,1,0
17016,0,0,0
15548,0,1,1
32361,0,0,0
10212,0,1,1
5114,1,1,1
10252,0,0,1
37075,1,0,0
38479,1,0,1
18540,0,0,1
26569,1,1,0
7732,0,0,0
4867,0,1,0
114,0,0,1
6649,0,1,0
10380,1,0,0
28821,1,0,1
115,0,0,1
28918,0,0,1
15065,0,0,0
38725,0,0,1
31084,0,0,1
14641,0,0,1
4881,1,1,1
30612,0,1,0
24505,1,0,1
116,0,1,0
11218,1,0,0
19875,1,0,0
25982,1,0,0
117,0,0,0
14930,0,0,1
34480,0,1,1
39442,1,1,1
33189,0,1,1
25434,0,1,0
19187,1,0,0
118,1,1,0
16289,1,1,1
23192,0,0,0
119,1,0,1
1873,1,0,0
31790,1,0,1
15234,1,0,1
9940,0,1,0
34930,1,1,0
21144,1,1,0
11700,0,1,1
17399,0,0,1
29788,0,0,0
10237,1,1,1
1092,0,1,0
33526,1,1,0
12650,1,0,0
121,1,0,0
2036,0,1,1
19275,0,0,0
10226,0,0,0
32102,1,0,0
17574,0,1,1
122,0,1,1
14564,0,0,1
5439,1,0,1
28770,1,1,0
6629,1,1,0
37316,1,1,1
25356,0,0,1
34127,0,0,1
10096,1,1,1
12446,0,1,0
10564,1,1,0
123,1,0,1
5309,1,1,1
1332,0,0,0
29346,0,0,0
551,0,0,0
3415,0,0,0
14981,0,0,1
22508,1,0,1
991,0,1,1
124,0,1,1
8485,0,1,1
693,0,0,1
4520,0,0,1
26647,0,1,0
126,0,1,1
26375,0,0,1
32606,1,0,1
37958,0,1,0
32635,1,1,1
28358,0,0,0
25794,1,0,0
34038,0,0,1
26315,0,0,1
26728,0,1,0
127,1,1,1
30858,1,1,1
8842,0,1,0
128,1,1,0
38099,1,1,1
13286,1,1,1
41588,0,1,1
6120,1,1,1
660,1,1,0
40092,0,1,1
18098,0,1,0
21338,1,1,1
22809,1,0,0
17657,0,1,0
34850,0,0,1
129,1,1,1
130,1,1,0
34175,0,1,1
11122,1,1,1
8450,0,0,1
15676,1,0,0
41239,1,1,0
23610,0,1,1
12702,1,0,0
27442,1,1,0
449,1,0,1
19480,1,1,0
14294,1,0,1
35425,0,0,1
23222,1,0,1
131,1,1,1
38825,1,1,1
9440,1,0,1
35870,0,1,1
32353,0,1,1
27586,1,1,1
4413,0,1,0
9320,1,1,0
132,1,0,1
8304,0,1,0
8324,1,0,0
133,1,0,1
7175,1,1,0
15352,1,0,1
5756,1,0,1
22467,1,0,0
39444,0,0,1
10207,0,1,0
5357,1,1,0
18235,1,1,0
5863,1,0,0
26098,1,1,0
134,0,1,0
20307,0,1,1
20558,1,1,1
26817,1,1,0
19622,1,0,0
31796,1,1,1
15496,0,1,0
559,0,1,0
31279,1,1,1
17853,0,1,0
19879,0,1,0
37458,1,0,0
135,0,1,0
10690,0,0,1
35936,0,1,1
34899,0,1,0
2337,1,1,1
987,0,1,0
10111,1,1,1
2453,1,0,1
17888,1,0,1
34670,1,1,1
136,1,1,0
38456,1,0,1
40921,1,0,1
137,0,1,1
5444,0,0,1
28961,1,1,1
32011,0,1,1
138,1,0,1
41122,0,0,1
4071,0,0,0
2904,0,1,0
22784,1,1,0
5373,1,1,1
10298,1,1,0
8480,1,0,1
27802,1,0,0
4036,0,1,0
14262,1,0,1
16220,1,0,0
21521,1,0,0
38378,1,0,0
26141,1,1,1
18290,0,0,1
13006,0,1,1
26765,1,1,0
916,1,1,1
18838,0,0,1
7509,0,1,0
24560,0,0,0
36793,0,1,0
7367,0,0,0
18810,1,1,1
23956,0,0,1
854,0,1,0
139,0,0,0
7415,0,0,0
31484,0,1,0
10707,1,1,0
2586,0,0,1
17222,0,0,1
14895,0,1,0
140,1,1,0
36418,0,0,0
37980,0,1,0
25862,0,1,0
38174,1,0,1
18654,1,0,0
13793,0,1,1
36902,1,0,0
141,1,1,0
15973,1,1,0
34895,0,1,1
23864,0,1,1
37630,0,0,0
18727,1,0,1
10378,1,1,1
143,1,0,1
4195,1,1,0
26206,0,0,1
13182,1,0,0
8613,1,1,1
21936,1,0,0
37250,0,0,1
144,0,0,0
33637,1,1,0
7053,0,0,0
35703,0,0,0
10081,0,1,1
40040,1,1,0
33222,0,0,0
30648,0,0,1
15339,1,0,0
19044,0,0,0
145,1,0,0
18218,0,0,1
14829,1,0,0
7115,0,0,1
29046,1,0,0
27509,0,0,1
4764,1,1,0
15566,1,1,0
31949,0,1,1
146,1,1,1
4026,1,1,0
30032,0,1,0
41656,0,1,0
15885,0,1,0
38416,0,1,1
25445,0,1,1
39535,0,1,0
147,1,1,1
3608,0,0,0
25243,1,0,1
36893,0,1,1
11644,1,1,1
32803,1,0,0
34893,1,1,1
30533,0,0,1
21046,0,0,0
148,0,0,0
11880,0,1,0
149,0,0,1
33885,0,0,1
5505,1,1,0
150,0,0,0
13054,0,1,0
10437,0,1,0
151,0,0,1
30114,1,1,0
10031,0,1,1
34489,1,0,1
31276,0,0,0
34370,0,1,1
9215,1,0,0
34269,0,1,1
5852,1,1,0
10745,0,1,0
26478,1,0,0
19719,0,1,1
15740,0,0,1
152,0,0,0
2262,0,1,0
34081,0,0,0
153,0,1,0
20493,1,0,0
37224,0,1,1
12424,0,1,1
6742,0,1,0
17264,1,0,0
31681,0,0,1
8807,1,0,0
11431,1,1,0
23852,0,0,1
23585,0,0,0
154,1,1,1
9689,1,0,1
14972,0,1,0
21534,1,1,1
9933,1,1,0
35671,1,1,1
1499,1,0,0
10073,1,0,0
155,1,1,1
28144,0,1,1
3330,1,0,1
14979,0,1,0
33226,1,0,0
32209,0,1,0
156,0,1,0
13762,1,0,1
14795,0,0,1
4376,0,0,1
12427,1,1,1
24118,1,0,0
7192,0,1,0
17276,0,0,1
4759,1,0,1
36389,1,1,0
19121,1,0,1
27080,0,1,1
6888,1,1,1
157,1,1,1
158,0,0,1
31830,0,0,1
30572,1,1,1
749,0,0,0
39118,0,1,1
6767,0,0,0
23244,1,0,0
29146,1,1,0
16201,1,1,0
159,1,0,1
11930,0,0,0
34486,1,1,1
161,0,0,0
26563,1,0,0
25011,1,1,0
9726,1,0,1
5220,0,1,1
162,1,1,0
4384,1,1,1
24520,0,1,0
11302,0,0,0
40568,0,0,0
32101,0,1,1
36654,1,1,0
26485,1,1,0
11258,0,0,1
41490,1,1,1
15824,1,0,1
13618,0,0,1
11108,1,1,0
11002,1,1,0
2807,0,0,0
10248,1,1,1
22841,1,1,0
25040,0,1,1
12338,0,1,1
29401,1,0,0
14876,1,0,1
15790,0,0,0
6044,1,0,1
17261,1,1,0
163,1,1,0
16894,1,1,0
37932,1,1,0
38434,1,1,0
38547,1,1,1
27304,1,0,0
20446,0,0,0
24213,1,0,1
164,1,1,1
22774,0,1,1
165,1,1,1
22314,1,1,1
166,1,0,1
41641,0,0,0
1937,0,0,1
9061,0,1,0
8330,1,1,0
17065,1,1,0
14875,1,1,1
586,0,1,1
34987,1,1,0
19273,1,0,0
36249,0,0,0
31261,1,1,1
25399,1,0,0
10923,0,1,0
23554,0,1,0
26590,1,1,0
167,1,1,0
13676,1,0,1
17599,1,1,0
16205,0,1,0
10742,1,0,1
168,1,0,1
2346,1,0,0
24786,0,1,1
16352,1,1,0
170,1,1,1
37716,0,1,0
8083,1,1,0
172,1,1,0
10590,0,0,1
30176,0,0,0
985,0,1,0
7047,1,0,1
21497,0,1,0
17823,1,0,0
33,1,1,0
2519,0,1,0
37970,1,0,0
15353,0,1,0
38087,0,1,1
23519,1,1,1
32233,0,0,1
6209,0,0,1
4678,1,1,1
2075,1,1,0
175,0,1,1
13084,0,1,1
849,0,1,1
40086,0,1,1
8715,0,1,0
13581,0,1,1
28053,0,1,0
14093,0,1,1
16350,1,0,1
18859,1,1,1
37995,1,1,0
962,1,0,0
36423,0,0,0
34902,0,0,1
29062,1,0,1
178,0,0,0
15890,1,1,0
3607,0,0,1
18729,0,0,1
35237,0,1,0
179,1,1,0
5865,0,0,0
10034,1,1,1
180,1,0,1
18530,0,0,1
6422,0,1,1
21278,0,1,1
29745,1,1,1
19757,1,0,0
9909,0,1,1
6727,1,0,1
17894,0,1,1
27628,0,0,0
36443,0,0,0
181,0,1,1
19005,1,0,1
15959,0,1,1
31968,1,1,0
22826,1,1,0
33767,1,1,1
30616,1,1,1
28499,1,0,0
15199,1,1,1
34438,1,1,0
4452,1,0,1
8300,0,0,1
3335,0,0,0
24636,1,1,1
2281,0,1,0
182,0,0,1
5930,0,0,1
13416,1,1,1
2702,1,1,0
2104,0,1,0
12339,0,0,1
29918,1,0,0
3274,0,0,1
9450,0,0,0
25780,1,1,0
40736,0,1,1
24088,1,1,0
5055,0,1,1
7461,0,1,1
23531,1,1,0
5022,1,1,1
11975,0,1,0
39217,1,1,0
3175,1,0,1
34904,1,1,1
8196,1,0,1
184,0,0,1
19884,1,0,0
24011,0,1,1
11704,1,1,1
1967,0,0,1
24734,1,0,1
185,1,1,1
30448,0,1,1
30529,0,0,1
998,1,1,0
4156,0,1,0
31043,1,1,1
39874,0,1,0
186,0,0,0
10791,1,1,1
24746,1,1,1
38694,1,0,0
28187,1,1,1
9740,0,0,0
9812,0,1,0
187,0,1,0
8836,0,1,0
188,0,0,0
40938,1,0,1
189,1,0,1
21687,1,1,1
36512,1,1,1
14435,1,0,1
35602,1,1,0
190,1,1,0
27368,0,0,1
16194,0,1,1
10794,0,0,1
21972,1,0,0
12142,0,0,1
18134,1,1,1
33762,1,0,0
191,1,1,0
21065,0,0,1
21517,0,1,1
192,1,0,0
29908,1,1,0
24612,0,0,1
10860,0,1,0
17567,0,0,1
1053,1,1,1
27386,1,1,0
195,1,0,0
35120,0,1,1
26227,0,0,1
24679,1,0,0
23484,1,1,0
196,0,0,1
39159,1,1,0
10126,1,0,0
39866,0,1,1
19171,1,1,0
3426,1,0,1
197,1,0,1
40272,1,0,0
34044,1,0,0
198,0,1,1
31098,0,0,1
33035,0,0,0
20361,0,1,0
18333,1,1,0
23598,0,1,0
15161,1,1,0
1785,0,0,1
199,1,0,1
4190,0,0,1
5824,1,0,0
10291,0,0,1
201,0,0,1
27247,1,0,1
30205,0,1,1
202,1,1,0
37531,1,1,1
19959,1,0,0
22919,1,0,1
7358,0,0,1
22929,0,1,0
40076,1,0,1
203,1,0,1
10391,0,0,1
14203,0,1,0
23771,1,1,1
15702,1,0,1
40303,0,1,0
35922,1,1,1
204,1,1,1
28926,0,1,1
205,0,1,0
36123,1,0,0
33525,1,0,0
38822,0,1,1
206,0,0,0
26737,1,0,0
27367,1,0,1
20892,1,0,0
207,0,0,0
25881,0,0,1
39380,0,0,0
208,0,1,1
1292,0,1,1
9577,0,1,0
209,0,0,0
18599,1,0,0
32689,0,1,0
8904,1,0,0
2354,1,1,0
15198,0,1,1
