,L,A,Y
40468,1,1,1
54,1,0,0
33170,1,0,0
18362,1,1,1
7360,0,0,0
41689,1,1,1
18704,0,0,0
28653,1,1,1
36988,0,0,0
3837,1,0,0
7967,0,1,0
32276,1,0,0
20237,1,1,1
15060,0,0,0
56,1,1,1
224,0,0,0
18705,0,0,1
33361,0,0,1
33606,1,1,1
6198,1,1,1
57,1,1,1
15169,0,0,0
5270,1,0,0
39749,1,0,0
34178,0,1,1
34211,1,1,1
25393,0,0,1
41156,0,0,0
26570,0,0,0
58,1,0,0
2778,0,1,1
30751,0,0,0
15009,0,1,1
35809,0,1,1
32850,0,0,1
35261,0,0,0
59,1,0,1
18425,0,1,0
4286,0,0,0
7517,1,0,0
13944,1,0,1
3979,1,0,0
24439,0,1,1
26009,0,0,0
39295,0,0,0
10753,0,0,1
27441,0,0,0
27325,0,0,0
11629,1,1,1
10451,0,0,0
39011,0,0,0
10469,1,0,1
10491,0,0,1
20818,0,0,0
40136,0,0,1
18573,1,1,1
2429,0,1,1
16145,1,0,0
15021,0,1,1
24544,1,0,1
6997,0,0,1
27773,1,0,0
5186,0,0,0
2766,0,0,0
13996,1,1,0
29263,0,0,1
30240,0,0,0
19376,0,0,0
10665,0,0,0
35533,0,0,0
13432,0,0,0
13484,0,1,0
35627,0,0,0
32043,0,0,0
32710,1,0,1
61,0,0,0
10765,0,0,0
14636,1,0,0
30239,0,0,0
36339,0,0,0
34878,0,0,0
4651,0,0,0
29001,1,0,0
324,1,0,1
10146,1,1,1
2740,0,0,0
11588,0,0,0
14344,0,0,0
36950,0,0,0
14794,0,0,0
29034,0,0,1
33707,0,0,1
34716,1,1,1
15048,0,0,1
39263,1,0,1
64,1,1,1
31874,1,0,0
35915,0,1,1
65,1,1,0
19445,1,1,1
7282,1,0,1
66,1,1,1
34658,1,0,0
31634,0,0,0
67,1,0,0
41599,0,0,0
25312,1,0,1
39073,1,0,1
228,1,1,1
20852,1,0,1
37763,0,1,1
68,0,1,1
1025,1,0,0
26968,0,0,0
9353,1,1,1
18585,0,0,0
552,1,1,1
41148,0,1,1
69,1,0,1
27497,0,0,0
37923,0,0,0
70,0,0,0
3299,0,1,1
26221,0,1,0
24949,0,1,1
22620,0,1,1
38522,1,1,1
40625,0,0,0
71,1,0,0
31240,0,0,0
18867,0,0,0
18075,1,1,1
9411,0,0,0
33058,0,0,0
29049,1,1,1
40108,0,1,0
8050,0,1,0
20573,0,0,1
37585,0,1,1
15612,0,0,0
21261,1,1,1
39703,0,0,1
31446,0,0,0
6418,1,1,1
29460,1,1,1
25229,1,1,1
72,0,1,1
23380,0,0,0
30254,1,0,0
38389,0,0,1
15788,1,0,0
964,0,1,0
38564,0,0,0
26427,0,0,0
12744,0,0,0
10359,1,0,0
12398,0,1,1
73,0,0,0
28154,1,1,0
27588,0,0,0
14606,0,1,1
13898,0,0,1
23827,0,0,1
29513,0,1,0
6361,0,0,0
30116,0,0,0
6407,0,0,1
17493,0,1,0
22473,1,1,1
7771,1,0,0
39494,0,0,0
74,0,0,0
14561,0,0,0
37860,0,0,0
37827,1,1,1
8065,0,1,1
24155,1,0,1
7428,0,0,0
22436,1,0,0
38728,1,1,1
4726,1,0,0
3561,1,0,0
17347,0,1,0
21967,1,1,1
27185,0,1,1
21603,0,0,0
39587,0,1,1
37308,1,1,1
41054,0,1,1
8487,0,0,0
37046,0,1,1
25110,1,1,1
26222,0,1,0
38697,1,1,1
29391,1,0,0
505,0,0,0
5149,1,0,1
36870,1,1,1
6894,0,0,0
15785,0,0,0
2922,1,1,1
33598,0,0,0
2614,0,0,0
8015,0,0,1
18885,0,0,0
4375,0,0,1
2769,0,1,1
12011,1,0,1
31947,0,1,0
26848,1,1,1
26189,0,1,1
28669,1,0,0
33603,1,1,1
33599,0,0,0
75,0,1,0
18547,1,1,0
21491,0,0,0
27214,0,0,0
20452,0,0,0
76,1,1,1
36521,1,0,1
40967,0,0,0
28458,0,1,1
7776,0,1,0
38098,1,1,1
9162,1,0,1
23432,0,0,0
1808,0,0,0
77,0,1,1
39261,1,1,1
19130,0,0,0
78,0,1,1
31097,0,0,1
120,0,1,1
79,1,1,1
24579,1,0,0
16544,0,0,0
15204,0,0,0
34257,0,1,0
31976,0,1,1
22941,1,1,1
16957,0,0,0
3208,1,1,1
1040,1,0,0
4771,0,0,0
32133,1,1,1
14577,1,1,1
18258,1,1,1
39758,1,0,1
6192,0,1,1
20279,1,1,1
36730,1,1,1
5634,0,0,1
576,0,0,0
14292,0,0,0
11838,0,1,1
26693,0,0,0
41496,0,0,0
30768,0,0,0
1090,0,1,1
38458,0,0,0
80,1,1,1
24121,1,1,1
23633,0,0,0
81,0,0,0
26265,0,0,0
28922,1,1,1
7186,1,1,1
30538,0,1,1
82,0,0,0
11565,0,1,1
39036,0,0,0
6470,0,1,1
41484,1,1,1
15597,1,1,1
28600,0,0,0
20540,0,0,0
31485,0,1,1
26796,1,1,1
3773,0,1,1
11865,1,0,1
41628,0,1,1
13,0,1,0
11586,1,0,1
22677,1,1,1
38586,0,0,0
37515,0,0,1
13257,0,0,0
22030,0,0,0
6071,0,0,0
27069,0,0,0
18741,0,0,0
35827,1,0,0
24006,0,0,0
29175,1,1,1
4915,0,1,0
83,1,1,0
37212,0,1,0
4024,1,0,0
21779,0,0,0
4140,0,1,0
35398,1,1,1
26983,1,1,0
32278,1,1,1
35863,1,0,0
84,0,0,0
20964,0,0,0
10738,1,1,0
85,0,0,1
360,0,0,0
22453,0,1,1
7914,0,1,1
38762,0,1,0
3704,1,1,1
32584,0,0,1
40843,0,0,0
30816,0,0,0
86,1,1,1
21380,0,0,0
87,0,0,0
38733,0,1,0
3549,1,1,1
12792,0,0,0
28894,0,0,1
21686,1,1,1
30872,0,0,0
88,1,0,1
38793,1,0,1
11421,0,0,0
15207,0,1,1
18926,0,0,0
40852,1,0,1
89,1,1,1
3355,0,0,1
5521,0,0,0
90,0,0,0
4181,1,0,0
1080,1,1,1
20502,0,1,1
15287,0,1,1
19698,0,0,0
38533,1,0,1
1859,0,0,0
37882,0,0,0
22920,0,0,1
91,1,1,1
19016,1,0,1
807,0,0,1
34580,0,0,0
27091,0,0,1
10770,0,0,1
7832,0,0,0
21675,0,1,0
92,0,0,0
24753,1,1,0
30334,0,0,0
4388,1,1,1
10804,0,1,1
35333,0,0,0
41377,1,0,1
14611,1,1,1
20152,0,1,1
28549,1,0,1
3931,1,1,1
22009,0,1,0
21095,0,1,1
21943,1,1,1
13040,0,1,1
10746,1,0,1
22020,1,1,1
40340,0,0,1
27649,1,1,0
15778,1,1,1
18493,1,0,1
23062,1,1,0
16321,1,1,1
3678,1,0,0
40309,0,0,0
26465,0,0,0
11041,0,1,1
12599,1,0,1
93,0,1,1
28319,0,1,1
21819,1,1,1
34782,0,0,1
94,1,0,1
33891,1,0,0
95,1,1,1
37889,0,0,0
26627,1,1,1
8056,0,0,0
96,1,1,1
32023,1,1,1
97,0,1,1
35078,0,0,0
34198,0,1,1
40832,1,1,1
4599,1,0,1
36814,0,1,1
22700,0,0,0
21985,0,1,1
40617,1,1,1
29865,0,0,1
98,0,1,1
13865,0,1,0
28974,1,1,1
27193,1,0,1
32085,1,0,1
99,1,1,1
22858,1,0,0
6916,0,0,1
18778,0,0,0
33141,0,0,0
100,0,1,1
8018,0,1,1
6087,1,0,0
41388,0,0,0
39241,0,0,0
15296,0,0,1
8478,0,0,0
101,0,0,1
23137,1,0,1
13214,0,0,1
1346,0,0,0
6605,1,1,1
8941,0,0,1
22148,1,0,1
17704,0,0,0
102,1,0,1
24764,0,1,1
11264,0,0,0
40371,0,0,0
31813,0,1,1
13535,0,0,0
10320,0,0,0
4295,1,1,1
5806,1,1,0
103,0,1,1
5158,0,1,1
18756,0,0,1
5686,1,0,1
25659,1,1,1
31158,0,0,0
30276,0,0,0
104,0,1,1
19274,0,0,1
24413,0,0,0
2021,0,1,1
32867,0,1,1
37813,0,0,0
32185,1,0,1
4875,0,0,1
14198,0,0,0
14537,0,0,0
30803,0,0,0
105,1,1,0
25725,0,0,0
22567,0,0,0
37040,0,0,0
10694,0,0,0
32215,0,0,1
17590,0,0,0
11454,0,0,1
8355,1,1,1
28587,0,0,0
16910,0,1,1
21092,1,0,0
10897,0,0,0
31529,1,1,1
38795,0,0,0
23865,0,0,0
6459,0,0,1
29742,0,0,1
39293,0,0,0
26448,0,0,0
3321,1,1,1
22353,0,0,0
106,1,1,1
9418,0,0,0
903,1,1,1
33005,1,0,0
15116,0,0,0
36524,1,1,1
41409,1,1,1
25941,0,0,0
20940,1,0,1
40589,1,1,1
29105,0,1,0
17535,1,1,1
31173,1,0,0
13640,1,0,0
11873,0,0,0
107,1,1,1
12728,1,1,0
9944,1,0,0
27855,1,0,0
3044,0,0,0
30309,0,0,1
1069,0,0,1
34134,0,1,1
32481,0,1,1
30149,1,0,0
31111,1,1,1
19395,1,0,1
34912,0,0,0
26678,0,0,0
27895,1,1,1
35707,0,0,0
36454,1,1,1
21488,1,1,0
4339,1,0,1
31902,0,0,1
110,0,0,0
30633,0,0,0
24629,0,1,0
14244,1,1,1
32048,0,0,0
16450,1,1,0
37450,0,0,1
18050,1,0,1
31008,0,0,0
4272,0,0,1
23424,0,0,1
10807,0,0,1
12232,0,0,0
7201,0,0,1
5983,0,0,0
30063,1,0,1
14680,0,1,1
27500,0,0,1
14103,0,1,1
22942,1,0,0
31870,0,1,1
34186,0,0,0
40787,0,1,1
11106,0,1,1
40228,1,1,1
19248,0,1,1
5575,1,0,1
27911,0,1,1
29017,0,0,0
668,1,1,0
36789,1,1,0
32670,1,1,1
40172,1,0,1
29862,0,1,0
15572,0,0,0
25075,0,0,0
3090,0,0,0
39266,0,0,0
37779,0,1,1
35188,0,0,0
13700,0,0,0
23369,0,1,0
8194,1,0,1
29124,0,0,0
19254,0,0,0
36927,0,0,0
21731,0,0,1
27396,0,0,0
13845,0,1,0
24519,1,0,0
39520,0,0,0
36670,0,0,0
14072,0,0,0
35983,0,0,0
14996,1,1,1
19108,1,0,0
7886,0,0,0
10761,0,0,0
6886,0,0,0
33608,0,1,1
39710,1,1,1
1586,0,1,1
111,1,0,0
2902,1,1,1
34934,1,1,1
22845,0,0,0
11856,0,1,1
2063,0,0,0
14804,0,0,0
25664,0,0,0
35569,1,0,0
33196,0,0,0
23199,0,0,0
39922,1,0,0
11496,0,0,0
30002,0,0,0
36065,1,1,1
5932,0,1,0
112,0,0,1
113,1,1,0
23323,0,0,0
7502,0,1,1
17016,0,0,0
15548,0,0,0
32361,1,1,1
10212,0,0,1
5114,1,0,0
10252,0,0,0
37075,0,0,1
38479,1,1,1
18540,0,0,0
26569,1,1,1
7732,1,0,0
4867,0,1,1
114,1,1,1
6649,1,0,0
10380,0,0,0
28821,1,1,1
115,0,1,1
28918,1,1,1
15065,1,0,1
38725,1,1,1
31084,1,1,1
14641,0,1,1
4881,0,0,1
30612,1,0,0
24505,1,1,1
116,1,0,1
11218,0,0,0
19875,0,0,0
25982,0,0,0
117,1,1,0
14930,0,1,1
34480,0,1,1
39442,0,1,1
33189,0,0,1
25434,0,1,1
19187,0,0,0
118,0,1,1
16289,0,1,1
23192,0,0,0
119,1,1,1
1873,0,0,1
31790,0,1,1
15234,1,0,0
9940,0,1,1
34930,1,0,1
21144,0,1,1
11700,0,1,1
17399,0,0,0
29788,0,0,0
10237,0,0,0
1092,0,0,0
33526,0,0,0
12650,0,1,1
121,1,1,1
2036,1,1,1
19275,1,0,1
10226,0,0,0
32102,0,0,0
17574,0,0,0
122,0,1,1
14564,1,1,1
5439,0,1,0
28770,1,1,1
6629,0,0,0
37316,0,0,1
25356,1,1,1
34127,1,0,0
10096,0,1,1
12446,0,0,0
10564,0,1,0
123,1,1,1
5309,1,1,1
1332,0,0,0
29346,0,0,0
551,1,1,1
3415,1,1,1
14981,0,0,0
22508,0,0,1
991,0,1,1
124,1,1,1
8485,1,1,1
693,1,0,1
4520,1,1,1
26647,1,1,0
126,1,0,1
26375,0,1,0
32606,0,1,1
37958,1,0,0
32635,0,0,1
28358,0,1,0
25794,1,0,0
34038,0,1,1
26315,0,0,1
26728,0,0,0
127,0,0,0
30858,1,0,0
8842,1,0,1
128,1,0,0
38099,0,1,1
13286,0,0,1
41588,0,0,0
6120,1,1,1
660,0,1,1
40092,0,0,0
18098,0,0,1
21338,0,1,0
22809,0,0,0
17657,1,0,0
34850,0,0,0
129,1,1,1
130,1,0,0
34175,0,0,1
11122,1,1,1
8450,0,1,1
15676,1,1,1
41239,1,0,1
23610,1,0,0
12702,0,0,0
27442,1,1,1
449,0,1,0
19480,0,0,0
14294,1,1,1
35425,0,0,0
23222,1,0,0
131,0,0,0
38825,0,0,0
9440,1,1,1
35870,0,0,1
32353,1,0,0
27586,1,1,1
4413,0,0,0
9320,0,1,1
132,1,1,1
8304,0,0,0
8324,0,0,0
133,0,0,0
7175,0,0,0
15352,1,1,1
5756,1,1,1
22467,0,0,1
39444,0,1,1
10207,0,0,0
5357,0,0,1
18235,0,0,0
5863,0,1,0
26098,1,1,1
134,0,0,0
20307,1,1,1
20558,1,0,1
26817,1,1,1
19622,0,0,1
31796,0,0,0
15496,0,0,0
559,1,1,1
31279,1,1,0
17853,0,0,1
19879,0,1,0
37458,1,0,0
135,0,0,0
10690,0,0,0
35936,0,1,1
34899,1,1,1
2337,1,0,1
987,0,1,1
10111,1,1,1
2453,0,0,0
17888,1,1,1
34670,0,0,0
136,0,0,1
38456,1,0,0
40921,0,0,0
137,1,1,1
5444,0,0,0
28961,0,0,0
32011,0,0,1
138,0,0,0
41122,0,0,0
4071,0,0,0
2904,0,0,1
22784,1,0,0
5373,0,0,0
10298,1,1,1
8480,1,1,1
27802,0,1,0
4036,0,0,0
14262,0,1,0
16220,0,0,0
21521,1,0,0
38378,0,1,0
26141,0,0,0
18290,0,0,0
13006,0,0,0
26765,1,1,0
916,1,1,0
18838,0,0,0
7509,1,1,1
24560,0,0,0
36793,0,0,0
7367,1,0,0
18810,0,0,0
23956,0,1,1
854,1,1,1
139,0,0,1
7415,0,1,1
31484,0,0,0
10707,1,1,1
2586,0,0,1
17222,0,0,0
14895,1,1,0
140,0,0,1
36418,0,0,0
37980,0,0,0
25862,0,0,0
38174,0,0,0
18654,0,0,0
13793,1,0,0
36902,0,1,1
141,0,0,1
15973,0,0,1
34895,0,1,0
23864,0,1,1
37630,1,0,0
18727,0,0,0
10378,1,0,0
143,0,0,1
4195,0,1,1
26206,0,1,1
13182,0,0,0
8613,1,1,1
21936,0,0,0
37250,0,0,0
144,1,0,1
33637,1,1,1
7053,0,0,0
35703,1,0,0
10081,0,0,1
40040,0,0,0
33222,0,1,1
30648,1,0,1
15339,0,0,1
19044,1,1,1
145,1,0,0
18218,1,0,1
14829,1,0,0
7115,0,1,0
29046,1,0,1
27509,0,1,1
4764,1,0,0
15566,1,1,1
31949,0,1,1
146,1,1,1
4026,0,0,0
30032,0,0,0
41656,0,0,1
15885,1,0,0
38416,0,0,1
25445,1,1,1
39535,0,0,1
147,0,0,0
3608,1,0,0
25243,0,0,1
36893,0,0,1
11644,0,1,1
32803,1,1,0
34893,0,1,1
30533,0,0,1
21046,1,1,1
148,0,1,0
11880,0,0,0
149,1,0,0
33885,1,1,0
5505,0,0,0
150,1,1,1
13054,0,0,0
10437,0,1,0
151,0,0,0
30114,1,0,1
10031,1,1,0
34489,0,0,1
31276,1,1,1
34370,0,1,0
9215,0,0,0
34269,0,1,1
5852,0,0,1
10745,1,0,0
26478,0,1,1
19719,0,0,0
15740,0,0,0
152,0,1,1
2262,0,0,1
34081,1,0,1
153,0,0,1
20493,1,1,1
37224,0,0,0
12424,1,0,0
6742,0,0,0
17264,1,1,1
31681,1,0,0
8807,0,0,0
11431,0,0,0
23852,0,0,0
23585,0,0,0
154,1,0,1
9689,1,0,0
14972,0,0,0
21534,0,0,0
9933,0,0,0
35671,1,0,0
1499,0,0,0
10073,1,0,1
155,0,0,0
28144,0,1,0
3330,0,1,1
14979,1,1,1
33226,0,0,0
32209,0,1,0
156,1,1,1
13762,1,1,1
14795,1,1,1
4376,0,0,0
12427,1,1,1
24118,1,0,0
7192,1,1,1
17276,0,0,0
4759,0,0,0
36389,1,0,1
19121,0,0,0
27080,1,0,0
6888,0,0,0
157,0,0,0
158,1,1,1
31830,0,1,0
30572,0,0,0
749,1,0,0
39118,0,0,1
6767,1,0,0
23244,0,0,0
29146,0,0,0
16201,0,0,0
159,1,0,1
11930,0,1,1
34486,0,0,0
161,1,1,1
26563,1,1,0
25011,0,0,0
9726,0,1,0
5220,1,0,1
162,0,1,1
4384,0,1,1
24520,1,1,1
11302,1,1,1
40568,1,1,1
32101,1,0,0
36654,0,1,1
26485,1,0,1
11258,1,1,0
41490,1,1,1
15824,1,1,1
13618,1,1,1
11108,0,0,0
11002,1,1,1
2807,0,0,0
10248,0,0,0
22841,1,1,1
25040,0,0,0
12338,0,0,0
29401,0,0,0
14876,0,0,0
15790,0,0,0
6044,1,1,1
17261,0,1,0
163,1,0,0
16894,0,0,0
37932,0,0,0
38434,1,0,0
38547,0,0,0
27304,0,0,0
20446,0,1,1
24213,0,0,0
164,0,0,1
22774,0,0,1
165,0,0,0
22314,1,1,1
166,1,0,0
41641,1,1,1
1937,0,0,1
9061,0,0,0
8330,0,0,0
17065,0,0,0
14875,0,0,0
586,1,1,1
34987,0,0,0
19273,0,0,0
36249,1,1,0
31261,1,1,1
25399,0,0,0
10923,0,0,0
23554,0,0,0
26590,0,0,0
167,0,0,1
13676,0,0,0
17599,1,0,0
16205,0,0,1
10742,0,1,1
168,1,1,1
2346,0,1,1
24786,0,0,0
16352,0,0,0
170,1,1,1
37716,1,0,1
8083,0,0,0
172,1,1,1
10590,0,0,0
30176,0,0,0
985,0,0,1
7047,0,1,0
21497,0,1,1
17823,1,0,0
33,1,1,1
2519,0,1,1
37970,0,1,0
15353,0,1,0
38087,1,1,1
23519,0,1,0
32233,1,0,1
6209,0,1,1
4678,0,0,1
2075,0,0,0
175,0,1,0
13084,0,0,0
849,0,0,0
40086,1,1,1
8715,0,1,0
13581,0,0,0
28053,1,0,1
14093,1,0,1
16350,1,1,0
18859,1,0,1
37995,0,1,1
962,0,1,0
36423,0,0,0
34902,0,0,1
29062,0,0,0
178,1,1,1
15890,1,1,1
3607,0,0,0
18729,1,0,0
35237,1,1,1
179,0,0,1
5865,1,0,0
10034,0,0,1
180,0,1,0
18530,0,0,0
6422,1,1,1
21278,0,0,0
29745,0,0,0
19757,0,0,0
9909,1,1,1
6727,0,0,0
17894,1,0,0
27628,1,1,0
36443,0,0,0
181,1,0,1
19005,0,0,0
15959,0,0,0
31968,0,0,0
22826,1,1,1
33767,1,0,0
30616,1,1,1
28499,0,0,0
15199,0,1,0
34438,1,1,1
4452,1,0,1
8300,0,0,1
3335,1,1,1
24636,1,1,0
2281,1,0,1
182,0,1,1
5930,0,0,0
13416,0,1,0
2702,1,0,1
2104,0,0,0
12339,0,0,0
29918,1,1,1
3274,0,0,1
9450,0,0,0
25780,0,0,0
40736,0,0,0
24088,0,0,0
5055,0,0,0
7461,1,1,1
23531,1,0,0
5022,0,0,0
11975,0,0,0
39217,0,0,0
3175,1,1,1
34904,1,1,1
8196,0,0,1
184,1,0,1
19884,1,0,0
24011,1,0,0
11704,1,1,1
1967,1,1,1
24734,0,0,1
185,1,1,1
30448,0,0,0
30529,0,0,0
998,0,0,0
4156,0,1,0
31043,0,0,0
39874,1,0,0
186,0,0,0
10791,0,0,0
24746,0,1,1
38694,0,0,0
28187,0,0,0
9740,1,0,1
9812,0,0,0
187,1,1,1
8836,0,1,1
188,1,1,1
40938,0,0,1
189,0,1,1
21687,1,0,0
36512,0,0,0
14435,1,1,1
35602,1,1,1
190,0,0,1
27368,0,0,0
16194,1,1,1
10794,1,1,1
21972,1,0,0
12142,0,0,1
18134,0,0,0
33762,1,1,1
191,1,0,1
21065,0,0,1
21517,1,1,1
192,1,0,1
29908,0,0,0
24612,0,0,0
10860,0,0,1
17567,0,0,0
1053,1,1,1
27386,1,1,1
195,0,0,0
35120,0,0,0
26227,0,1,1
24679,0,0,0
23484,0,0,0
196,1,1,1
39159,0,0,0
10126,1,1,1
39866,0,1,0
19171,0,0,1
3426,0,0,0
197,1,0,1
40272,0,0,0
34044,0,0,0
198,1,0,1
31098,0,0,1
33035,0,0,0
20361,0,1,1
18333,0,1,1
23598,0,0,0
15161,0,0,0
1785,1,1,1
199,0,0,0
4190,0,0,0
5824,1,1,1
10291,0,0,0
201,0,1,1
27247,1,1,1
30205,1,0,1
202,1,0,1
37531,0,1,0
19959,1,1,1
22919,0,0,1
7358,0,0,0
22929,1,1,0
40076,0,0,0
203,1,0,0
10391,0,1,0
14203,0,0,0
23771,1,0,0
15702,0,0,1
40303,1,1,0
35922,1,1,1
204,1,1,1
28926,1,1,1
205,0,0,1
36123,0,1,1
33525,0,1,1
38822,0,0,1
206,0,0,1
26737,0,1,0
27367,1,1,1
20892,0,0,0
207,1,1,1
25881,1,1,1
39380,1,1,1
208,1,0,1
1292,0,0,0
9577,0,1,0
209,0,1,0
18599,1,1,1
32689,0,0,1
8904,1,0,0
2354,1,0,0
15198,1,1,1
